id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,ratecodeid,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
11534,1,2016-01-02 16:27:00,2016-01-02 17:02:00,1,8.20,-73.776763920000000,40.645378110000000,1,N,-73.850044250000000,40.723560330000000,1,29.00,0.00,0.50,0.00,0.00,0.30,29.80
11535,2,2016-01-02 16:27:00,2016-01-02 16:55:00,3,12.03,-73.789527890000000,40.647277830000000,1,N,-73.886276250000000,40.767269130000000,2,35.50,0.00,0.50,0.00,0.00,0.30,36.30
11536,1,2016-01-02 16:27:00,2016-01-02 17:14:00,1,15.70,-73.782600400000000,40.644912720000000,1,N,-73.950134280000000,40.714084630000000,1,47.50,1.00,0.50,9.85,0.00,0.30,59.15
11537,2,2016-01-02 16:27:00,2016-01-02 17:15:00,1,15.36,-73.781990050000000,40.644691470000000,1,N,-73.936233520000000,40.709491730000000,1,47.50,0.00,0.50,9.66,0.00,0.30,57.96
11538,2,2016-01-02 16:27:00,2016-01-02 17:11:00,1,15.18,-73.776664730000000,40.645351410000000,1,N,-73.927459720000000,40.758102420000000,1,46.50,0.00,0.50,5.00,0.00,0.30,52.30
11539,2,2016-01-02 16:27:00,2016-01-02 17:12:00,1,20.47,-73.789535520000000,40.646835330000000,2,N,-73.958564760000000,40.768116000000000,1,52.00,0.00,0.50,5.03,5.54,0.30,63.37
11540,2,2016-01-02 16:28:00,2016-01-02 17:20:00,1,18.48,-73.781806950000000,40.644748690000000,2,N,-73.979591370000000,40.731060030000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
11541,1,2016-01-02 16:28:00,2016-01-02 17:07:00,1,18.60,-73.786720280000000,40.646656040000000,2,N,-73.948638920000000,40.777927400000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11542,2,2016-01-02 16:28:00,2016-01-02 17:19:00,1,20.00,-73.782112120000000,40.644699100000000,2,N,-73.958869930000000,40.779788970000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
11543,2,2016-01-02 16:28:00,2016-01-02 17:09:00,2,12.13,-73.789596560000000,40.646938320000000,1,N,-73.962860110000000,40.672870640000000,1,39.00,0.00,0.50,7.96,0.00,0.30,47.76
11544,2,2016-01-02 16:28:00,2016-01-02 17:17:00,1,18.20,-73.781997680000000,40.644653320000000,2,N,-73.946487430000000,40.800662990000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11545,2,2016-01-02 16:28:00,2016-01-02 17:17:00,2,14.42,-73.782501220000000,40.644527440000000,1,N,-73.918067930000000,40.761634830000000,1,46.50,0.00,0.50,11.82,0.00,0.30,59.12
11546,2,2016-01-02 16:28:00,2016-01-03 00:00:00,1,13.83,-73.776802060000000,40.645252230000000,1,N,-73.979515080000000,40.667663570000000,2,47.00,0.00,0.50,0.00,0.00,0.30,47.80
11547,2,2016-01-02 16:28:00,2016-01-02 17:13:00,1,15.28,-73.776786800000000,40.645111080000000,1,N,-73.922363280000000,40.761619570000000,2,47.00,0.00,0.50,0.00,0.00,0.30,47.80
11548,2,2016-01-02 16:28:00,2016-01-02 17:16:00,1,16.74,-73.781738280000000,40.644790650000000,1,N,-73.962158200000000,40.716819760000000,1,50.00,0.00,0.50,10.16,0.00,0.30,60.96
11549,1,2016-01-02 16:29:00,2016-01-02 17:26:00,1,19.20,-73.790466310000000,40.646617890000000,2,N,-73.956420900000000,40.776538850000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
11550,1,2016-01-02 16:29:00,2016-01-02 17:30:00,1,20.50,-73.788139340000000,40.642066960000000,1,N,-73.996910100000000,40.691661830000000,2,60.50,1.00,0.50,0.00,0.00,0.30,62.30
11551,1,2016-01-02 16:29:00,2016-01-02 16:45:00,2,2.60,-73.794029240000000,40.656707760000000,1,Y,-73.794029240000000,40.656707760000000,1,13.00,1.00,0.50,2.00,0.00,0.30,16.80
11552,2,2016-01-02 16:29:00,2016-01-02 17:00:00,1,11.67,-73.789672850000000,40.643371580000000,1,N,-73.865211490000000,40.770561220000000,2,35.50,0.00,0.50,0.00,0.00,0.30,36.30
11553,2,2016-01-02 16:29:00,2016-01-02 17:12:00,1,16.84,-73.784980770000000,40.645996090000000,2,N,-73.977035520000000,40.752643590000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11554,2,2016-01-02 16:29:00,2016-01-02 17:12:00,1,17.66,-73.777511600000000,40.646671300000000,2,N,-73.984420780000000,40.733097080000000,1,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11555,1,2016-01-02 16:29:00,2016-01-02 18:50:00,1,18.40,-73.781875610000000,40.644496920000000,2,N,-73.999778750000000,40.739509580000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
11556,1,2016-01-02 16:29:00,2016-01-02 17:26:00,2,18.20,-73.782058720000000,40.644626620000000,2,N,-73.979026790000000,40.761684420000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11557,2,2016-01-02 16:29:00,2016-01-02 17:22:00,1,14.63,-73.790046690000000,40.643653870000000,1,N,-73.994949340000000,40.697116850000000,2,48.50,0.00,0.50,0.00,0.00,0.30,49.30
11558,1,2016-01-02 16:29:00,2016-01-02 17:30:00,1,17.80,-73.782165530000000,40.644584660000000,2,N,-73.984519960000000,40.763122560000000,1,52.00,0.00,0.50,10.00,0.00,0.30,62.80
11559,1,2016-01-02 16:30:00,2016-01-02 17:30:00,2,18.50,-73.790466310000000,40.643619540000000,2,N,-73.996093750000000,40.759025570000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
11560,1,2016-01-02 16:30:00,2016-01-02 16:30:00,1,15.90,-73.790496830000000,40.643993380000000,3,N,-73.790496830000000,40.643993380000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11561,1,2016-01-02 16:30:00,2016-01-02 17:17:00,1,18.40,-73.790748600000000,40.646099090000000,2,N,-73.981521610000000,40.724632260000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11562,2,2016-01-02 16:30:00,2016-01-02 17:16:00,2,15.23,-73.781852720000000,40.644855500000000,1,N,-73.941009520000000,40.712768550000000,1,46.00,0.00,0.50,9.36,0.00,0.30,56.16
11563,1,2016-01-02 16:30:00,2016-01-02 17:21:00,1,18.30,-73.807090760000000,40.654026030000000,2,N,-73.971008300000000,40.788139340000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11564,1,2016-01-02 16:30:00,2016-01-02 17:20:00,1,24.70,-73.782455440000000,40.644615170000000,1,N,-73.901565550000000,40.885471340000000,2,68.50,1.00,0.50,0.00,5.54,0.30,75.84
11565,2,2016-01-02 16:30:00,2016-01-02 17:03:00,3,6.72,-73.776718140000000,40.645351410000000,1,N,-73.829299930000000,40.709018710000000,1,25.50,0.00,0.50,2.00,0.00,0.30,28.30
11566,1,2016-01-02 16:30:00,2016-01-02 17:33:00,2,20.90,-73.776893620000000,40.645107270000000,2,N,-74.005821230000000,40.711101530000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11567,2,2016-01-02 16:30:00,2016-01-02 17:25:00,1,21.98,-73.781829830000000,40.644744870000000,2,N,-73.974746700000000,40.761703490000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11568,1,2016-01-02 16:30:00,2016-01-02 17:25:00,1,21.90,-73.782226560000000,40.644607540000000,2,N,-73.986335750000000,40.776847840000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11569,2,2016-01-02 16:30:00,2016-01-02 16:38:00,1,2.20,-73.789268490000000,40.667163850000000,1,N,-73.790168760000000,40.643600460000000,2,9.50,0.00,0.50,0.00,0.00,0.30,10.30
11570,2,2016-01-02 16:31:00,2016-01-02 17:19:00,1,19.88,-73.790031430000000,40.643688200000000,2,N,-73.964225770000000,40.803203580000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11571,2,2016-01-02 16:31:00,2016-01-02 17:18:00,2,19.85,-73.776718140000000,40.645431520000000,2,N,-73.955718990000000,40.782272340000000,1,52.00,0.00,0.50,17.50,5.54,0.30,75.84
11572,2,2016-01-02 16:31:00,2016-01-02 17:25:00,1,37.23,-73.790351870000000,40.644199370000000,3,N,-74.177352910000000,40.695228580000000,2,113.50,0.00,0.00,0.00,27.08,0.30,140.88
11573,2,2016-01-02 16:31:00,2016-01-02 17:06:00,2,17.04,-73.781135560000000,40.644985200000000,2,N,-73.979614260000000,40.748756410000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11574,1,2016-01-02 16:31:00,2016-01-02 17:09:00,1,11.50,-73.782035830000000,40.644721980000000,1,N,-73.926017760000000,40.701045990000000,1,37.50,0.00,0.50,5.00,0.00,0.30,43.30
11575,1,2016-01-02 16:31:00,2016-01-02 17:22:00,2,19.50,-73.790283200000000,40.646743770000000,2,N,-73.959426880000000,40.767490390000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11576,2,2016-01-02 16:31:00,2016-01-02 17:15:00,1,9.05,-73.776756290000000,40.645347600000000,1,N,-73.861503600000000,40.727203370000000,1,34.50,0.00,0.50,7.06,0.00,0.30,42.36
11577,2,2016-01-02 16:31:00,2016-01-02 17:23:00,3,18.01,-73.782112120000000,40.644691470000000,2,N,-73.984199520000000,40.724781040000000,2,52.00,0.00,0.50,0.00,0.00,0.30,52.80
11578,2,2016-01-02 16:31:00,2016-01-02 17:14:00,1,17.44,-73.781883240000000,40.644729610000000,2,N,-73.987480160000000,40.753440860000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11579,2,2016-01-02 16:31:00,2016-01-02 17:24:00,2,18.25,-73.790481570000000,40.643936160000000,2,N,-73.984298710000000,40.757808690000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11580,1,2016-01-02 16:32:00,2016-01-02 17:21:00,1,17.50,-73.776611330000000,40.645679470000000,2,N,-73.976928710000000,40.745071410000000,1,52.00,0.00,0.50,11.66,5.54,0.30,70.00
11581,1,2016-01-02 16:32:00,2016-01-02 17:14:00,1,12.80,-73.782165530000000,40.644599910000000,1,N,-73.972946170000000,40.676143650000000,1,41.00,0.00,0.50,8.35,0.00,0.30,50.15
11582,1,2016-01-02 16:32:00,2016-01-02 17:14:00,1,11.80,-73.789985660000000,40.646873470000000,1,Y,-73.944351200000000,40.694374080000000,2,38.50,0.00,0.50,0.00,0.00,0.30,39.30
11583,2,2016-01-02 16:32:00,2016-01-02 17:00:00,1,7.66,-73.790298460000000,40.644081120000000,1,N,-73.838623050000000,40.717220310000000,2,26.50,0.00,0.50,0.00,0.00,0.30,27.30
11584,2,2016-01-02 16:32:00,2016-01-02 17:33:00,3,18.20,-73.781158450000000,40.646640780000000,2,N,-73.986228940000000,40.760753630000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11585,2,2016-01-02 16:32:00,2016-01-02 17:16:00,1,17.31,-73.790374760000000,40.646556850000000,2,N,-73.971595760000000,40.761947630000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
11586,2,2016-01-02 16:32:00,2016-01-02 17:24:00,1,15.74,-73.790100100000000,40.665229800000000,2,N,-73.979919430000000,40.765220640000000,2,52.00,0.00,0.50,0.00,0.00,0.30,52.80
11587,1,2016-01-02 16:32:00,2016-01-02 17:08:00,1,11.40,-73.782302860000000,40.644660950000000,1,N,-73.883262630000000,40.724475860000000,1,36.00,0.00,0.50,9.20,0.00,0.30,46.00
11588,2,2016-01-02 16:32:00,2016-01-02 17:12:00,1,12.60,-73.790115360000000,40.643768310000000,1,N,-73.872337340000000,40.774520870000000,1,39.50,0.00,0.50,5.00,0.00,0.30,45.30
11589,2,2016-01-02 16:32:00,2016-01-02 17:03:00,1,9.36,-73.789321900000000,40.646850590000000,1,N,-73.909072880000000,40.690841670000000,1,30.50,0.00,0.50,6.26,0.00,0.30,37.56
11590,1,2016-01-02 16:33:00,2016-01-02 17:36:00,2,21.80,-73.790176390000000,40.643417360000000,2,N,-73.983062740000000,40.762813570000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11591,1,2016-01-02 16:33:00,2016-01-02 17:20:00,2,13.90,-73.781806950000000,40.644741060000000,1,N,-73.975860600000000,40.665950780000000,1,44.50,1.00,0.50,5.00,0.00,0.30,51.30
11592,2,2016-01-02 16:33:00,2016-01-02 17:20:00,2,19.56,-73.789276120000000,40.643093110000000,2,N,-73.948089600000000,40.774532320000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
11593,1,2016-01-02 16:33:00,2016-01-02 16:47:00,1,5.50,-73.776771550000000,40.645263670000000,1,N,-73.729301450000000,40.663375850000000,2,18.00,1.00,0.50,0.00,0.00,0.30,19.80
11594,2,2016-01-02 16:33:00,2016-01-02 17:31:00,1,17.51,-73.776847840000000,40.645629880000000,2,N,-73.961990360000000,40.755779270000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11595,1,2016-01-02 16:33:00,2016-01-02 17:32:00,2,17.80,-73.790168760000000,40.641872410000000,2,N,-73.993721010000000,40.751300810000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11596,2,2016-01-02 16:34:00,2016-01-02 17:09:00,2,8.10,-73.776725770000000,40.645427700000000,1,N,-73.849296570000000,40.722438810000000,2,29.50,0.00,0.50,0.00,0.00,0.30,30.30
11597,2,2016-01-02 16:34:00,2016-01-02 17:10:00,1,11.27,-73.789810180000000,40.646732330000000,1,N,-73.950729370000000,40.671726230000000,1,36.00,0.00,0.50,7.36,0.00,0.30,44.16
11598,1,2016-01-02 16:34:00,2016-01-02 17:35:00,1,19.20,-73.790138240000000,40.643993380000000,1,N,-73.982841490000000,40.693496700000000,1,58.50,0.00,0.50,6.00,0.00,0.30,65.30
11599,1,2016-01-02 16:34:00,2016-01-02 17:47:00,1,21.50,-73.790710450000000,40.643707280000000,2,N,-74.017860410000000,40.708095550000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11600,2,2016-01-02 16:34:00,2016-01-02 17:47:00,2,18.88,-73.781990050000000,40.644771580000000,2,N,-73.989387510000000,40.758869170000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11601,2,2016-01-02 16:34:00,2016-01-02 17:09:00,1,12.02,-73.776702880000000,40.645378110000000,1,N,-73.897811890000000,40.728958130000000,1,36.50,0.00,0.50,0.00,0.00,0.30,37.30
11602,1,2016-01-02 16:34:00,2016-01-02 17:17:00,2,16.30,-73.791862490000000,40.660408020000000,2,N,-73.973129270000000,40.738517760000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
11603,2,2016-01-02 16:35:00,2016-01-02 17:33:00,1,19.15,-73.783592220000000,40.648670200000000,2,N,-74.003967290000000,40.742130280000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11604,2,2016-01-02 16:35:00,2016-01-02 17:24:00,1,18.01,-73.783470150000000,40.648647310000000,2,N,-73.993347170000000,40.720237730000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11605,2,2016-01-02 16:35:00,2016-01-02 17:13:00,1,12.99,-73.782173160000000,40.644580840000000,1,N,-73.885238650000000,40.772510530000000,1,40.00,0.00,0.50,8.16,0.00,0.30,48.96
11606,2,2016-01-02 16:35:00,2016-01-02 17:20:00,1,13.44,-73.788558960000000,40.642192840000000,1,N,-73.977668760000000,40.666778560000000,1,43.50,0.00,0.50,8.86,0.00,0.30,53.16
11607,2,2016-01-02 16:35:00,2016-01-02 17:24:00,2,18.60,-73.789909360000000,40.646625520000000,2,N,-73.978263850000000,40.724960330000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
11608,1,2016-01-02 16:35:00,2016-01-02 17:14:00,2,22.50,-73.782394410000000,40.644714360000000,1,N,-74.020881650000000,40.633907320000000,2,60.50,0.00,0.50,0.00,0.00,0.30,61.30
11609,1,2016-01-02 16:35:00,2016-01-02 17:06:00,1,19.20,-73.791061400000000,40.646591190000000,4,N,-73.676856990000000,40.798393250000000,1,81.50,1.00,0.50,16.65,0.00,0.30,99.95
11610,2,2016-01-02 16:36:00,2016-01-02 17:13:00,1,14.11,-73.776733400000000,40.645431520000000,1,N,-73.912185670000000,40.761920930000000,1,42.50,0.00,0.50,8.66,0.00,0.30,51.96
11611,2,2016-01-02 16:36:00,2016-01-02 17:38:00,1,19.40,-73.781959530000000,40.644748690000000,2,N,-73.989845280000000,40.767246250000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11612,2,2016-01-02 16:36:00,2016-01-02 17:32:00,1,17.59,-73.790374760000000,40.643901820000000,2,N,-73.991271970000000,40.754581450000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11613,2,2016-01-02 16:36:00,2016-01-02 17:19:00,3,12.59,-73.789749150000000,40.646755220000000,1,N,-73.975242610000000,40.670444490000000,1,40.00,0.00,0.50,8.16,0.00,0.30,48.96
11614,2,2016-01-02 16:36:00,2016-01-02 17:09:00,1,21.34,-73.790443420000000,40.643638610000000,1,N,-73.862014770000000,40.768573760000000,2,56.50,0.00,0.50,0.00,0.00,0.30,57.30
11615,1,2016-01-02 16:36:00,2016-01-02 17:23:00,1,20.00,-73.783493040000000,40.648620610000000,2,N,-73.970588680000000,40.784919740000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
11616,2,2016-01-02 16:37:00,2016-01-02 17:15:00,1,11.18,-73.789749150000000,40.646850590000000,1,N,-73.952941890000000,40.673011780000000,1,36.50,0.00,0.50,7.46,0.00,0.30,44.76
11617,1,2016-01-02 16:37:00,2016-01-02 17:24:00,1,9.20,-73.776893620000000,40.645263670000000,1,N,-73.857131960000000,40.725563050000000,2,34.50,1.00,0.50,0.00,0.00,0.30,36.30
11618,1,2016-01-02 16:37:00,2016-01-02 17:25:00,2,12.20,-73.790061950000000,40.643451690000000,1,N,-73.892326350000000,40.735088350000000,1,41.50,0.00,0.50,10.55,0.00,0.30,52.85
11619,1,2016-01-02 16:37:00,2016-01-02 17:21:00,2,12.40,-73.776710510000000,40.645256040000000,1,N,-73.971122740000000,40.684192660000000,1,40.00,0.00,0.50,0.00,0.00,0.30,40.80
11620,1,2016-01-02 16:37:00,2016-01-02 17:17:00,1,12.00,-73.776687620000000,40.645427700000000,1,N,-73.953674320000000,40.690502170000000,1,38.50,0.00,0.50,7.85,0.00,0.30,47.15
11621,1,2016-01-02 16:38:00,2016-01-02 17:26:00,1,18.00,-73.789207460000000,40.647247310000000,2,N,-73.981224060000000,40.728981020000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
11622,1,2016-01-02 16:38:00,2016-01-02 17:23:00,4,19.50,-73.790626530000000,40.644001010000000,2,N,-73.957008360000000,40.774742130000000,1,52.00,0.00,0.50,7.00,5.54,0.30,65.34
11623,2,2016-01-02 16:38:00,2016-01-02 17:13:00,1,12.42,-73.790229800000000,40.643688200000000,1,N,-73.864471440000000,40.769878390000000,2,37.00,0.00,0.50,0.00,0.00,0.30,37.80
11624,2,2016-01-02 16:38:00,2016-01-02 17:30:00,1,17.44,-73.790573120000000,40.643939970000000,2,N,-73.959762570000000,40.760101320000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11625,2,2016-01-02 16:38:00,2016-01-02 17:25:00,2,18.14,-73.788658140000000,40.641891480000000,2,N,-73.992652890000000,40.737468720000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11626,2,2016-01-02 16:38:00,2016-01-02 17:40:00,2,21.68,-73.782188420000000,40.644763950000000,2,N,-73.981399540000000,40.777694700000000,1,52.00,0.00,0.50,5.00,5.54,0.30,63.34
11627,1,2016-01-02 16:38:00,2016-01-02 17:36:00,3,20.10,-73.789962770000000,40.646755220000000,2,N,-73.964752200000000,40.759399410000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11628,2,2016-01-02 16:38:00,2016-01-02 17:16:00,2,11.34,-73.782272340000000,40.644630430000000,1,N,-73.861648560000000,40.768318180000000,1,36.50,0.00,0.50,7.46,0.00,0.30,44.76
11629,2,2016-01-02 16:38:00,2016-01-02 17:28:00,1,15.62,-73.789520260000000,40.646793370000000,1,N,-73.956535340000000,40.713249210000000,2,48.00,0.00,0.50,0.00,0.00,0.30,48.80
11630,2,2016-01-02 16:38:00,2016-01-02 17:29:00,1,15.46,-73.782302860000000,40.644626620000000,1,N,-73.956840520000000,40.744750980000000,1,48.50,0.00,0.50,9.86,0.00,0.30,59.16
11631,1,2016-01-02 16:38:00,2016-01-02 17:19:00,1,12.50,-73.790008540000000,40.643890380000000,1,N,-73.873245240000000,40.774387360000000,1,40.00,0.00,0.50,0.10,0.00,0.30,40.90
11632,2,2016-01-02 16:38:00,2016-01-02 17:29:00,1,16.50,-73.782508850000000,40.644649510000000,1,N,-73.940559390000000,40.685188290000000,2,50.50,0.00,0.50,0.00,0.00,0.30,51.30
11633,1,2016-01-02 16:39:00,2016-01-02 17:31:00,4,20.60,-73.781936650000000,40.644599910000000,2,N,-73.962257390000000,40.775470730000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11634,2,2016-01-02 16:39:00,2016-01-02 16:59:00,1,10.18,-73.782524110000000,40.644638060000000,1,N,-73.713775630000000,40.735942840000000,1,29.00,0.00,0.50,5.96,0.00,0.30,35.76
11635,1,2016-01-02 16:39:00,2016-01-02 17:41:00,4,20.70,-73.790420530000000,40.643844600000000,2,N,-73.972526550000000,40.793521880000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11636,1,2016-01-02 16:39:00,2016-01-02 17:44:00,2,20.50,-73.790451050000000,40.643573760000000,2,N,-73.995849610000000,40.758983610000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11637,2,2016-01-02 16:39:00,2016-01-02 17:33:00,1,17.82,-73.781707760000000,40.644809720000000,2,N,-73.981163020000000,40.764801030000000,1,52.00,0.00,0.50,6.00,0.00,0.30,58.80
11638,2,2016-01-02 16:39:00,2016-01-02 17:25:00,1,26.00,-73.782608030000000,40.644531250000000,1,N,-73.986480710000000,40.672901150000000,1,69.50,0.00,0.50,14.06,0.00,0.30,84.36
11639,1,2016-01-02 16:40:00,2016-01-02 17:35:00,2,21.70,-73.790382390000000,40.644012450000000,2,N,-73.983795170000000,40.775505070000000,1,52.00,0.00,0.50,11.66,5.54,0.30,70.00
11640,2,2016-01-02 16:40:00,2016-01-02 17:28:00,1,18.03,-73.782569890000000,40.644622800000000,2,N,-73.986549380000000,40.732063290000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11641,2,2016-01-02 16:40:00,2016-01-02 17:37:00,1,21.50,-73.781913760000000,40.644767760000000,2,N,-73.975593570000000,40.784587860000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
11642,2,2016-01-02 16:40:00,2016-01-02 17:29:00,1,19.61,-73.782257080000000,40.644691470000000,2,N,-73.965133670000000,40.795269010000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11643,2,2016-01-02 16:40:00,2016-01-02 16:41:00,2,0.01,-73.790176390000000,40.643760680000000,1,N,-73.789947510000000,40.643608090000000,2,2.50,0.00,0.50,0.00,0.00,0.30,3.30
11644,1,2016-01-02 16:40:00,2016-01-02 17:22:00,4,19.80,-73.790267940000000,40.644237520000000,2,N,-73.954925540000000,40.776653290000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11645,1,2016-01-02 16:41:00,2016-01-02 17:28:00,1,15.10,-73.776679990000000,40.645389560000000,1,N,-73.910667420000000,40.743961330000000,2,46.50,0.00,0.50,0.00,0.00,0.30,47.30
11646,1,2016-01-02 16:41:00,2016-01-02 17:31:00,4,20.00,-73.782127380000000,40.644645690000000,2,N,-73.956291200000000,40.780986790000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11647,2,2016-01-02 16:41:00,2016-01-02 17:25:00,1,26.55,-73.782096860000000,40.644775390000000,1,N,-74.000312810000000,40.685897830000000,1,70.00,0.00,0.50,14.16,0.00,0.30,84.96
11648,1,2016-01-02 16:41:00,2016-01-02 17:29:00,1,19.20,-73.788833620000000,40.642086030000000,2,N,-73.952346800000000,40.777286530000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11649,2,2016-01-02 16:41:00,2016-01-02 17:35:00,1,17.73,-73.789718630000000,40.643421170000000,2,N,-73.986793520000000,40.745300290000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11650,2,2016-01-02 16:41:00,2016-01-02 17:35:00,2,18.81,-73.782310490000000,40.644756320000000,2,N,-73.984924320000000,40.768760680000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11651,2,2016-01-02 16:41:00,2016-01-02 17:29:00,2,21.09,-73.782096860000000,40.644908910000000,1,N,-73.991020200000000,40.662635800000000,1,59.00,0.00,0.50,5.00,0.00,0.30,64.80
11652,2,2016-01-02 16:41:00,2016-01-02 17:38:00,2,17.01,-73.782852170000000,40.644538880000000,2,N,-73.962806700000000,40.757148740000000,1,52.00,0.00,0.50,10.00,0.00,0.30,62.80
11653,2,2016-01-02 16:41:00,2016-01-02 17:28:00,2,13.80,-73.782714840000000,40.644672390000000,1,N,-73.908271790000000,40.761348720000000,1,44.50,0.00,0.50,9.06,0.00,0.30,54.36
11654,2,2016-01-02 16:41:00,2016-01-02 17:39:00,2,22.51,-73.782547000000000,40.644649510000000,2,N,-74.013542180000000,40.709629060000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11655,2,2016-01-02 16:41:00,2016-01-02 17:51:00,1,21.34,-73.782196040000000,40.644733430000000,2,N,-74.008003230000000,40.708335880000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
11656,1,2016-01-02 16:42:00,2016-01-02 17:23:00,1,17.40,-73.782531740000000,40.644493100000000,2,N,-73.981445310000000,40.739799500000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11657,1,2016-01-02 16:42:00,2016-01-02 17:20:00,1,19.40,-73.784629820000000,40.648590090000000,2,N,-73.952476500000000,40.768878940000000,1,52.00,0.00,0.50,2.92,5.54,0.30,61.26
11658,2,2016-01-02 16:42:00,2016-01-02 17:33:00,1,17.36,-73.782897950000000,40.644416810000000,2,N,-73.955642700000000,40.773624420000000,1,52.00,0.00,0.50,0.00,0.00,0.30,52.80
11659,2,2016-01-02 16:42:00,2016-01-02 16:44:00,2,0.59,-73.792312620000000,40.644741060000000,2,N,-73.782943730000000,40.643959050000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
11660,2,2016-01-02 16:42:00,2016-01-02 17:27:00,1,17.50,-73.790443420000000,40.643871310000000,2,N,-73.972290040000000,40.750495910000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11661,2,2016-01-02 16:42:00,2016-01-02 17:34:00,1,21.44,-73.782653810000000,40.644489290000000,2,N,-74.008621220000000,40.715351100000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
11662,1,2016-01-02 16:42:00,2016-01-02 17:31:00,1,18.30,-73.783630370000000,40.648532870000000,2,N,-73.969932560000000,40.762367250000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
11663,2,2016-01-02 16:42:00,2016-01-02 17:31:00,1,18.31,-73.789848330000000,40.643348690000000,2,N,-73.973869320000000,40.764366150000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
11664,1,2016-01-02 16:42:00,2016-01-02 17:33:00,1,17.20,-73.790054320000000,40.646930690000000,2,N,-73.993217470000000,40.743015290000000,1,52.00,0.00,0.50,1.00,5.54,0.30,59.34
