source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.93768311, 40.71382141)", ,12.12000,19.330, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83377075, 40.71621704)', '(-73.84710693, 40.72473145)']"
"(-73.785924, 40.645134)","(-73.93769836, 40.61766052)", ,13.38000,18.360, , ,,,"(-73.93769836, 40.61766052):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.93769836, 40.68849945)","(-73.87302399, 40.65737915)",10.86000,18.700,7.65000,11.490,17.00000,16.680,Matched
"(-73.785924, 40.645134)","(-73.9377594, 40.85211563)","(-73.74253082, 40.69893646)",21.19000,29.510,6.02000,9.600,20.77500,27.040,Matched
"(-73.785924, 40.645134)","(-73.93776703, 40.69891357)", ,10.87000,17.030, , ,,,"(-73.93776703, 40.69891357):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93778992, 40.81288147)", ,18.13000,26.040, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83631134, 40.87685013)', '(-73.85648346, 40.72540665)', '(-73.89582062, 40.69828796)', '(-73.78414154, 40.64353943)', '(-73.91755676, 40.7675705)', '(-73.86679077, 40.84727859)', '(-73.88323212, 40.75370789)']"
"(-73.785924, 40.645134)","(-73.9378891, 40.59011459)", ,13.57000,17.900, , ,,,"(-73.9378891, 40.59011459):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93789673, 40.67903137)", ,10.43000,16.450, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79456329, 40.70926666)', '(-73.81604767, 40.68881989)', '(-73.82396698, 40.71572876)']"
"(-73.785924, 40.645134)","(-73.93790436, 40.82450104)", ,19.37000,28.380, , ,,,"(-73.93790436, 40.82450104):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.93791962, 40.79687881)","(-73.92428589, 40.7990303)",17.71000,25.330,17.07000,24.840,29.73500,27.150,Matched
"(-73.785924, 40.645134)","(-73.93797302, 40.72632599)", ,13.37000,21.770, , ,,,"(-73.93797302, 40.72632599):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.93798828, 40.85153961)","(-73.87830353, 40.64670181)",21.15000,29.090,7.56000,10.550,22.10500,32.360,Matched
"(-73.785924, 40.645134)","(-73.93802643, 40.57959366)", ,15.51000,21.810, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79588318, 40.66761398)', '(-73.79601288, 40.66767502)']"
"(-73.785924, 40.645134)","(-73.93802643, 40.69440842)", ,10.76000,16.920, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81783295, 40.70753479)', '(-73.81743622, 40.70711136)']"
"(-73.785924, 40.645134)","(-73.93809509, 40.85142517)", ,21.15000,29.070, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78987122, 40.64705658)', '(-73.80556488, 40.65129852)', '(-73.78407288, 40.66562271)']"
"(-73.785924, 40.645134)","(-73.93810272, 40.75320053)", ,15.98000,22.620, , ,,,"(-73.93810272, 40.75320053):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93812561, 40.85445023)", ,21.53000,30.270, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83631134, 40.87685013)', '(-73.85648346, 40.72540665)', '(-73.89582062, 40.69828796)', '(-73.78414154, 40.64353943)', '(-73.91755676, 40.7675705)', '(-73.86679077, 40.84727859)', '(-73.88323212, 40.75370789)']"
"(-73.785924, 40.645134)","(-73.9381485, 40.6884079)","(-73.8537674, 40.75468063)",10.83000,18.610,10.64000,14.660,19.94500,22.620,Matched
"(-73.785924, 40.645134)","(-73.9381485, 40.79104614)","(-73.87828827, 40.6449852)",18.49000,26.860,7.39000,10.130,20.82000,26.290,Matched
"(-73.785924, 40.645134)","(-73.93816376, 40.66389847)","(-73.82616425, 40.68998718)",10.54000,16.120,5.13000,9.540,13.19000,16.200,Matched
"(-73.785924, 40.645134)","(-73.93816376, 40.74528885)","(-73.8237381, 40.70389175)",15.33000,21.430,6.30000,8.890,17.01500,16.220,Matched
"(-73.785924, 40.645134)","(-73.93817139, 40.72349167)", ,12.87000,20.750, , ,,,"(-73.93817139, 40.72349167):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93820953, 40.68465042)", ,10.91000,17.980, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82659912, 40.72257996)']"
"(-73.785924, 40.645134)","(-73.93824768, 40.8174324)", ,18.57000,27.140, , ,,,"(-73.93824768, 40.8174324):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.93830109, 40.63518143)", ,11.36000,19.190, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.84812927, 40.65797043)', '(-73.83975983, 40.6667366)']"
"(-73.785924, 40.645134)","(-73.93833923, 40.70621109)", ,11.26000,17.690, , ,,,"(-73.93833923, 40.70621109):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93836975, 40.81555557)","(-73.82820892, 40.6865921)",18.40000,26.900,5.10000,9.600,18.55000,24.290,Matched
"(-73.785924, 40.645134)","(-73.93841553, 40.62044144)","(-73.92172241, 40.58966064)",11.64000,17.560,14.16000,19.570,20.42000,20.320,Matched
"(-73.785924, 40.645134)","(-73.93841553, 40.79979706)", ,17.67000,25.500, , ,,,"(-73.93841553, 40.79979706): D2: (-73.70680237, 40.94975281)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.93843842, 40.7146492)", ,11.99000,18.890, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78183746, 40.64468384)', '(-73.76193237, 40.70581055)', '(-73.89012146, 40.74988937)', '(-73.90519714, 40.75957108)', '(-73.86169434, 40.76834869)']"
"(-73.785924, 40.645134)","(-73.9384613, 40.8461113)", ,21.29000,29.480, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.93846893, 40.67946243)", ,10.37000,16.120, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80004883, 40.6786232)']"
"(-73.785924, 40.645134)","(-73.93847656, 40.65485001)", ,10.41000,16.130, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80912781, 40.64936829)']"
"(-73.785924, 40.645134)","(-73.93847656, 40.67948151)", ,10.37000,16.110, , ,,,"(-73.93847656, 40.67948151):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93847656, 40.81185532)", ,18.19000,26.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80971527, 40.69453049)', '(-73.78993988, 40.64690018)', '(-73.9071579, 40.75847626)', '(-73.84094238, 40.78128052)', '(-73.83670044, 40.70581818)']"
"(-73.785924, 40.645134)","(-73.93851471, 40.85021973)","(-73.79391479, 40.65634918)",21.16000,29.160,1.71000,5.460,16.29000,24.940,Matched
"(-73.785924, 40.645134)","(-73.93852234, 40.60287857)", ,13.39000,18.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81424713, 40.68709183)']"
"(-73.785924, 40.645134)","(-73.93852234, 40.81269836)", ,18.18000,26.360, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79401398, 40.66719818)', '(-73.78495789, 40.66624832)', '(-73.89537048, 40.67367554)']"
"(-73.785924, 40.645134)","(-73.9385376, 40.58402634)", ,13.50000,17.390, , ,,,"(-73.9385376, 40.58402634):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9385376, 40.66235352)","(-73.92015839, 40.68386078)",10.59000,16.430,9.58000,15.310,17.79500,17.720,Matched
"(-73.785924, 40.645134)","(-73.93856049, 40.5840416)", ,13.50000,17.390, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79843903, 40.66735458)', '(-73.80592346, 40.66491318)']"
"(-73.785924, 40.645134)","(-73.93857574, 40.85507965)","(-73.92786407, 40.85706711)",21.67000,30.040,21.46000,30.010,36.48000,31.080,Matched
"(-73.785924, 40.645134)","(-73.93858337, 40.81262589)", ,18.18000,26.400, , ,,,"(-73.93858337, 40.81262589):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.93864441, 40.79143524)","(-73.87039948, 40.7734375)",18.47000,26.530,12.34000,17.550,25.60500,24.050,Matched
"(-73.785924, 40.645134)","(-73.9386673, 40.80746841)", ,17.85000,25.570, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8715744, 40.83748245)', '(-73.82087708, 40.68159866)', '(-73.71464539, 40.7493782)', '(-73.85144806, 40.72127151)', '(-73.92636871, 40.77514648)', '(-73.7662735, 40.69471741)']"
"(-73.785924, 40.645134)","(-73.93868256, 40.85243988)","(-73.90026855, 40.72082901)",21.41000,30.050,11.12000,18.200,26.14500,31.930,Matched
"(-73.785924, 40.645134)","(-73.9387207, 40.82765961)", ,19.59000,27.710, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.68244934, 40.73498535)', '(-73.78891754, 40.64305115)', '(-73.82274628, 40.68207932)', '(-73.75619507, 40.69025421)', '(-73.85245514, 40.71651077)', '(-73.84436035, 40.77154922)']"
"(-73.785924, 40.645134)","(-73.9387207, 40.84980011)", ,21.19000,29.250, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74565125, 40.72847366)', '(-73.79187775, 40.72042084)', '(-73.82198334, 40.66131592)']"
"(-73.785924, 40.645134)","(-73.93874359, 40.67551041)", ,10.38000,16.950, , ,,,"(-73.93874359, 40.67551041):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93874359, 40.72621918)", ,13.00000,21.270, , ,,,"(-73.93874359, 40.72621918):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.93875885, 40.80500031)", ,17.56000,24.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78977203, 40.64289093)']"
"(-73.785924, 40.645134)","(-73.93876648, 40.66741943)","(-73.849823, 40.72677612)",10.54000,17.330,8.49000,13.070,17.15500,21.240,Matched
"(-73.785924, 40.645134)","(-73.93877411, 40.70993042)","(-73.93208313, 40.69837189)",11.69000,19.090,10.75000,17.290,20.29500,18.730,Matched
"(-73.785924, 40.645134)","(-73.93878174, 40.80255508)","(-73.8895874, 40.73330307)",17.62000,25.100,12.15000,18.600,24.70000,25.560,Matched
"(-73.785924, 40.645134)","(-73.93878174, 40.84218216)", ,21.59000,30.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78138733, 40.77819061)', '(-73.73290253, 40.61605453)', '(-73.83365631, 40.67279434)', '(-73.87322235, 40.77439117)', '(-73.80004883, 40.6786232)']"
"(-73.785924, 40.645134)","(-73.93884277, 40.8291893)","(-73.86206055, 40.76861572)",19.59000,27.860,11.67000,15.890,25.60000,24.650,Matched
"(-73.785924, 40.645134)","(-73.93890381, 40.84624481)","(-73.81892395, 40.76141739)",21.31000,29.600,10.95000,16.160,25.75000,27.950,Matched
"(-73.785924, 40.645134)","(-73.9389267, 40.84474182)","(-73.87100983, 40.77422333)",21.39000,29.780,12.41000,17.790,27.30000,27.510,Matched
"(-73.785924, 40.645134)","(-73.93895721, 40.71614838)", ,12.01000,19.280, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8418808, 40.72758484)']"
"(-73.785924, 40.645134)","(-73.93897247, 40.63277435)", ,11.14000,18.780, , ,,,"(-73.93897247, 40.63277435):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93901825, 40.80009079)","(-73.91098785, 40.7700119)",17.71000,25.680,13.94000,19.180,26.78000,23.670,Matched
"(-73.785924, 40.645134)","(-73.93904877, 40.6247139)","(-73.90660858, 40.61165237)",11.78000,17.780,13.31000,19.810,20.67000,20.260,Matched
"(-73.785924, 40.645134)","(-73.93904877, 40.70991898)", ,11.70000,19.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77750397, 40.72637177)', '(-73.8092041, 40.68961334)', '(-73.80345917, 40.6591301)']"
"(-73.785924, 40.645134)","(-73.93907928, 40.80012131)","(-73.82007599, 40.78107834)",17.71000,25.690,12.19000,17.090,25.03500,27.290,Matched
"(-73.785924, 40.645134)","(-73.93909454, 40.64215088)", ,11.06000,18.550, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78305817, 40.6798172)']"
"(-73.785924, 40.645134)","(-73.9391098, 40.67108917)","(-73.9201889, 40.63793945)",10.58000,17.100,10.04000,15.920,18.59000,18.860,Matched
"(-73.785924, 40.645134)","(-73.93911743, 40.68234253)", ,10.69000,17.110, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79608154, 40.66774368)']"
"(-73.785924, 40.645134)","(-73.93914032, 40.69996643)", ,10.99000,17.250, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85736847, 40.73164368)', '(-73.85664368, 40.71295929)', '(-73.78884125, 40.7077713)']"
"(-73.785924, 40.645134)","(-73.93914795, 40.8511467)","(-73.84243774, 40.72135544)",21.16000,29.050,8.12000,12.190,22.64500,26.010,Matched
"(-73.785924, 40.645134)","(-73.93917084, 40.84262848)","(-73.89513397, 40.7507782)",21.43000,29.950,14.53000,18.820,29.50500,27.910,Matched
"(-73.785924, 40.645134)","(-73.93921661, 40.69917679)","(-73.92784882, 40.69559479)",10.91000,16.990,10.22000,15.810,18.71500,16.520,Matched
"(-73.785924, 40.645134)","(-73.93927002, 40.85390854)","(-73.86221313, 40.71724701)",21.58000,29.700,8.69000,13.190,23.54000,25.940,Matched
"(-73.785924, 40.645134)","(-73.93932343, 40.79354095)", ,18.67000,27.250, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.75421143, 40.71378708)', '(-73.86486053, 40.74235535)', '(-73.92976379, 40.76095581)', '(-73.72661591, 40.65211105)']"
"(-73.785924, 40.645134)","(-73.93933868, 40.68754578)", ,10.70000,18.230, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7501297, 40.6807785)', '(-73.78565979, 40.64326859)']"
"(-73.785924, 40.645134)","(-73.93937683, 40.70095444)","(-73.87303162, 40.71377182)",11.03000,17.370,9.01000,13.830,17.69500,17.980,Matched
"(-73.785924, 40.645134)","(-73.93939209, 40.67129898)", ,10.68000,17.290, , ,,,"(-73.93939209, 40.67129898):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93939209, 40.84807968)","(-73.92141724, 40.77290726)",21.26000,29.490,14.49000,19.600,29.23500,26.610,Matched
"(-73.785924, 40.645134)","(-73.93939972, 40.67002487)", ,10.65000,17.480, , ,,,"(-73.93939972, 40.67002487):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93940735, 40.6745491)","(-73.91345978, 40.68633652)",10.84000,18.200,9.39000,14.360,18.49000,17.110,Matched
"(-73.785924, 40.645134)","(-73.93940735, 40.71402359)","(-73.93056488, 40.69297791)",11.85000,19.030,10.44000,16.220,19.95500,18.060,Matched
"(-73.785924, 40.645134)","(-73.93946075, 40.70080566)", ,11.04000,17.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.90516663, 40.63943481)', '(-73.84797668, 40.71529388)', '(-73.79843903, 40.66726685)', '(-73.76626587, 40.68563843)', '(-73.79429626, 40.65651703)']"
"(-73.785924, 40.645134)","(-73.93946075, 40.75735855)", ,15.93000,22.210, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88909912, 40.66707611)', '(-73.92051697, 40.75974274)']"
"(-73.785924, 40.645134)","(-73.93946838, 40.61571884)", ,13.50000,18.780, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83670044, 40.70581818)']"
"(-73.785924, 40.645134)","(-73.93948364, 40.68223953)", ,10.67000,17.030, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.8655014, 40.68207169)', '(-73.84264374, 40.69213867)']"
"(-73.785924, 40.645134)","(-73.93948364, 40.75179291)","(-73.92397308, 40.76664352)",16.10000,22.920,14.95000,20.670,26.41000,22.650,Matched
"(-73.785924, 40.645134)","(-73.9394989, 40.66228485)", ,10.65000,16.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83141327, 40.71300888)']"
"(-73.785924, 40.645134)","(-73.93950653, 40.74563599)", ,15.40000,21.570, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7455368, 40.6920433)', '(-73.872612, 40.76902008)']"
"(-73.785924, 40.645134)","(-73.93953705, 40.66843033)", ,10.52000,16.880, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79383087, 40.65634155)']"
"(-73.785924, 40.645134)","(-73.93954468, 40.72421265)","(-73.80605316, 40.71461105)",12.93000,20.840,7.37000,10.990,17.79000,19.110,Matched
"(-73.785924, 40.645134)","(-73.93954468, 40.75179291)","(-73.90737152, 40.77371597)",16.10000,22.930,13.80000,18.940,25.26500,22.170,Matched
"(-73.785924, 40.645134)","(-73.93955231, 40.69870377)", ,10.92000,17.140, , ,,,"(-73.93955231, 40.69870377):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9395752, 40.72457123)", ,12.95000,20.930, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85675812, 40.71683502)', '(-73.73189545, 40.68349838)']"
"(-73.785924, 40.645134)","(-73.9395752, 40.75169754)","(-73.80596161, 40.66568375)",16.11000,22.940,3.51000,6.150,14.98000,18.130,Matched
"(-73.785924, 40.645134)","(-73.93959045, 40.68227386)","(-73.90252686, 40.70326614)",10.66000,17.010,10.52000,16.390,19.02500,19.580,Matched
"(-73.785924, 40.645134)","(-73.93959045, 40.75167847)", ,16.11000,22.940, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86965179, 40.65504456)', '(-73.92220306, 40.74464417)']"
"(-73.785924, 40.645134)","(-73.93959808, 40.75173187)", ,16.11000,22.930, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80113983, 40.64646149)']"
"(-73.785924, 40.645134)","(-73.93960571, 40.71301651)", ,11.82000,18.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83181763, 40.70597076)']"
"(-73.785924, 40.645134)","(-73.93961334, 40.75172806)","(-73.87759399, 40.71471024)",16.11000,22.940,9.33000,14.910,20.80000,20.080,Matched
"(-73.785924, 40.645134)","(-73.93961334, 40.79460907)", ,17.89000,25.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.70195007, 40.73087692)', '(-73.76353455, 40.68409348)', '(-73.91105652, 40.75922012)']"
"(-73.785924, 40.645134)","(-73.93962097, 40.70848846)", ,11.46000,18.410, , ,,,"(-73.93962097, 40.70848846):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93962097, 40.75162888)","(-73.78451538, 40.66623688)",16.11000,22.950,4.25000,6.660,15.72500,19.360,Matched
"(-73.785924, 40.645134)","(-73.93962097, 40.78852844)","(-73.92418671, 40.76136017)",18.33000,26.250,15.00000,20.490,28.12500,25.330,Matched
"(-73.785924, 40.645134)","(-73.93964386, 40.62118149)", ,11.80000,18.180, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.86646271, 40.67977524)']"
"(-73.785924, 40.645134)","(-73.93965149, 40.84761429)", ,21.30000,29.580, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.92766571, 40.85047913)']"
"(-73.785924, 40.645134)","(-73.93965912, 40.71517944)","(-73.8938446, 40.63289261)",11.94000,18.980,8.87000,12.460,18.36000,20.560,Matched
"(-73.785924, 40.645134)","(-73.93965912, 40.79782104)", ,17.82000,25.790, , ,,,"(-73.93965912, 40.79782104):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93965912, 40.82959366)", ,19.96000,29.390, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77750397, 40.72637177)', '(-73.8092041, 40.68961334)', '(-73.80345917, 40.6591301)']"
"(-73.785924, 40.645134)","(-73.93966675, 40.79461288)", ,17.89000,25.670, , ,,,"(-73.93966675, 40.79461288):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93967438, 40.69877625)","(-73.9138031, 40.7079277)",10.92000,17.160,10.28000,17.740,18.86000,19.830,Matched
"(-73.785924, 40.645134)","(-73.93968201, 40.68075943)","(-73.92381287, 40.67625046)",10.54000,16.530,9.50000,14.820,17.76500,16.130,Matched
"(-73.785924, 40.645134)","(-73.93968964, 40.68590927)", ,10.95000,18.130, , ,,,"(-73.93968964, 40.68590927):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93968964, 40.79853821)","(-73.85262299, 40.72678375)",17.88000,26.010,8.46000,12.830,21.46500,21.480,Matched
"(-73.785924, 40.645134)","(-73.9397049, 40.71514893)","(-73.91281891, 40.68639374)",11.93000,18.960,9.17000,13.850,18.65000,16.710,Matched
