id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,pickup_cords,ratecodeid,store_and_fwd_flag,dropoff_latitude,dropoff_longitude,dropoff_cords,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
20021,2,1/3/2016 14:17,1/3/2016 15:04,1,21.66,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00759888,40.70470047,"-74.007598880000000,40.704700470000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20022,1,1/3/2016 14:17,1/3/2016 14:56,3,17.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9801712,40.74454117,"-73.980171200000000,40.744541170000000",1,52,0,0.5,14.55,5.54,0.3,72.89
20023,2,1/3/2016 14:18,1/3/2016 15:02,1,16.39,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95644379,40.7335701,"-73.956443790000000,40.733570100000000",1,48,0,0.5,3,0,0.3,51.8
20024,2,1/3/2016 14:18,1/3/2016 15:01,2,13.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.91866302,40.74803162,"-73.918663020000000,40.748031620000000",1,43.5,0,0.5,8.86,0,0.3,53.16
20025,1,1/3/2016 14:18,1/3/2016 15:07,2,30.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99739838,40.67771149,"-73.997398380000000,40.677711490000000",1,80.5,0,0.5,16.26,0,0.3,97.56
20026,1,1/3/2016 14:18,1/3/2016 14:56,2,15.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95191956,40.71524429,"-73.951919560000000,40.715244290000000",1,45.5,0,0.5,1,0,0.3,47.3
20027,2,1/3/2016 14:18,1/3/2016 15:16,1,22.51,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99224091,40.66624069,"-73.992240910000000,40.666240690000000",1,65.5,0,0.5,0,0,0.3,66.3
20028,2,1/3/2016 14:18,1/3/2016 14:53,1,15.81,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96355438,40.71673203,"-73.963554380000000,40.716732030000000",1,45,0,0.5,8.5,0,0.3,54.3
20029,2,1/3/2016 14:18,1/3/2016 14:49,1,13.05,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89398193,40.7717514,"-73.893981930000000,40.771751400000000",1,39,0,0.5,0,0,0.3,39.8
20030,2,1/3/2016 14:18,1/3/2016 15:10,1,23.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97937775,40.66999817,"-73.979377750000000,40.669998170000000",1,66,0,0.5,16.7,0,0.3,83.5
20031,2,1/3/2016 14:18,1/3/2016 15:12,1,14.26,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97117615,40.67724228,"-73.971176150000000,40.677242280000000",1,47.5,0,0.5,9.66,0,0.3,57.96
20032,2,1/3/2016 14:18,1/3/2016 15:02,1,15.96,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94634247,40.71641922,"-73.946342470000000,40.716419220000000",1,47,0,0.5,9.56,0,0.3,57.36
20033,1,1/3/2016 14:18,1/3/2016 14:52,1,14.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.92643738,40.7724762,"-73.926437380000000,40.772476200000000",2,42.5,0,0.5,0,0,0.3,43.3
20034,1,1/3/2016 14:18,1/3/2016 14:56,1,13.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95862579,40.65816116,"-73.958625790000000,40.658161160000000",1,41,0,0.5,8.35,0,0.3,50.15
20035,2,1/3/2016 14:19,1/3/2016 15:00,1,19.19,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.9903183,40.70249557,"-73.990318300000000,40.702495570000000",1,53.5,0,0.5,5,0,0.3,59.3
20036,1,1/3/2016 14:19,1/3/2016 15:01,2,17.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97631836,40.76372147,"-73.976318360000000,40.763721470000000",1,52,0,0.5,5,0,0.3,57.8
20037,2,1/3/2016 14:19,1/3/2016 15:03,1,13.43,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99100494,40.68870926,"-73.991004940000000,40.688709260000000",1,43.5,0,0.5,8.86,0,0.3,53.16
20038,2,1/3/2016 14:19,1/3/2016 14:57,3,12.09,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96366882,40.676651,"-73.963668820000000,40.676651000000000",1,39,0,0.5,6,0,0.3,45.8
20039,2,1/3/2016 14:19,1/3/2016 14:54,2,8.65,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78165436,40.71834183,"-73.781654360000000,40.718341830000000",2,30.5,0,0.5,0,0,0.3,31.3
20040,2,1/3/2016 14:19,1/3/2016 14:51,2,14.41,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",4,N,-73.64595795,40.76086044,"-73.645957950000000,40.760860440000000",1,51.5,0,0.5,15.69,0,0.3,67.99
20041,2,1/3/2016 14:19,1/3/2016 15:01,2,18.22,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98730469,40.7322731,"-73.987304690000000,40.732273100000000",1,52,0,0.5,14.58,5.54,0.3,72.92
20042,1,1/3/2016 14:19,1/3/2016 14:50,1,17.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97209167,40.61494827,"-73.972091670000000,40.614948270000000",2,48,0,0.5,0,0,0.3,48.8
20043,2,1/3/2016 14:19,1/3/2016 15:19,1,22.56,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01648712,40.70521164,"-74.016487120000000,40.705211640000000",2,52,0,0.5,0,5.54,0.3,58.34
20044,2,1/3/2016 14:19,1/3/2016 14:57,2,13.21,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.9209671,40.70712662,"-73.920967100000000,40.707126620000000",1,39.5,0,0.5,0,0,0.3,40.3
20045,1,1/3/2016 14:20,1/3/2016 15:04,2,20,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95397186,40.78313446,"-73.953971860000000,40.783134460000000",1,52,0,0.5,11.65,5.54,0.3,69.99
20046,1,1/3/2016 14:20,1/3/2016 15:11,2,21,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97857666,40.78844833,"-73.978576660000000,40.788448330000000",1,52,0,0.5,5,5.54,0.3,63.34
20047,2,1/3/2016 14:20,1/3/2016 14:50,2,10.27,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.92616272,40.6556015,"-73.926162720000000,40.655601500000000",1,32.5,0,0.5,6.66,0,0.3,39.96
20048,1,1/3/2016 14:20,1/3/2016 15:08,1,20.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97286224,40.79777145,"-73.972862240000000,40.797771450000000",1,52,0,0.5,11.65,5.54,0.3,69.99
20049,1,1/3/2016 14:20,1/3/2016 14:46,1,12,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89076233,40.72629166,"-73.890762330000000,40.726291660000000",1,35,0,0.5,7.15,0,0.3,42.95
20050,1,1/3/2016 14:20,1/3/2016 15:15,2,19.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00063324,40.73225021,"-74.000633240000000,40.732250210000000",1,52,0,0.5,6,0,0.3,58.8
20051,2,1/3/2016 14:20,1/3/2016 15:00,1,18.01,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98945618,40.72702026,"-73.989456180000000,40.727020260000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20052,2,1/3/2016 14:20,1/3/2016 14:53,1,11.26,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.92573547,40.7001152,"-73.925735470000000,40.700115200000000",1,35,0,0.5,8.95,0,0.3,44.75
20053,2,1/3/2016 14:20,1/3/2016 15:05,1,17.58,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.93847656,40.81272125,"-73.938476560000000,40.812721250000000",1,52,0,0.5,6,5.54,0.3,64.34
20054,2,1/3/2016 14:20,1/3/2016 15:05,1,18.23,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95600891,40.80213928,"-73.956008910000000,40.802139280000000",1,52,0,0.5,8,5.54,0.3,66.34
20055,2,1/3/2016 14:20,1/3/2016 15:09,3,18.19,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00266266,40.73883057,"-74.002662660000000,40.738830570000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20056,2,1/3/2016 14:21,1/3/2016 14:36,1,5.43,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.82183838,40.67074966,"-73.821838380000000,40.670749660000000",2,17.5,0,0.5,0,0,0.3,18.3
20057,2,1/3/2016 14:21,1/3/2016 14:59,1,16.14,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96038818,40.7195816,"-73.960388180000000,40.719581600000000",1,47,0,0.5,8,0,0.3,55.8
20058,1,1/3/2016 14:21,1/3/2016 15:03,2,19.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.9605484,40.64809799,"-73.960548400000000,40.648097990000000",1,54.5,0,0.5,11.05,0,0.3,66.35
20059,1,1/3/2016 14:21,1/3/2016 14:40,4,6.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",4,N,-73.70430756,40.65771866,"-73.704307560000000,40.657718660000000",2,27,0,0.5,0,0,0.3,27.8
20060,2,1/3/2016 14:21,1/3/2016 15:19,1,21.13,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00707245,40.71828079,"-74.007072450000000,40.718280790000000",1,52,0,0.5,10.56,0,0.3,63.36
20061,2,1/3/2016 14:21,1/3/2016 15:16,1,19.05,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00269318,40.71853638,"-74.002693180000000,40.718536380000000",1,52,0,0.5,10.56,0,0.3,63.36
20062,2,1/3/2016 14:21,1/3/2016 15:09,1,17.22,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95993805,40.76237869,"-73.959938050000000,40.762378690000000",1,52,0,0.5,10.56,0,0.3,63.36
20063,2,1/3/2016 14:21,1/3/2016 15:08,2,18.42,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99266052,40.7305336,"-73.992660520000000,40.730533600000000",1,52,0,0.5,5,5.54,0.3,63.34
20064,1,1/3/2016 14:21,1/3/2016 14:56,2,15.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.974823,40.74763489,"-73.974823000000000,40.747634890000000",1,52,0,0.5,11.35,5.54,0.3,69.69
20065,2,1/3/2016 14:21,1/3/2016 15:06,2,19.23,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95265961,40.78630829,"-73.952659610000000,40.786308290000000",1,52,0,0.5,14.58,5.54,0.3,72.92
20066,1,1/3/2016 14:21,1/3/2016 15:15,2,20.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9748764,40.7829628,"-73.974876400000000,40.782962800000000",1,52,0,0.5,11.65,5.54,0.3,69.99
20067,1,1/3/2016 14:22,1/3/2016 15:17,2,21.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00495148,40.71796417,"-74.004951480000000,40.717964170000000",1,52,0,0.5,6,0,0.3,58.8
20068,2,1/3/2016 14:22,1/3/2016 14:59,1,25.63,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99929047,40.68489456,"-73.999290470000000,40.684894560000000",1,68,0,0.5,5,0,0.3,73.8
20069,2,1/3/2016 14:22,1/3/2016 14:52,2,11.65,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93846893,40.68912125,"-73.938468930000000,40.689121250000000",1,35,0,0.5,7.16,0,0.3,42.96
20070,1,1/3/2016 14:22,1/3/2016 15:17,1,22.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.88981628,40.85432816,"-73.889816280000000,40.854328160000000",2,65.5,0,0.5,0,5.54,0.3,71.84
20071,2,1/3/2016 14:22,1/3/2016 15:22,3,17.99,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98654175,40.74742126,"-73.986541750000000,40.747421260000000",2,52,0,0.5,0,5.54,0.3,58.34
20072,2,1/3/2016 14:22,1/3/2016 15:10,1,18.88,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97820282,40.76272964,"-73.978202820000000,40.762729640000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20073,1,1/3/2016 14:23,1/3/2016 14:58,1,16.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96608734,40.75466537,"-73.966087340000000,40.754665370000000",1,52,0,0.5,7,5.54,0.3,65.34
20074,2,1/3/2016 14:23,1/3/2016 14:58,2,16.85,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97711182,40.74543381,"-73.977111820000000,40.745433810000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20075,1,1/3/2016 14:23,1/3/2016 15:10,1,18.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95176697,40.77543259,"-73.951766970000000,40.775432590000000",1,52,0,0.5,11.65,5.54,0.3,69.99
20076,1,1/3/2016 14:23,1/3/2016 15:11,1,18.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98612213,40.68816757,"-73.986122130000000,40.688167570000000",1,56,0,0.5,11.35,0,0.3,68.15
20077,1,1/3/2016 14:23,1/3/2016 14:59,1,13.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.88848877,40.74148178,"-73.888488770000000,40.741481780000000",2,39,0,0.5,0,0,0.3,39.8
20078,1,1/3/2016 14:23,1/3/2016 14:52,1,11.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.87324524,40.77452469,"-73.873245240000000,40.774524690000000",1,35,0,0.5,8.95,0,0.3,44.75
20079,2,1/3/2016 14:23,1/3/2016 15:12,2,20.38,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95985413,40.77209854,"-73.959854130000000,40.772098540000000",2,52,0,0.5,0,5.54,0.3,58.34
20080,2,1/3/2016 14:23,1/3/2016 15:08,2,18.11,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98691559,40.72966766,"-73.986915590000000,40.729667660000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20081,1,1/3/2016 14:23,1/3/2016 15:14,1,20.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96414948,40.77058792,"-73.964149480000000,40.770587920000000",1,52,0,0.5,7.5,5.54,0.3,65.84
20082,2,1/3/2016 14:23,1/3/2016 14:26,1,1.78,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80677032,40.65878677,"-73.806770320000000,40.658786770000000",2,7,0,0.5,0,0,0.3,7.8
20083,2,1/3/2016 14:24,1/3/2016 15:03,1,19.14,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95870972,40.77522659,"-73.958709720000000,40.775226590000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20084,2,1/3/2016 14:24,1/3/2016 14:50,1,9.88,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.85137939,40.72434998,"-73.851379390000000,40.724349980000000",1,30.5,0,0.5,6.26,0,0.3,37.56
20085,2,1/3/2016 14:24,1/3/2016 15:09,1,19.75,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97595215,40.74491882,"-73.975952150000000,40.744918820000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20086,2,1/3/2016 14:24,1/3/2016 17:28,2,38.15,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.78381348,40.64636993,"-73.783813480000000,40.646369930000000",2,52,0,0.5,0,5.54,0.3,58.34
20087,2,1/3/2016 14:24,1/3/2016 15:04,1,14.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94833374,40.72462463,"-73.948333740000000,40.724624630000000",1,44,0,0.5,4.55,0,0.3,49.35
20088,2,1/3/2016 14:24,1/3/2016 15:06,2,17.91,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97810364,40.73066711,"-73.978103640000000,40.730667110000000",1,52,0,0.5,5,5.54,0.3,63.34
20089,1,1/3/2016 14:24,1/3/2016 14:29,1,0.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,Y,-73.79402924,40.65670776,"-73.794029240000000,40.656707760000000",1,5.5,0,0.5,1,0,0.3,7.3
20090,1,1/3/2016 14:24,1/3/2016 15:07,1,16.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98781586,40.76021576,"-73.987815860000000,40.760215760000000",2,52,0,0.5,0,5.54,0.3,58.34
20091,1,1/3/2016 14:24,1/3/2016 15:10,1,17.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96942139,40.76648331,"-73.969421390000000,40.766483310000000",1,52,0,0.5,10.55,0,0.3,63.35
20092,2,1/3/2016 14:24,1/3/2016 15:03,1,12.17,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.88861084,40.74175262,"-73.888610840000000,40.741752620000000",2,38.5,0,0.5,0,0,0.3,39.3
20093,1,1/3/2016 14:24,1/3/2016 15:06,2,14.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",4,N,-73.73840332,40.63003159,"-73.738403320000000,40.630031590000000",2,70,0,0.5,0,0,0.3,70.8
20094,1,1/3/2016 14:25,1/3/2016 15:12,2,16.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96100616,40.71218491,"-73.961006160000000,40.712184910000000",1,49,0,0.5,8,0,0.3,57.8
20095,1,1/3/2016 14:25,1/3/2016 15:19,1,20,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97214508,40.79492188,"-73.972145080000000,40.794921880000000",1,52,0,0.5,11.65,5.54,0.3,69.99
20096,2,1/3/2016 14:25,1/3/2016 14:47,1,10.22,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.70648956,40.72562408,"-73.706489560000000,40.725624080000000",1,30.5,0,0.5,6.26,0,0.3,37.56
20097,2,1/3/2016 14:25,1/3/2016 15:06,1,26.94,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.9936676,40.69522858,"-73.993667600000000,40.695228580000000",2,71,0,0.5,0,0,0.3,71.8
20098,2,1/3/2016 14:25,1/3/2016 15:02,1,11.45,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95526886,40.67747879,"-73.955268860000000,40.677478790000000",1,37.5,0,0.5,2,0,0.3,40.3
20099,2,1/3/2016 14:25,1/3/2016 15:04,1,12.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96863556,40.67665863,"-73.968635560000000,40.676658630000000",1,39.5,0,0.5,10.08,0,0.3,50.38
20100,2,1/3/2016 14:25,1/3/2016 15:15,1,13.53,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95189667,40.66819,"-73.951896670000000,40.668190000000000",1,45,0,0.5,9.16,0,0.3,54.96
20101,2,1/3/2016 14:25,1/3/2016 15:11,2,18.77,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94610596,40.77736664,"-73.946105960000000,40.777366640000000",1,52,0,0.5,14.58,5.54,0.3,72.92
20102,1,1/3/2016 14:25,1/3/2016 15:14,2,19,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9838562,40.76734543,"-73.983856200000000,40.767345430000000",2,52,0,0.5,0,5.54,0.3,58.34
20103,1,1/3/2016 14:25,1/3/2016 14:59,1,11.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.87528229,40.7703743,"-73.875282290000000,40.770374300000000",1,35.5,0,0.5,4,0,0.3,40.3
20104,2,1/3/2016 14:25,1/3/2016 14:51,1,10.94,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.92066193,40.63270187,"-73.920661930000000,40.632701870000000",2,32,0,0.5,0,0,0.3,32.8
20105,1,1/3/2016 14:26,1/3/2016 14:57,1,10.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93914032,40.67989731,"-73.939140320000000,40.679897310000000",2,33,0,0.5,0,0,0.3,33.8
20106,1,1/3/2016 14:26,1/3/2016 15:19,2,25.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.86415863,40.89730072,"-73.864158630000000,40.897300720000000",2,72,0,0.5,0,5.54,0.3,78.34
20107,1,1/3/2016 14:26,1/3/2016 15:19,1,37.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",5,N,-73.7248764,41.1071434,"-73.724876400000000,41.107143400000000",1,185,0,0,15,5.54,0.3,205.84
20108,1,1/3/2016 14:26,1/3/2016 15:15,2,17.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96940613,40.76605225,"-73.969406130000000,40.766052250000000",2,52,0,0.5,0,0,0.3,52.8
20109,2,1/3/2016 14:26,1/3/2016 15:20,1,19.83,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99906158,40.73339844,"-73.999061580000000,40.733398440000000",1,52,0,0.5,11.67,5.54,0.3,70.01
20110,1,1/3/2016 14:26,1/3/2016 15:15,2,17.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98337555,40.71981812,"-73.983375550000000,40.719818120000000",1,52,0,0.5,9,0,0.3,61.8
20111,1,1/3/2016 14:26,1/3/2016 15:12,1,17.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99085999,40.73626328,"-73.990859990000000,40.736263280000000",2,52,0,0.5,0,5.54,0.3,58.34
20112,2,1/3/2016 14:26,1/3/2016 15:07,1,12.28,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97019196,40.68624878,"-73.970191960000000,40.686248780000000",1,40.5,0,0.5,8.26,0,0.3,49.56
