id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,ratecodeid,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
14,2,2016-01-02 00:47:00,2016-01-02 01:10:00,1,16.21,-73.782348630000000,40.644702910000000,1,N,-73.953781130000000,40.719551090000000,1,43.50,0.50,0.50,7.00,0.00,0.30,51.80
15,1,2016-01-02 00:47:00,2016-01-02 01:15:00,1,18.60,-73.790237430000000,40.644023900000000,2,N,-73.974937440000000,40.759391780000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
16,1,2016-01-02 00:48:00,2016-01-02 01:19:00,2,20.50,-73.782249450000000,40.644580840000000,2,N,-74.005668640000000,40.707740780000000,1,52.00,0.00,0.50,8.00,0.00,0.30,60.80
17,2,2016-01-02 00:48:00,2016-01-02 01:00:00,1,5.35,-73.781990050000000,40.644721980000000,1,N,-73.838195800000000,40.665031430000000,2,17.00,0.50,0.50,0.00,0.00,0.30,18.30
18,2,2016-01-02 00:48:00,2016-01-02 01:21:00,1,19.45,-73.789520260000000,40.643756870000000,2,N,-73.959732060000000,40.808616640000000,1,52.00,0.00,0.50,6.00,5.54,0.30,64.34
19,1,2016-01-02 00:48:00,2016-01-02 01:12:00,1,15.70,-73.789703370000000,40.643672940000000,1,N,-73.946914670000000,40.727130890000000,2,43.00,0.50,0.50,0.00,0.00,0.30,44.30
20,1,2016-01-02 00:49:00,2016-01-02 01:02:00,1,6.00,-73.781982420000000,40.644664760000000,1,N,-73.794235230000000,40.697135930000000,2,18.50,0.50,0.50,0.00,0.00,0.30,19.80
21,1,2016-01-02 00:50:00,2016-01-02 01:17:00,1,17.70,-73.776771550000000,40.645389560000000,2,N,-73.971862790000000,40.765716550000000,1,52.00,0.00,0.50,11.00,0.00,0.30,63.80
22,2,2016-01-02 00:50:00,2016-01-02 01:14:00,1,11.97,-73.776733400000000,40.645248410000000,1,N,-73.960792540000000,40.674083710000000,1,33.50,0.50,0.50,8.70,0.00,0.30,43.50
23,2,2016-01-02 00:50:00,2016-01-02 01:18:00,1,12.52,-73.789657590000000,40.646671300000000,1,N,-73.974006650000000,40.683830260000000,2,37.00,0.50,0.50,0.00,0.00,0.30,38.30
24,1,2016-01-02 00:51:00,2016-01-02 00:55:00,1,0.60,-73.789657590000000,40.643272400000000,1,N,-73.783454900000000,40.644016270000000,1,5.00,0.50,0.50,4.00,0.00,0.30,10.30
25,1,2016-01-02 00:51:00,2016-01-02 01:23:00,3,13.10,-73.790588380000000,40.645530700000000,1,N,-73.974037170000000,40.669162750000000,2,38.50,0.50,0.50,0.00,0.00,0.30,39.80
26,2,2016-01-02 00:51:00,2016-01-02 01:12:00,1,15.86,-73.776718140000000,40.645408630000000,1,N,-73.957893370000000,40.742698670000000,1,42.50,0.50,0.50,6.00,0.00,0.30,49.80
27,1,2016-01-02 00:51:00,2016-01-02 01:13:00,1,16.20,-73.781829830000000,40.644618990000000,1,N,-73.959556580000000,40.711322780000000,1,43.50,0.50,0.50,8.95,0.00,0.30,53.75
28,2,2016-01-02 00:51:00,2016-01-02 01:21:00,1,20.20,-73.789970400000000,40.646820070000000,2,N,-73.959518430000000,40.771900180000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
29,2,2016-01-02 00:51:00,2016-01-02 01:18:00,2,18.97,-73.776779170000000,40.645671840000000,2,N,-73.991622920000000,40.765018460000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
30,2,2016-01-02 00:51:00,2016-01-02 01:17:00,1,15.79,-73.789756770000000,40.643840790000000,1,N,-73.935981750000000,40.754299160000000,1,44.00,0.50,0.50,9.06,0.00,0.30,54.36
31,2,2016-01-02 00:51:00,2016-01-02 01:13:00,1,9.19,-73.791236880000000,40.645843510000000,1,N,-73.914657590000000,40.683830260000000,2,26.50,0.50,0.50,0.00,0.00,0.30,27.80
32,1,2016-01-02 00:52:00,2016-01-02 01:17:00,3,20.00,-73.789718630000000,40.643150330000000,2,N,-73.949707030000000,40.776203160000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
33,1,2016-01-02 00:52:00,2016-01-02 01:25:00,1,22.30,-73.790321350000000,40.643604280000000,5,N,-73.988304140000000,40.778556820000000,1,52.00,0.00,0.00,9.00,5.54,0.30,66.84
34,2,2016-01-02 00:52:00,2016-01-02 01:17:00,1,17.89,-73.780670170000000,40.645210270000000,2,N,-73.978630070000000,40.729610440000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
35,1,2016-01-02 00:52:00,2016-01-02 01:20:00,1,19.80,-73.776763920000000,40.645378110000000,2,N,-73.954391480000000,40.784168240000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
36,2,2016-01-02 00:52:00,2016-01-02 01:19:00,1,20.67,-73.778602600000000,40.646698000000000,2,N,-74.012344360000000,40.716922760000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
37,2,2016-01-02 00:53:00,2016-01-02 01:16:00,2,16.17,-73.776687620000000,40.645420070000000,1,N,-73.940528870000000,40.715671540000000,2,43.50,0.50,0.50,0.00,0.00,0.30,44.80
38,2,2016-01-02 00:53:00,2016-01-02 01:24:00,1,18.55,-73.789649960000000,40.643699650000000,2,N,-73.994560240000000,40.742900850000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
39,1,2016-01-02 00:53:00,2016-01-02 01:26:00,1,20.90,-73.776664730000000,40.645351410000000,2,N,-73.974983220000000,40.782787320000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
40,2,2016-01-02 00:53:00,2016-01-02 01:23:00,1,18.34,-73.776695250000000,40.645389560000000,2,N,-73.944862370000000,40.811641690000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
41,1,2016-01-02 00:54:00,2016-01-02 01:23:00,1,19.60,-73.776725770000000,40.645164490000000,2,N,-73.957824710000000,40.779323580000000,1,52.00,0.00,0.50,8.00,5.54,0.30,66.34
42,2,2016-01-02 00:54:00,2016-01-02 01:15:00,2,17.20,-73.781608580000000,40.644832610000000,2,N,-73.979301450000000,40.743762970000000,1,52.00,0.00,0.50,10.00,5.54,0.30,68.34
43,2,2016-01-02 00:54:00,2016-01-02 01:19:00,1,15.54,-73.789955140000000,40.647205350000000,1,N,-73.962928770000000,40.718326570000000,1,42.50,0.50,0.50,8.76,0.00,0.30,52.56
44,2,2016-01-02 00:55:00,2016-01-02 01:06:00,1,9.41,-73.776687620000000,40.645359040000000,1,N,-73.851058960000000,40.750900270000000,2,26.00,0.50,0.50,0.00,0.00,0.30,27.30
45,1,2016-01-02 00:55:00,2016-01-02 01:24:00,1,19.40,-73.781898500000000,40.644824980000000,1,N,-73.988632200000000,40.693573000000000,1,53.00,0.50,0.50,10.00,0.00,0.30,64.30
46,2,2016-01-02 00:55:00,2016-01-02 01:25:00,1,18.68,-73.776741030000000,40.645420070000000,2,N,-74.000717160000000,40.747978210000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
47,2,2016-01-02 00:55:00,2016-01-02 01:18:00,1,16.97,-73.776786800000000,40.645809170000000,2,N,-73.975051880000000,40.745910640000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
48,1,2016-01-02 00:55:00,2016-01-02 01:01:00,1,3.80,-73.781951900000000,40.644653320000000,1,N,-73.798957820000000,40.670093540000000,1,12.00,0.50,0.50,2.00,0.00,0.30,15.30
49,1,2016-01-02 00:55:00,2016-01-02 01:23:00,1,20.70,-73.781906130000000,40.644496920000000,1,N,-73.886428830000000,40.873252870000000,1,55.00,0.50,0.50,12.36,5.54,0.30,74.20
50,1,2016-01-02 00:56:00,2016-01-02 01:20:00,1,18.20,-73.776672360000000,40.645397190000000,1,N,-73.949760440000000,40.718315120000000,1,49.00,0.50,0.50,5.00,0.00,0.30,55.30
51,2,2016-01-02 00:56:00,2016-01-02 01:10:00,2,7.80,-73.776710510000000,40.645404820000000,1,N,-73.797653200000000,40.711227420000000,2,22.50,0.50,0.50,0.00,0.00,0.30,23.80
52,2,2016-01-02 00:56:00,2016-01-02 01:08:00,1,6.93,-73.776718140000000,40.645370480000000,4,N,-73.728141780000000,40.620071410000000,2,23.00,0.50,0.50,0.00,0.00,0.30,24.30
53,2,2016-01-02 00:56:00,2016-01-02 01:20:00,2,14.03,-73.776817320000000,40.645141600000000,1,N,-73.913780210000000,40.762619020000000,1,39.00,0.50,0.50,10.08,0.00,0.30,50.38
54,1,2016-01-02 00:57:00,2016-01-02 01:23:00,2,18.30,-73.776748660000000,40.645202640000000,2,N,-73.981597900000000,40.736873630000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
55,1,2016-01-02 00:58:00,2016-01-02 01:26:00,2,18.20,-73.796836850000000,40.644725800000000,2,N,-73.957954410000000,40.800914760000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
56,1,2016-01-02 00:58:00,2016-01-02 01:24:00,1,18.00,-73.788444520000000,40.641914370000000,2,N,-73.999336240000000,40.754776000000000,2,52.00,0.00,0.50,0.00,0.00,0.30,52.80
57,2,2016-01-02 00:58:00,2016-01-02 01:21:00,1,15.67,-73.776771550000000,40.645408630000000,1,N,-73.954193120000000,40.744201660000000,1,42.50,0.50,0.50,10.95,0.00,0.30,54.75
58,2,2016-01-02 00:58:00,2016-01-02 01:30:00,1,19.26,-73.789772030000000,40.644172670000000,2,N,-73.982696530000000,40.764278410000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
59,2,2016-01-02 00:58:00,2016-01-02 01:27:00,1,21.22,-73.789413450000000,40.643413540000000,1,N,-74.024459840000000,40.627796170000000,1,56.50,0.50,0.50,11.56,0.00,0.30,69.36
60,2,2016-01-02 00:58:00,2016-01-02 01:25:00,1,11.59,-73.790626530000000,40.643970490000000,1,N,-73.909851070000000,40.684139250000000,1,33.50,0.50,0.50,3.00,0.00,0.30,37.80
61,2,2016-01-02 00:59:00,2016-01-02 01:24:00,1,18.87,-73.786148070000000,40.645332340000000,2,N,-73.954338070000000,40.787433620000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
62,2,2016-01-02 00:59:00,2016-01-02 01:31:00,1,21.94,-73.786865230000000,40.641647340000000,2,N,-74.012283330000000,40.704204560000000,2,52.00,0.00,0.50,0.00,0.00,0.30,52.80
63,2,2016-01-02 00:59:00,2016-01-02 01:09:00,1,4.03,-73.790061950000000,40.644062040000000,1,N,-73.786582950000000,40.667655940000000,1,13.50,0.50,0.50,2.96,0.00,0.30,17.76
64,1,2016-01-02 00:59:00,2016-01-02 01:34:00,3,19.20,-73.788185120000000,40.641830440000000,2,N,-73.994926450000000,40.764354710000000,1,52.00,0.00,0.50,14.58,5.54,0.30,72.92
65,2,2016-01-02 00:59:00,2016-01-02 01:12:00,1,3.39,-73.789939880000000,40.643638610000000,1,N,-73.795829770000000,40.672180180000000,2,14.00,0.50,0.50,0.00,0.00,0.30,15.30
66,2,2016-01-02 01:00:00,2016-01-02 01:25:00,1,17.03,-73.790260310000000,40.644260410000000,1,N,-73.943283080000000,40.705169680000000,1,47.00,0.50,0.50,12.08,0.00,0.30,60.38
67,2,2016-01-02 01:00:00,2016-01-02 01:31:00,1,20.07,-73.781974790000000,40.644748690000000,2,N,-74.001365660000000,40.741333010000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
68,2,2016-01-02 01:01:00,2016-01-02 01:27:00,1,20.68,-73.780632020000000,40.645210270000000,2,N,-73.972862240000000,40.790988920000000,1,52.00,0.00,0.50,13.00,5.54,0.30,71.34
69,1,2016-01-02 01:01:00,2016-01-02 01:30:00,1,20.00,-73.790031430000000,40.647056580000000,2,N,-74.008605960000000,40.707103730000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
70,1,2016-01-02 01:01:00,2016-01-02 01:33:00,1,18.50,-73.788536070000000,40.641296390000000,2,N,-73.982826230000000,40.769336700000000,1,52.00,0.00,0.50,0.00,0.00,0.30,52.80
71,2,2016-01-02 01:01:00,2016-01-02 01:14:00,1,5.49,-73.790161130000000,40.644023900000000,1,N,-73.741493230000000,40.638965610000000,1,18.00,0.50,0.50,3.00,0.00,0.30,22.30
72,2,2016-01-02 01:01:00,2016-01-02 01:20:00,1,11.64,-73.790283200000000,40.644252780000000,1,N,-73.867034910000000,40.767345430000000,1,32.50,0.50,0.50,5.00,0.00,0.30,38.80
73,1,2016-01-02 01:02:00,2016-01-02 01:32:00,1,18.20,-73.782279970000000,40.644653320000000,2,N,-73.960670470000000,40.766559600000000,1,52.00,0.00,0.50,7.00,0.00,0.30,59.80
74,1,2016-01-02 01:02:00,2016-01-02 01:29:00,2,17.70,-73.777008060000000,40.646190640000000,1,N,-73.986442570000000,40.734478000000000,2,2.50,0.50,0.50,0.00,0.00,0.30,3.80
75,1,2016-01-02 01:02:00,2016-01-02 01:41:00,1,20.60,-73.789070130000000,40.643264770000000,2,N,-73.974281310000000,40.788509370000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
76,2,2016-01-02 01:02:00,2016-01-02 01:20:00,2,14.75,-73.789970400000000,40.647258760000000,1,N,-73.942489620000000,40.724948880000000,2,39.50,0.50,0.50,0.00,0.00,0.30,40.80
77,2,2016-01-02 01:02:00,2016-01-02 01:31:00,1,18.74,-73.781600950000000,40.644805910000000,2,N,-73.947570800000000,40.796310420000000,1,52.00,0.00,0.50,6.00,5.54,0.30,64.34
78,2,2016-01-02 01:02:00,2016-01-02 01:22:00,1,11.51,-73.782569890000000,40.644470210000000,1,N,-73.879440310000000,40.754051210000000,2,32.50,0.50,0.50,0.00,0.00,0.30,33.80
79,1,2016-01-02 01:02:00,2016-01-02 01:28:00,1,21.50,-73.781089780000000,40.644985200000000,2,N,-73.941169740000000,40.848232270000000,1,52.00,0.00,0.50,5.00,5.54,0.30,63.34
80,2,2016-01-02 01:02:00,2016-01-02 01:29:00,1,18.70,-73.781776430000000,40.644809720000000,2,N,-73.983299260000000,40.730232240000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
81,1,2016-01-02 01:02:00,2016-01-02 01:27:00,2,18.30,-73.782188420000000,40.644546510000000,1,N,-73.982826230000000,40.693508150000000,1,49.50,0.50,0.50,10.00,0.00,0.30,60.80
82,1,2016-01-02 01:02:00,2016-01-02 01:35:00,1,27.20,-73.790184020000000,40.643585210000000,1,N,-73.973121640000000,40.653732300000000,1,71.00,0.50,0.50,10.00,0.00,0.30,82.30
83,2,2016-01-02 01:03:00,2016-01-02 01:31:00,2,16.83,-73.789436340000000,40.643470760000000,1,N,-73.944252010000000,40.702610020000000,1,46.00,0.50,0.50,9.46,0.00,0.30,56.76
84,2,2016-01-02 01:03:00,2016-01-02 01:21:00,1,17.02,-73.781517030000000,40.644821170000000,2,N,-73.977989200000000,40.746620180000000,1,52.00,0.00,0.50,17.50,5.54,0.30,75.84
85,2,2016-01-02 01:03:00,2016-01-02 01:20:00,1,3.03,-73.794609070000000,40.656185150000000,1,N,-73.794609070000000,40.656185150000000,1,13.00,0.50,0.50,5.00,0.00,0.30,19.30
86,1,2016-01-02 01:03:00,2016-01-02 01:31:00,3,19.00,-73.782249450000000,40.644607540000000,2,N,-74.004722600000000,40.718875890000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
87,2,2016-01-02 01:03:00,2016-01-02 01:28:00,2,17.62,-73.782104490000000,40.644638060000000,2,N,-73.954727170000000,40.769691470000000,1,52.00,0.00,0.50,9.00,0.00,0.30,61.80
88,2,2016-01-02 01:04:00,2016-01-02 01:23:00,2,10.36,-73.776702880000000,40.645401000000000,1,N,-73.923019410000000,40.668529510000000,1,29.50,0.50,0.50,6.16,0.00,0.30,36.96
89,2,2016-01-02 01:04:00,2016-01-02 02:00:00,1,47.39,-73.780273440000000,40.645778660000000,3,N,-74.412033080000000,40.565570830000000,1,139.00,0.50,0.00,30.18,11.08,0.30,181.06
90,2,2016-01-02 01:04:00,2016-01-02 01:33:00,1,11.51,-73.781913760000000,40.644668580000000,1,N,-73.949302670000000,40.670700070000000,1,34.00,0.50,0.50,6.50,0.00,0.30,41.80
91,1,2016-01-02 01:04:00,2016-01-02 01:30:00,1,18.90,-73.782157900000000,40.644588470000000,2,N,-73.948829650000000,40.776828770000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
92,2,2016-01-02 01:04:00,2016-01-02 01:28:00,1,18.11,-73.781501770000000,40.644798280000000,1,N,-73.958740230000000,40.688217160000000,1,48.00,0.50,0.50,12.32,0.00,0.30,61.62
93,1,2016-01-02 01:05:00,2016-01-02 01:25:00,1,14.40,-73.790153500000000,40.646842960000000,1,N,-73.940879820000000,40.718204500000000,1,39.50,0.50,0.50,8.15,0.00,0.30,48.95
94,1,2016-01-02 01:05:00,2016-01-02 01:34:00,2,18.70,-73.782218930000000,40.644580840000000,2,N,-73.956466670000000,40.805332180000000,1,52.00,0.00,0.50,15.00,5.54,0.30,73.34
95,1,2016-01-02 01:05:00,2016-01-02 01:17:00,1,7.70,-73.776672360000000,40.645294190000000,1,N,-73.735191350000000,40.695587160000000,2,22.00,0.50,0.50,0.00,0.00,0.30,23.30
96,1,2016-01-02 01:05:00,2016-01-02 01:40:00,2,22.40,-73.782058720000000,40.644641880000000,2,N,-74.011322020000000,40.714912410000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
97,1,2016-01-02 01:05:00,2016-01-02 01:33:00,1,17.70,-73.776840210000000,40.645645140000000,2,N,-73.962196350000000,40.761379240000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
98,1,2016-01-02 01:05:00,2016-01-02 01:26:00,1,15.70,-73.789810180000000,40.646732330000000,1,N,-73.952064510000000,40.717758180000000,1,42.50,0.50,0.50,5.00,0.00,0.30,48.80
99,2,2016-01-02 01:06:00,2016-01-02 01:40:00,2,19.56,-73.780189510000000,40.645698550000000,2,N,-74.001693730000000,40.732368470000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
100,2,2016-01-02 01:06:00,2016-01-02 01:34:00,2,19.97,-73.782157900000000,40.644660950000000,2,N,-73.953002930000000,40.766590120000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
101,1,2016-01-02 01:06:00,2016-01-02 01:33:00,1,20.40,-73.789855960000000,40.646842960000000,2,N,-74.011695860000000,40.715053560000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
102,1,2016-01-02 01:06:00,2016-01-02 01:32:00,2,16.90,-73.781936650000000,40.644718170000000,2,N,-73.980842590000000,40.746715550000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
103,1,2016-01-02 01:07:00,2016-01-02 01:33:00,2,19.20,-73.790779110000000,40.646705630000000,2,N,-73.957839970000000,40.785190580000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
104,1,2016-01-02 01:07:00,2016-01-02 01:18:00,3,7.40,-73.782211300000000,40.644618990000000,1,N,-73.838745120000000,40.721794130000000,1,21.50,0.50,0.50,2.00,0.00,0.30,24.80
105,1,2016-01-02 01:07:00,2016-01-02 01:41:00,1,18.70,-73.778694150000000,40.646656040000000,2,N,-73.991592410000000,40.767787930000000,1,52.00,0.00,0.50,7.20,0.00,0.30,60.00
106,1,2016-01-02 01:07:00,2016-01-02 01:30:00,1,17.10,-73.778663640000000,40.646686550000000,2,N,-73.986175540000000,40.746055600000000,1,52.00,0.00,0.50,5.00,5.54,0.30,63.34
107,1,2016-01-02 01:07:00,2016-01-02 01:32:00,1,15.40,-73.788391110000000,40.647487640000000,1,N,-73.956565860000000,40.747512820000000,1,42.00,0.50,0.50,6.50,0.00,0.30,49.80
108,1,2016-01-02 01:08:00,2016-01-02 01:32:00,1,11.50,-73.776741030000000,40.645393370000000,1,Y,-73.930358890000000,40.693763730000000,1,33.00,0.50,0.50,6.85,0.00,0.30,41.15
109,2,2016-01-02 01:09:00,2016-01-02 01:34:00,4,20.77,-73.776786800000000,40.645397190000000,2,N,-73.960952760000000,40.769245150000000,1,52.00,0.00,0.50,8.50,5.54,0.30,66.84
110,1,2016-01-02 01:09:00,2016-01-02 01:32:00,1,15.40,-73.776702880000000,40.645347600000000,1,N,-73.910057070000000,40.761573790000000,1,42.00,0.50,0.50,9.00,0.00,0.30,52.30
111,2,2016-01-02 01:09:00,2016-01-02 01:34:00,3,15.18,-73.789588930000000,40.647041320000000,1,N,-73.956268310000000,40.635719300000000,1,42.00,0.50,0.50,6.00,0.00,0.30,49.30
112,1,2016-01-02 01:09:00,2016-01-02 01:34:00,2,18.60,-73.789718630000000,40.646701810000000,2,N,-73.951171880000000,40.776798250000000,1,52.00,0.00,0.50,8.76,5.54,0.30,67.10
113,2,2016-01-02 01:09:00,2016-01-02 01:37:00,3,18.23,-73.789413450000000,40.646881100000000,2,N,-73.990234380000000,40.713768010000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
114,2,2016-01-02 01:09:00,2016-01-02 01:35:00,2,10.93,-73.789588930000000,40.646911620000000,1,N,-73.926811220000000,40.662483220000000,1,33.50,0.50,0.50,8.70,0.00,0.30,43.50
115,1,2016-01-02 01:10:00,2016-01-02 01:38:00,1,20.20,-73.777008060000000,40.645069120000000,2,N,-73.956939700000000,40.779396060000000,1,52.00,0.00,0.50,10.50,5.54,0.30,68.84
116,1,2016-01-02 01:11:00,2016-01-02 01:40:00,1,21.00,-73.778884890000000,40.646640780000000,2,N,-73.975753780000000,40.781585690000000,1,52.00,0.00,0.50,6.00,5.54,0.30,64.34
117,2,2016-01-02 01:11:00,2016-01-02 01:38:00,1,17.84,-73.788993840000000,40.644920350000000,2,N,-73.997619630000000,40.761138920000000,1,52.00,0.00,0.50,8.08,5.54,0.30,66.42
118,2,2016-01-02 01:12:00,2016-01-02 01:45:00,1,22.17,-73.776786800000000,40.645610810000000,2,N,-73.978126530000000,40.766433720000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
119,2,2016-01-02 01:13:00,2016-01-02 01:39:00,1,18.14,-73.776786800000000,40.645301820000000,2,N,-73.980407710000000,40.732223510000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
120,2,2016-01-02 01:14:00,2016-01-02 01:40:00,1,20.16,-73.776916500000000,40.645027160000000,2,N,-73.940254210000000,40.833923340000000,2,52.00,0.00,0.50,0.00,5.54,0.30,58.34
121,1,2016-01-02 01:15:00,2016-01-02 01:41:00,1,16.50,-73.776794430000000,40.645362850000000,1,N,-73.956558230000000,40.733665470000000,1,45.00,0.50,0.50,9.25,0.00,0.30,55.55
122,2,2016-01-02 01:15:00,2016-01-02 01:39:00,1,17.43,-73.779754640000000,40.646995540000000,2,N,-73.963081360000000,40.763385770000000,1,52.00,0.00,0.50,10.56,0.00,0.30,63.36
123,2,2016-01-02 01:17:00,2016-01-02 01:44:00,2,11.38,-73.776748660000000,40.645099640000000,1,N,-73.928749080000000,40.696350100000000,1,34.50,0.50,0.50,7.16,0.00,0.30,42.96
124,1,2016-01-02 01:17:00,2016-01-02 01:38:00,1,15.30,-73.801315310000000,40.673637390000000,2,N,-74.004058840000000,40.723613740000000,1,52.00,0.00,0.50,10.55,0.00,0.30,63.35
125,2,2016-01-02 01:18:00,2016-01-02 01:38:00,1,17.24,-73.778671260000000,40.646751400000000,2,N,-73.979820250000000,40.746231080000000,1,52.00,0.00,0.50,11.67,5.54,0.30,70.01
126,1,2016-01-02 01:18:00,2016-01-02 01:36:00,2,13.00,-73.776794430000000,40.645225520000000,1,N,-73.832183840000000,40.787807460000000,2,35.50,0.50,0.50,0.00,0.00,0.30,36.80
127,2,2016-01-02 01:18:00,2016-01-02 01:37:00,1,15.62,-73.776664730000000,40.645217900000000,1,N,-73.948165890000000,40.718017580000000,1,42.00,0.50,0.50,5.08,0.00,0.30,48.38
128,2,2016-01-02 01:19:00,2016-01-02 01:47:00,1,18.00,-73.776679990000000,40.645378110000000,2,N,-73.961639400000000,40.767681120000000,1,52.00,0.00,0.50,13.20,0.00,0.30,66.00
129,1,2016-01-02 01:20:00,2016-01-02 01:44:00,2,16.10,-73.776733400000000,40.645301820000000,1,N,-73.958648680000000,40.575519560000000,2,43.00,0.50,0.50,0.00,0.00,0.30,44.30
130,1,2016-01-02 01:20:00,2016-01-02 01:51:00,1,19.20,-73.779678340000000,40.646923070000000,2,N,-73.964950560000000,40.803447720000000,1,52.00,0.00,0.50,11.65,5.54,0.30,69.99
131,2,2016-01-02 01:21:00,2016-01-02 01:50:00,1,20.12,-73.776657100000000,40.645259860000000,1,N,-73.991691590000000,40.683170320000000,1,54.00,0.50,0.50,13.82,0.00,0.30,69.12
