id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_latitude,pickup_longitude,ratecodeid,store_and_fwd_flag,dropoff_latitude,dropoff_longitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
9987,2,1/2/2016 13:01,1/2/2016 13:44,1,19.24,-73.79000854,40.64368057,1,N,-73.95882416,40.64744568,1,54,0,0.5,10.96,0,0.3,65.76
9988,1,1/2/2016 13:01,1/2/2016 13:46,2,21.7,-73.78158569,40.64482498,2,N,-73.98165131,40.77684784,1,52,0,0.5,11.65,5.54,0.3,69.99
9989,2,1/2/2016 13:02,1/2/2016 13:35,1,18.78,-73.77705383,40.64500046,2,N,-73.94041443,40.81638718,1,52,0,0.5,11.67,5.54,0.3,70.01
9990,1,1/2/2016 13:02,1/2/2016 13:39,1,17.4,-73.77883148,40.64666748,2,N,-73.98851776,40.72134781,1,52,0,0.5,10.55,0,0.3,63.35
9991,2,1/2/2016 13:02,1/2/2016 13:35,1,12.28,-73.7818222,40.6447525,1,N,-73.89331818,40.75289154,2,37,0,0.5,0,0,0.3,37.8
9992,1,1/2/2016 13:02,1/2/2016 13:38,1,10.2,-73.78232574,40.64549637,1,N,-73.83448029,40.75851059,2,34.5,0,0.5,0,0,0.3,35.3
9993,1,1/2/2016 13:02,1/2/2016 13:47,1,17,-73.78820038,40.6473465,2,N,-73.9932251,40.7521553,1,52,0,0.5,11.66,5.54,0.3,70
9994,1,1/2/2016 13:02,1/2/2016 13:27,1,12.1,-73.78370667,40.64870071,1,N,-73.87255096,40.7743988,2,34,0,0.5,0,0,0.3,34.8
9995,1,1/2/2016 13:03,1/2/2016 13:36,1,17,-73.78360748,40.64866257,2,N,-73.9710083,40.74871826,1,52,0,0.5,11.65,5.54,0.3,69.99
9996,2,1/2/2016 13:03,1/2/2016 13:50,1,19.27,-73.77683258,40.64588928,2,N,-74.00276184,40.74081039,1,52,0,0.5,13,5.54,0.3,71.34
9997,2,1/2/2016 13:03,1/2/2016 13:35,1,17.63,-73.78943634,40.64699936,2,N,-73.98705292,40.72941971,1,52,0,0.5,11.67,5.54,0.3,70.01
9998,2,1/2/2016 13:03,1/2/2016 14:00,1,18.01,-73.78105927,40.6466217,2,N,-73.98394775,40.75692368,2,52,0,0.5,0,5.54,0.3,58.34
9999,2,1/2/2016 13:03,1/2/2016 13:52,2,22.93,-73.78173065,40.64478683,2,N,-73.98127747,40.78071213,2,52,0,0.5,0,5.54,0.3,58.34
10000,2,1/2/2016 13:03,1/2/2016 13:20,1,7.41,-73.78949738,40.6469574,1,N,-73.73480988,40.69567108,2,23,0,0.5,0,0,0.3,23.8
10001,1,1/2/2016 13:03,1/2/2016 13:34,2,9.1,-73.7822876,40.64454269,1,N,-73.8631897,40.73183441,1,30.5,0,0.5,5,0,0.3,36.3
10002,2,1/2/2016 13:04,1/2/2016 13:37,2,15.27,-73.78948975,40.64698029,1,N,-73.95648956,40.74784851,1,43,0,0.5,10.95,0,0.3,54.75
10003,1,1/2/2016 13:04,1/2/2016 13:43,1,24.4,-73.79083252,40.6434021,1,N,-74.01308441,40.64785385,2,65.5,0,0.5,0,0,0.3,66.3
10004,2,1/2/2016 13:04,1/2/2016 13:19,1,9.29,-73.77874756,40.64669037,1,N,-73.68109131,40.68904877,2,26,0,0.5,0,0,0.3,26.8
10005,2,1/2/2016 13:04,1/2/2016 13:45,1,18.59,-73.78969574,40.64361191,2,N,-74.00167084,40.7363739,1,52,0,0.5,5,5.54,0.3,63.34
10006,1,1/2/2016 13:05,1/2/2016 13:40,1,20.8,-73.78971863,40.64699554,2,N,-73.96780396,40.76271057,1,52,0,0.5,5,5.54,0.3,63.34
10007,2,1/2/2016 13:05,1/2/2016 13:05,1,0.01,-73.77639008,40.64616013,2,N,-73.77649689,40.64636993,1,52,0,0.5,5,0,0.3,57.8
10008,1,1/2/2016 13:05,1/2/2016 13:38,2,16.1,-73.7818985,40.64470673,1,N,-73.95734406,40.72034836,1,46,0,0.5,9.35,0,0.3,56.15
10009,2,1/2/2016 13:05,1/2/2016 13:42,1,17.83,-73.7855835,40.64606094,2,N,-73.99578857,40.72064972,1,52,0,0.5,5,0,0.3,57.8
10010,1,1/2/2016 13:05,1/2/2016 13:55,2,21.6,-73.78188324,40.64472961,2,N,-73.98121643,40.78061295,2,52,0,0.5,0,5.54,0.3,58.34
10011,1,1/2/2016 13:05,1/2/2016 13:33,1,13,-73.78969574,40.64717484,1,N,-73.90385437,40.77363586,2,37.5,0,0.5,0,0,0.3,38.3
10012,1,1/2/2016 13:05,1/2/2016 13:51,1,17.8,-73.78901672,40.64696884,2,N,-73.98316193,40.76630783,1,52,0,0.5,11.65,5.54,0.3,69.99
10013,1,1/2/2016 13:05,1/2/2016 13:33,1,14.1,-73.79007721,40.64350128,1,N,-73.90614319,40.71301651,2,40.5,0,0.5,0,0,0.3,41.3
10014,2,1/2/2016 13:06,1/2/2016 13:28,1,12.82,-73.78929901,40.64744949,1,N,-73.90177917,40.76866913,2,35,0,0.5,0,0,0.3,35.8
10015,1,1/2/2016 13:06,1/2/2016 13:32,1,12.1,-73.78199005,40.64466095,1,N,-73.87116241,40.77359772,2,34,0,0.5,0,0,0.3,34.8
10016,2,1/2/2016 13:07,1/2/2016 13:46,2,15.31,-73.77668762,40.64533997,1,N,-73.92552948,40.70141983,1,45,0,0.5,9.16,0,0.3,54.96
10017,2,1/2/2016 13:07,1/2/2016 13:56,1,21.25,-73.78391266,40.64629364,2,N,-74.0109787,40.70614243,1,52,0,0.5,14.58,5.54,0.3,72.92
10018,2,1/2/2016 13:07,1/2/2016 13:33,1,12.45,-73.78183746,40.6446991,1,N,-73.87245178,40.77447128,2,35,0,0.5,0,0,0.3,35.8
10019,1,1/2/2016 13:07,1/2/2016 13:42,2,19.8,-73.7840271,40.64621735,2,N,-73.96794891,40.78735352,1,52,0,0.5,11.65,5.54,0.3,69.99
10020,2,1/2/2016 13:08,1/2/2016 13:50,1,17.25,-73.78942108,40.64707184,2,N,-73.9545517,40.77795029,1,52,0,0.5,10.56,0,0.3,63.36
10021,1,1/2/2016 13:08,1/2/2016 13:21,1,6.3,-73.79068756,40.64423752,1,N,-73.73722839,40.67814255,2,19,0,0.5,0,0,0.3,19.8
10022,1,1/2/2016 13:08,1/2/2016 13:42,1,11.1,-73.78296661,40.64673233,1,N,-73.90611267,40.70686722,2,35,0,0.5,0,0,0.3,35.8
10023,2,1/2/2016 13:09,1/2/2016 13:32,1,10.97,-73.7818222,40.64471817,1,N,-73.82939148,40.7610817,2,32,0,0.5,0,0,0.3,32.8
10024,2,1/2/2016 13:09,1/2/2016 13:31,2,11.77,-73.78188324,40.64477539,1,N,-73.86432648,40.77000809,2,32.5,0,0.5,0,0,0.3,33.3
10025,1,1/2/2016 13:09,1/2/2016 13:48,2,18.1,-73.78994751,40.6438179,2,N,-73.98770142,40.71947098,1,52,0,0.5,10.55,0,0.3,63.35
10026,2,1/2/2016 13:09,1/3/2016 0:00,1,11.5,-73.78191376,40.64467621,1,N,-73.7900238,40.73319626,1,32,0,0.5,3.28,0,0.3,36.08
10027,1,1/2/2016 13:10,1/2/2016 13:44,1,12.1,-73.78845978,40.64226532,1,N,-73.9649353,40.6769371,1,37.5,0,0.5,5,0,0.3,43.3
10028,2,1/2/2016 13:10,1/2/2016 13:30,1,6.32,-73.78185272,40.64474869,1,N,-73.75813293,40.69916153,2,21.5,0,0.5,0,0,0.3,22.3
10029,1,1/2/2016 13:10,1/2/2016 13:33,1,9.7,-73.79051971,40.64389801,4,N,-73.76333618,40.59403229,2,39,0,0.5,0,0,0.3,39.8
10030,1,1/2/2016 13:10,1/2/2016 13:44,1,19.5,-73.79067993,40.6432991,2,N,-73.95396423,40.78430557,1,52,0,0.5,11.66,5.54,0.3,70
10031,2,1/2/2016 13:11,1/2/2016 13:52,1,16.55,-73.78187561,40.64465714,1,N,-73.9563446,40.7205658,1,48.5,0,0.5,0,0,0.3,49.3
10032,1,1/2/2016 13:11,1/2/2016 13:55,1,17.1,-73.78969574,40.64354706,2,N,-73.98547363,40.74689102,2,52,0,0.5,0,0,0.3,52.8
10033,2,1/2/2016 13:11,1/2/2016 13:58,2,20.99,-73.78185272,40.64471054,2,N,-73.97766113,40.78293991,1,52,0,0.5,11.67,5.54,0.3,70.01
10034,1,1/2/2016 13:12,1/2/2016 13:31,3,9.6,-73.79037476,40.64381027,1,N,-73.72059631,40.72647476,2,28,0,0.5,0,0,0.3,28.8
10035,1,1/2/2016 13:13,1/2/2016 13:57,1,25.3,-73.78988647,40.64393997,5,N,-73.99593353,40.84729767,2,105,0,0,0,18.04,0.3,123.34
10036,2,1/2/2016 13:13,1/2/2016 14:05,1,20.19,-73.78990936,40.64385986,2,N,-73.99016571,40.76171112,2,52,0,0.5,0,5.54,0.3,58.34
10037,2,1/2/2016 13:13,1/2/2016 13:50,1,20.9,-73.7820816,40.64466476,2,N,-73.96161652,40.76765823,1,52,0,0.5,10,5.54,0.3,68.34
10038,2,1/2/2016 13:13,1/2/2016 13:49,4,17.76,-73.78076172,40.64517593,2,N,-73.9772644,40.73493195,1,52,0,0.5,11.67,5.54,0.3,70.01
10039,2,1/2/2016 13:13,1/2/2016 13:48,1,11.93,-73.78204346,40.64471817,1,N,-73.95677948,40.68326187,1,37,0,0.5,7.56,0,0.3,45.36
10040,1,1/2/2016 13:14,1/2/2016 14:07,3,18.3,-73.78960419,40.64420319,2,N,-73.97743225,40.76274872,2,52,0,0.5,0,0,0.3,52.8
10041,1,1/2/2016 13:14,1/2/2016 13:51,3,11.8,-73.77848053,40.64673996,1,N,-73.95061493,40.68582153,1,38,0,0.5,7.75,0,0.3,46.55
10042,2,1/2/2016 13:14,1/2/2016 13:54,2,16.43,-73.78200531,40.64464569,1,N,-73.95466614,40.71973038,1,48,0,0.5,9.76,0,0.3,58.56
10043,1,1/2/2016 13:14,1/2/2016 14:02,2,18.3,-73.78986359,40.64300919,2,N,-74.00288391,40.75616074,1,52,0,0.5,14.55,5.54,0.3,72.89
10044,2,1/2/2016 13:14,1/2/2016 13:48,1,15.87,-73.78351593,40.64861298,1,N,-73.95204926,40.71774292,1,44.5,0,0.5,9.06,0,0.3,54.36
10045,2,1/2/2016 13:15,1/2/2016 14:12,1,18.15,-73.78594208,40.64759064,2,N,-73.98371887,40.76327896,2,52,0,0.5,0,5.54,0.3,58.34
10046,2,1/2/2016 13:15,1/2/2016 13:34,1,5.21,-73.78649139,40.6676712,1,N,-73.83394623,40.67401886,1,17.5,0,0.5,0,0,0.3,18.3
10047,1,1/2/2016 13:16,1/2/2016 13:55,1,17.2,-73.78185272,40.64457321,2,N,-73.95922089,40.76910782,1,52,0,0.5,7.2,0,0.3,60
10048,1,1/2/2016 13:16,1/2/2016 13:51,2,20.7,-73.78210449,40.64460754,1,N,-74.00521088,40.62630081,1,57,0,0.5,5,0,0.3,62.8
10049,1,1/2/2016 13:16,1/2/2016 14:01,3,27.4,-73.78184509,40.64471054,1,N,-73.9138031,40.8856163,2,72.5,0,0.5,0,5.54,0.3,78.84
10050,2,1/2/2016 13:16,1/2/2016 13:57,1,18.28,-73.78234863,40.64457321,2,N,-73.99613953,40.74285889,1,52,0,0.5,10.8,5.54,0.3,69.14
10051,1,1/2/2016 13:16,1/2/2016 14:01,1,20.1,-73.78735352,40.64983368,2,N,-73.90644073,40.82962418,2,52,0,0.5,0,5.54,0.3,58.34
10052,1,1/2/2016 13:16,1/2/2016 14:09,1,21.9,-73.7835083,40.64863586,2,N,-74.01648712,40.71657562,1,52,0,0.5,10.55,0,0.3,63.35
10053,2,1/2/2016 13:16,1/2/2016 13:59,1,18.1,-73.78967285,40.64697647,2,N,-73.983284,40.72217178,2,52,0,0.5,0,0,0.3,52.8
10054,2,1/2/2016 13:17,1/2/2016 13:54,1,17.33,-73.79012299,40.64352036,2,N,-73.97058868,40.75050735,1,52,0,0.5,0,5.54,0.3,58.34
10055,1,1/2/2016 13:17,1/2/2016 16:03,2,38.4,-73.78115082,40.64506531,2,N,-73.79389954,40.65697861,2,52,0,0.5,0,5.54,0.3,58.34
10056,2,1/2/2016 13:17,1/2/2016 13:50,1,16.23,-73.78482819,40.65310287,2,N,-73.9643631,40.76043701,1,52,0,0.5,5,0,0.3,57.8
10057,2,1/2/2016 13:18,1/2/2016 13:41,1,13.97,-73.78379822,40.64865112,2,N,-73.83602905,40.82032776,2,52,0,0.5,0,0,0.3,52.8
10058,2,1/2/2016 13:18,1/2/2016 14:05,1,20.42,-73.78964996,40.64385223,2,N,-73.99936676,40.72761154,2,52,0,0.5,0,5.54,0.3,58.34
10059,1,1/2/2016 13:18,1/2/2016 13:55,2,16.4,-73.79174042,40.64508438,2,N,-73.9736557,40.75695038,2,52,0,0.5,0,5.54,0.3,58.34
10060,2,1/2/2016 13:18,1/2/2016 13:59,1,15.35,-73.79032135,40.64384842,1,N,-73.94313049,40.71725082,1,45,0,0.5,9.16,0,0.3,54.96
10061,1,1/2/2016 13:19,1/2/2016 13:57,1,18.4,-73.77670288,40.64536667,2,N,-73.99203491,40.73456573,1,52,0,0.5,14.55,5.54,0.3,72.89
10062,1,1/2/2016 13:20,1/2/2016 13:40,1,8.7,-73.77677155,40.64534378,1,N,-73.76650238,40.60467148,1,25.5,0,0.5,5.25,0,0.3,31.55
10063,2,1/2/2016 13:20,1/2/2016 13:57,1,20.51,-73.78189087,40.64466095,2,N,-73.9563446,40.76914215,1,52,0,0.5,11.67,5.54,0.3,70.01
10064,2,1/2/2016 13:20,1/2/2016 14:00,1,16.09,-73.78286743,40.64851379,1,N,-73.96274567,40.71815872,1,47.5,0,0.5,9.66,0,0.3,57.96
10065,1,1/2/2016 13:21,1/2/2016 14:05,1,21.8,-73.7835083,40.64864731,2,N,-73.97837067,40.77230072,2,52,0,0.5,0,5.54,0.3,58.34
10066,2,1/2/2016 13:21,1/2/2016 13:54,1,16.84,-73.78208923,40.64466858,2,N,-73.97662354,40.74937057,1,52,0,0.5,0,5.54,0.3,58.34
10067,2,1/2/2016 13:21,1/2/2016 13:56,1,17.85,-73.78217316,40.64460373,2,N,-73.97564697,40.75727081,2,52,0,0.5,0,5.54,0.3,58.34
10068,2,1/2/2016 13:22,1/2/2016 14:02,2,17.44,-73.77667999,40.64538956,2,N,-73.96955872,40.76023102,1,52,0,0.5,6.55,0,0.3,59.35
10069,1,1/2/2016 13:22,1/2/2016 13:58,1,19.4,-73.7813797,40.64490509,2,N,-73.95596313,40.7759819,1,52,0,0.5,10,5.54,0.3,68.34
10070,2,1/2/2016 13:22,1/2/2016 13:56,1,17.42,-73.78981018,40.64676666,2,N,-73.98688507,40.7296524,1,52,0,0.5,6,5.54,0.3,64.34
10071,2,1/2/2016 13:23,1/2/2016 14:02,3,24.44,-73.7819519,40.64471817,4,N,-73.76719666,40.93421936,1,75.5,0,0.5,17.83,12.83,0.3,106.96
10072,2,1/2/2016 13:23,1/2/2016 14:09,1,23.08,-73.78475952,40.64855957,2,N,-74.00720978,40.71590042,2,52,0,0.5,0,5.54,0.3,58.34
10073,2,1/2/2016 13:23,1/2/2016 14:04,1,21.07,-73.78115082,40.64502335,2,N,-73.97146606,40.79259872,1,52,0,0.5,0,5.54,0.3,58.34
10074,1,1/2/2016 13:24,1/2/2016 14:00,1,20.2,-73.78479004,40.64852905,2,N,-73.96631622,40.79485321,1,52,0,0.5,6,5.54,0.3,64.34
10075,1,1/2/2016 13:24,1/2/2016 13:24,2,0.2,-73.79071808,40.64470291,2,N,-73.78748322,40.64461136,1,52,0,0.5,11.65,5.54,0.3,69.99
10076,1,1/2/2016 13:24,1/2/2016 13:58,1,19,-73.78517914,40.64849472,2,N,-73.94880676,40.78165054,1,52,0,0.5,11.65,5.54,0.3,69.99
10077,2,1/2/2016 13:24,1/2/2016 14:09,2,12.68,-73.78940582,40.64683151,1,N,-73.97929382,40.68795013,1,41.5,0,0.5,8.46,0,0.3,50.76
10078,2,1/2/2016 13:24,1/2/2016 13:54,4,15.24,-73.77674866,40.64543152,1,N,-73.94159698,40.74308014,2,42.5,0,0.5,0,0,0.3,43.3
10079,2,1/2/2016 13:24,1/2/2016 14:04,2,20.6,-73.77670288,40.64540482,2,N,-73.95796204,40.76950455,1,52,0,0.5,11.67,5.54,0.3,70.01
10080,2,1/2/2016 13:25,1/2/2016 14:15,1,14.33,-73.78205872,40.64469528,1,N,-73.98981476,40.66015244,2,47.5,0,0.5,0,0,0.3,48.3
10081,1,1/2/2016 13:25,1/2/2016 13:58,2,17.2,-73.78244781,40.64451599,2,N,-73.97241211,40.74640274,2,52,0,0.5,0,5.54,0.3,58.34
10082,1,1/2/2016 13:25,1/2/2016 13:58,1,17.5,-73.78193665,40.64480591,2,N,-73.98309326,40.74276733,2,52,0,0.5,0,5.54,0.3,58.34
10083,2,1/2/2016 13:26,1/2/2016 14:05,1,18.35,-73.78026581,40.64574814,2,N,-73.95368958,40.78135681,1,52,0,0.5,4,0,0.3,56.8
10084,1,1/2/2016 13:26,1/2/2016 13:56,1,14.7,-73.78973389,40.64654541,1,N,-73.95690918,40.74251938,2,41.5,0,0.5,0,0,0.3,42.3
10085,2,1/2/2016 13:26,1/2/2016 14:15,1,14.18,-73.78195953,40.64458084,1,N,-73.99542999,40.69379044,1,47,0,0.5,9.56,0,0.3,57.36
10086,1,1/2/2016 13:26,1/2/2016 14:06,2,21.9,-73.7835083,40.64866257,2,N,-73.97533417,40.76507187,2,52,0,0.5,0,5.54,0.3,58.34
10087,2,1/2/2016 13:26,1/2/2016 14:27,1,20.39,-73.78221893,40.64469147,2,N,-74.00550842,40.73822021,1,52,0,0.5,7.2,0,0.3,60
10088,1,1/2/2016 13:27,1/2/2016 14:19,1,18.4,-73.78326416,40.64854431,2,N,-73.98547363,40.75675583,2,52,0,0.5,0,5.54,0.3,58.34
10089,2,1/2/2016 13:27,1/2/2016 14:00,1,17.7,-73.77861023,40.64670181,2,N,-73.9849472,40.75191879,1,52,0,0.5,11.67,5.54,0.3,70.01
10090,2,1/2/2016 13:27,1/2/2016 13:48,1,11.5,-73.78994751,40.64351273,1,N,-73.86162567,40.76838303,2,32,0,0.5,0,0,0.3,32.8
10091,1,1/2/2016 13:27,1/2/2016 13:52,2,11.7,-73.78359222,40.64869308,1,N,-73.88616943,40.76592255,1,34,0,0.5,6.96,0,0.3,41.76
10092,1,1/2/2016 13:28,1/2/2016 14:20,1,19.2,-73.7818985,40.64474487,2,N,-73.98418427,40.76651001,1,52,0,0.5,11.66,5.54,0.3,70
10093,2,1/2/2016 13:28,1/2/2016 14:00,1,15.04,-73.78955841,40.64315033,1,N,-73.91874695,40.75797272,1,44,0,0.5,5.2,0,0.3,50
10094,2,1/2/2016 13:28,1/2/2016 14:17,1,18.02,-73.78175354,40.64480591,2,N,-73.98914337,40.75868225,2,52,0,0.5,0,5.54,0.3,58.34
10095,2,1/2/2016 13:28,1/2/2016 14:05,1,17.53,-73.79329681,40.64486694,2,N,-74.00001526,40.7611618,1,52,0,0.5,5.83,5.54,0.3,64.17
10096,1,1/2/2016 13:28,1/2/2016 14:08,3,18.1,-73.78327942,40.64870834,1,N,-73.90180969,40.77310562,1,49,0,0.5,2,0,0.3,51.8
10097,1,1/2/2016 13:28,1/2/2016 14:07,2,18.7,-73.77687073,40.64550781,2,N,-73.95372772,40.813694,1,52,0,0.5,10,5.54,0.3,68.34
10098,2,1/2/2016 13:28,1/2/2016 13:52,2,11.74,-73.78996277,40.64384842,1,N,-73.86171722,40.7684021,1,34,0,0.5,5,0,0.3,39.8
10099,2,1/2/2016 13:28,1/2/2016 14:10,1,16.3,-73.7820282,40.64473724,1,N,-73.96274567,40.71819687,1,47,0,0.5,4,0,0.3,51.8
10100,1,1/2/2016 13:29,1/2/2016 13:34,1,2.6,-73.78336334,40.64863205,1,N,-73.79396057,40.66721344,2,9,0,0.5,0,0,0.3,9.8
10101,1,1/2/2016 13:29,1/2/2016 14:25,1,20.4,-73.78395081,40.64622498,2,N,-73.98949432,40.75873184,2,52,0,0.5,0,5.54,0.3,58.34
10102,1,1/2/2016 13:29,1/2/2016 14:12,2,18.7,-73.78165436,40.64477539,2,N,-73.95836639,40.80812836,1,52,0,0.5,11.65,5.54,0.3,69.99
10103,1,1/2/2016 13:29,1/2/2016 14:03,1,17,-73.7767868,40.64556885,2,N,-73.96577454,40.76288605,1,52,0,0.5,13.2,0,0.3,66
10104,1,1/2/2016 13:29,1/2/2016 14:11,3,20.8,-73.7820282,40.64424515,2,N,-73.97764587,40.79149246,1,52,0,0.5,11.65,5.54,0.3,69.99
10105,2,1/2/2016 13:30,1/2/2016 14:11,1,19.06,-73.77689362,40.6450119,2,N,-73.99440765,40.72116852,1,52,0,0.5,10,5.54,0.3,68.34
10106,2,1/2/2016 13:30,1/2/2016 14:18,2,12.29,-73.78191376,40.64477158,1,N,-73.9469223,40.70998001,1,43,0,0.5,8.76,0,0.3,52.56
10107,1,1/2/2016 13:30,1/2/2016 14:00,1,10.6,-73.77667236,40.64535522,1,N,-73.92328644,40.68790436,1,32.5,0.5,0.5,6.76,0,0.3,40.56
10108,2,1/2/2016 13:30,1/2/2016 14:43,3,26.15,-73.78356934,40.64865112,2,N,-73.95378113,40.7987709,2,52,0,0.5,0,0,0.3,52.8
10109,1,1/2/2016 13:31,1/2/2016 14:07,1,15.7,-73.78910828,40.64219666,1,N,-73.95179749,40.74203873,1,45.5,0,0.5,6,0,0.3,52.3
10110,1,1/2/2016 13:31,1/2/2016 14:03,3,14.6,-73.79033661,40.64369583,1,N,-73.94892883,40.63500214,2,42.5,0,0.5,0,0,0.3,43.3
10111,1,1/2/2016 13:31,1/2/2016 14:22,2,15.6,-73.78231812,40.64459229,2,Y,-74.00702667,40.70524597,1,52,0,0.5,0,0,0.3,52.8
10112,2,1/2/2016 13:31,1/2/2016 14:14,1,13.42,-73.78173828,40.64476013,1,N,-73.97941589,40.674366,2,42.5,0,0.5,0,0,0.3,43.3
10113,1,1/2/2016 13:31,1/2/2016 13:58,4,10.1,-73.78990173,40.64468765,1,N,-73.87651825,40.70529175,2,31,0,0.5,0,0,0.3,31.8
10114,2,1/2/2016 13:31,1/2/2016 14:09,1,17.42,-73.78965759,40.64289093,2,N,-73.98455048,40.74996185,2,52,0,0.5,0,5.54,0.3,58.34
10115,1,1/2/2016 13:31,1/2/2016 14:04,1,9.6,-73.78192139,40.64470291,1,N,-73.9074173,40.68069077,2,32.5,0,0.5,0,0,0.3,33.3
10116,2,1/2/2016 13:31,1/2/2016 14:05,1,19.17,-73.78932953,40.64315796,2,N,-73.95162964,40.78038025,1,52,0,0.5,11.67,5.54,0.3,70.01
10117,1,1/2/2016 13:32,1/2/2016 14:22,1,22.3,-73.7767334,40.64574432,2,N,-73.9877243,40.77633286,2,52,0,0.5,0,5.54,0.3,58.34
10118,1,1/2/2016 13:32,1/2/2016 14:13,1,16.4,-73.79154968,40.64528656,2,N,-73.96863556,40.76635742,1,52,0,0.5,10.55,0,0.3,63.35
10119,2,1/2/2016 13:32,1/2/2016 14:17,1,18.19,-73.78181458,40.64471817,2,N,-73.97636414,40.77654648,1,52,0,0.5,10.56,0,0.3,63.36
10120,1,1/2/2016 13:33,1/2/2016 13:59,2,11,-73.77671814,40.64518356,4,N,-73.6982193,40.58498383,2,47,0,0.5,0,0,0.3,47.8
10121,2,1/2/2016 13:33,1/2/2016 14:32,1,17.55,-73.77693176,40.64501953,2,N,-74.01394653,40.70909882,1,52,0,0.5,11.67,5.54,0.3,70.01
10122,1,1/2/2016 13:33,1/2/2016 13:53,1,12.6,-73.77671814,40.64530563,3,N,-73.88728333,40.76699448,1,52,0,0,6,5.54,0.3,63.84
10123,2,1/2/2016 13:33,1/2/2016 14:01,1,16.35,-73.79055023,40.64659882,2,N,-73.97370148,40.74896622,1,52,0,0.5,0.55,5.54,0.3,58.89
10124,2,1/2/2016 13:33,1/2/2016 14:06,1,14.37,-73.78181458,40.64482117,1,N,-73.92234802,40.76750565,1,42.5,0,0.5,8.66,0,0.3,51.96
10125,1,1/2/2016 13:33,1/2/2016 14:13,1,20.6,-73.7767334,40.64533234,2,N,-73.96326447,40.77060318,1,52,0,0.5,8.75,5.54,0.3,67.09
10126,2,1/2/2016 13:34,1/2/2016 14:13,1,16.53,-73.78220367,40.64457321,1,N,-73.96207428,40.72060013,1,47.5,0,0.5,9.66,0,0.3,57.96
10127,2,1/2/2016 13:34,1/2/2016 14:07,1,17.07,-73.78185272,40.64477158,2,N,-73.98353577,40.74992752,1,52,0,0.5,7,5.54,0.3,65.34
10128,1,1/2/2016 13:35,1/2/2016 14:28,2,18.2,-73.7901001,40.64362335,2,N,-73.99648285,40.75986862,2,52,0,0.5,0,5.54,0.3,58.34
10129,1,1/2/2016 13:35,1/2/2016 14:16,1,18.8,-73.77672577,40.64529037,2,N,-74.00050354,40.73717499,1,52,0,0.5,11.65,5.54,0.3,69.99
10130,1,1/2/2016 13:35,1/2/2016 14:12,1,12.6,-73.79032898,40.64442444,1,N,-73.96240997,40.68609619,1,39.5,0,0.5,7,0,0.3,47.3
10131,2,1/2/2016 13:36,1/2/2016 14:12,2,17.72,-73.7769165,40.64606857,2,N,-73.99035645,40.74861145,1,52,0,0.5,11.67,5.54,0.3,70.01
10132,1,1/2/2016 13:36,1/2/2016 14:25,2,19.7,-73.78176117,40.64473724,2,N,-74.00496674,40.72100449,1,52,0,0.5,11.65,5.54,0.3,69.99
10133,1,1/2/2016 13:36,1/2/2016 14:10,1,18,-73.78108978,40.6466217,2,N,-73.99126434,40.73245621,1,52,0,0.5,5,5.54,0.3,63.34
10134,1,1/2/2016 13:36,1/2/2016 14:13,3,19.3,-73.7818985,40.64469147,2,N,-73.95409393,40.78210068,1,52,0,0.5,11.65,5.54,0.3,69.99
10135,2,1/2/2016 13:36,1/2/2016 14:17,1,20.38,-73.77700043,40.64495087,2,N,-73.9837265,40.73014069,1,52,0,0.5,11.67,5.54,0.3,70.01
10136,2,1/2/2016 13:36,1/2/2016 14:12,1,11.42,-73.77674866,40.64525986,1,N,-73.94273376,40.68869019,1,37,0,0.5,9.45,0,0.3,47.25
10137,1,1/2/2016 13:37,1/2/2016 14:26,1,20.9,-73.7766571,40.645298,2,N,-73.97698212,40.78344345,1,52,0,0.5,11.65,5.54,0.3,69.99
10138,2,1/2/2016 13:37,1/2/2016 14:02,1,11.61,-73.79039764,40.64385986,1,N,-73.86177826,40.76842117,1,33.5,0,0.5,6.86,0,0.3,41.16
10139,2,1/2/2016 13:37,1/2/2016 14:17,1,18.06,-73.78237152,40.64458084,1,N,-73.96692657,40.69374847,2,51,0,0.5,0,0,0.3,51.8
10140,1,1/2/2016 13:38,1/2/2016 14:13,2,20.4,-73.78227234,40.6445694,2,N,-73.95632172,40.76870346,1,52,0,0.5,11.65,5.54,0.3,69.99
10141,2,1/2/2016 13:38,1/2/2016 14:23,1,18.74,-73.78980255,40.64318085,2,N,-73.99932861,40.76049042,1,52,0,0.5,11.67,5.54,0.3,70.01
10142,1,1/2/2016 13:38,1/2/2016 13:48,1,3.9,-73.78247833,40.64447784,1,N,-73.80564117,40.67947006,2,13.5,0,0.5,0,0,0.3,14.3
10143,1,1/2/2016 13:38,1/2/2016 14:26,2,21,-73.79029846,40.6437645,2,N,-73.97852325,40.7857666,2,52,0,0.5,0,5.54,0.3,58.34
10144,2,1/2/2016 13:38,1/2/2016 14:20,1,19.46,-73.7819519,40.64474869,1,N,-73.89968109,40.83819962,2,54,0,0.5,0,5.54,0.3,60.34
10145,2,1/2/2016 13:38,1/2/2016 14:13,1,11.28,-73.79019165,40.64725876,1,N,-73.94337463,40.68182373,1,35,0,0.5,0,0,0.3,35.8
