id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_latitude,pickup_longitude,ratecodeid,store_and_fwd_flag,dropoff_latitude,dropoff_longitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
10146,2,1/2/2016 13:38,1/2/2016 14:19,1,18.33,-73.77693939,40.6449585,2,N,-73.99638367,40.74824905,1,52,0,0.5,11.67,5.54,0.3,70.01
10147,2,1/2/2016 13:38,1/2/2016 14:26,2,19.26,-73.78205872,40.64461136,2,N,-73.98760223,40.77120972,1,52,0,0.5,11.67,5.54,0.3,70.01
10148,1,1/2/2016 13:38,1/2/2016 14:25,1,14.8,-73.77664948,40.64537811,1,N,-73.99094391,40.6781311,2,47,0,0.5,0,0,0.3,47.8
10149,2,1/2/2016 13:38,1/2/2016 14:19,1,17.65,-73.78224945,40.6447525,2,N,-73.98400879,40.7574501,1,52,0,0.5,5,5.54,0.3,63.34
10150,2,1/2/2016 13:38,1/2/2016 13:56,1,7.06,-73.77696228,40.64495087,1,N,-73.81868744,40.72048187,1,22,0,0.5,4.56,0,0.3,27.36
10151,1,1/2/2016 13:38,1/2/2016 14:21,2,17.9,-73.79037476,40.64360428,2,N,-73.98609161,40.75064468,2,52,0,0.5,0,5.54,0.3,58.34
10152,1,1/2/2016 13:38,1/2/2016 14:19,1,15.9,-73.78823853,40.64752579,1,N,-73.96376038,40.71390533,1,47,0,0.5,5,0,0.3,52.8
10153,1,1/2/2016 13:39,1/2/2016 14:10,1,17.6,-73.7901001,40.64712906,2,N,-73.96121216,40.75993347,1,52,0,0.5,8,5.54,0.3,66.34
10154,2,1/2/2016 13:39,1/2/2016 14:29,1,18.93,-73.78925323,40.64186478,2,N,-73.98434448,40.76563644,1,52,0,0.5,0,5.54,0.3,58.34
10155,1,1/2/2016 13:39,1/2/2016 14:24,2,17.8,-73.79001617,40.64362335,2,N,-73.99346924,40.75224686,1,52,0,0.5,1.66,5.54,0.3,60
10156,2,1/2/2016 13:40,1/2/2016 14:22,2,21.93,-73.77835846,40.64675903,2,N,-74.00972748,40.70562744,1,52,0,0.5,0,5.54,0.3,58.34
10157,2,1/2/2016 13:40,1/2/2016 14:17,1,20.24,-73.79045105,40.64694595,2,N,-73.97446442,40.73662567,2,52,0,0.5,0,5.54,0.3,58.34
10158,1,1/2/2016 13:40,1/2/2016 14:13,1,14.2,-73.7821579,40.64461899,1,N,-73.9094162,40.77528763,2,42.5,0,0.5,0,0,0.3,43.3
10159,1,1/2/2016 13:40,1/2/2016 14:08,1,9.8,-73.78186798,40.6445694,1,N,-73.91873932,40.68460083,2,30,0,0.5,0,0,0.3,30.8
10160,1,1/2/2016 13:40,1/2/2016 14:18,2,17.9,-73.78359985,40.64857864,2,N,-73.97251129,40.75613785,2,52,0,0.5,0,5.54,0.3,58.34
10161,1,1/2/2016 13:40,1/2/2016 14:30,3,20.2,-73.77662659,40.64520264,2,N,-74.00515747,40.71882248,1,52,0,0.5,11.66,5.54,0.3,70
10162,1,1/2/2016 13:40,1/2/2016 14:20,2,19.9,-73.78281403,40.64445877,2,N,-73.96535492,40.80524826,1,52,0,0.5,7.5,5.54,0.3,65.84
10163,1,1/2/2016 13:40,1/2/2016 14:20,2,18.3,-73.78973389,40.64368057,2,N,-73.98625946,40.75834656,2,52,0,0.5,0,5.54,0.3,58.34
10164,2,1/2/2016 13:41,1/2/2016 13:46,2,1.23,-73.78907013,40.64159012,1,N,-73.78452301,40.64331818,1,6.5,0,0.5,2.19,0,0.3,9.49
10165,1,1/2/2016 13:41,1/2/2016 14:11,1,10.6,-73.77667236,40.64521027,1,N,-73.92234039,40.69332123,2,32.5,0,0.5,0,0,0.3,33.3
10166,2,1/2/2016 13:41,1/2/2016 14:17,1,17.73,-73.7820282,40.64458084,2,N,-73.98316193,40.75091171,2,52,0,0.5,0,5.54,0.3,58.34
10167,2,1/2/2016 13:41,1/2/2016 14:25,1,19.26,-73.78189087,40.64471817,2,N,-74.00550842,40.71110153,1,52,0,0.5,10.56,0,0.3,63.36
10168,1,1/2/2016 13:41,1/2/2016 14:25,4,16,-73.78958893,40.64334869,1,N,-73.93865967,40.75272751,2,47.5,0,0.5,0,0,0.3,48.3
10169,2,1/2/2016 13:41,1/2/2016 14:18,1,18.84,-73.78981781,40.64746857,2,N,-73.94831848,40.77643967,1,52,0,0.5,8.75,5.54,0.3,67.09
10170,1,1/2/2016 13:42,1/2/2016 14:28,2,25.7,-73.77657318,40.64532852,1,N,-73.86539459,40.90052795,1,69,0,0.5,15.05,5.54,0.3,90.39
10171,1,1/2/2016 13:42,1/2/2016 14:10,1,10.8,-73.77670288,40.64512634,1,N,-73.91590118,40.69941711,1,32,0,0.5,6.56,0,0.3,39.36
10172,1,1/2/2016 13:42,1/2/2016 14:03,4,11.2,-73.78165436,40.64489746,1,N,-73.86147308,40.76807022,2,31.5,0,0.5,0,0,0.3,32.3
10173,2,1/2/2016 13:42,1/2/2016 14:28,1,12.15,-73.7767334,40.64529419,1,N,-73.91283417,40.74869537,2,41.5,0,0.5,0,0,0.3,42.3
10174,1,1/2/2016 13:42,1/2/2016 14:26,1,18.6,-73.7767868,40.64543915,2,N,-73.99874878,40.7474823,2,52,0,0.5,0,5.54,0.3,58.34
10175,1,1/2/2016 13:43,1/2/2016 14:17,2,9.4,-73.77670288,40.64509201,1,N,-73.87833405,40.71419907,2,33,0,0.5,0,0,0.3,33.8
10176,1,1/2/2016 13:43,1/2/2016 13:53,1,4.1,-73.78189087,40.64480591,1,N,-73.76860809,40.67494583,2,14,0,0.5,0,0,0.3,14.8
10177,2,1/2/2016 13:43,1/2/2016 14:24,3,20.71,-73.78996277,40.64733887,2,N,-73.9747467,40.79013062,2,52,0,0.5,0,5.54,0.3,58.34
10178,2,1/2/2016 13:43,1/2/2016 14:06,1,13.6,-73.79025269,40.6436882,1,N,-73.7217865,40.77365112,2,37,0,0.5,0,0,0.3,37.8
10179,1,1/2/2016 13:43,1/2/2016 14:20,1,17.8,-73.79046631,40.64687729,2,N,-73.99338531,40.72951126,2,52,0,0.5,0,5.54,0.3,58.34
10180,1,1/2/2016 13:44,1/2/2016 14:20,2,17,-73.79027557,40.64702225,2,Y,-73.98513031,40.75133514,2,52,0,0.5,0,5.54,0.3,58.34
10181,2,1/2/2016 13:44,1/2/2016 14:27,3,20.95,-73.78980255,40.64328003,2,N,-73.97798157,40.7836113,1,52,0,0.5,11.67,5.54,0.3,70.01
10182,2,1/2/2016 13:44,1/2/2016 14:20,1,12.9,-73.77677155,40.64550018,1,N,-73.94884491,40.70349884,1,39,0,0.5,7.96,0,0.3,47.76
10183,2,1/2/2016 13:44,1/2/2016 14:29,2,17.19,-73.79020691,40.64688492,2,N,-73.97728729,40.76289368,1,52,0,0.5,6,5.54,0.3,64.34
10184,2,1/2/2016 13:44,1/2/2016 14:24,3,18.86,-73.78883362,40.64215851,2,N,-73.97052765,40.76197815,1,52,0,0.5,11.67,5.54,0.3,70.01
10185,2,1/2/2016 13:44,1/2/2016 14:06,1,13.95,-73.77669525,40.64541626,1,N,-73.77544403,40.76274872,1,38,0,0.5,4,0,0.3,42.8
10186,1,1/2/2016 13:44,1/2/2016 14:34,1,18.4,-73.78622437,40.64538574,2,N,-73.98248291,40.77973557,1,52,0,0.5,10.55,0,0.3,63.35
10187,2,1/2/2016 13:45,1/2/2016 14:22,1,12.49,-73.77680206,40.64556122,1,N,-73.9539566,40.66733932,1,39.5,0,0.5,3,0,0.3,43.3
10188,2,1/2/2016 13:45,1/2/2016 14:19,1,12.01,-73.77675629,40.64506149,1,N,-73.91385651,40.69662857,1,35.5,0,0.5,7.26,0,0.3,43.56
10189,1,1/2/2016 13:45,1/2/2016 14:25,1,18.1,-73.79064941,40.64619827,2,N,-74.00089264,40.73995972,1,52,0,0.5,11.65,5.54,0.3,69.99
10190,2,1/2/2016 13:45,1/2/2016 14:16,2,13.13,-73.8017807,40.66191864,1,N,-73.93994904,40.62746811,2,39,0,0.5,0,0,0.3,39.8
10191,1,1/2/2016 13:45,1/2/2016 15:05,1,35.3,-73.7818985,40.64474106,4,N,-73.79507446,41.02537537,2,139.5,0,0.5,0,0,0.3,140.3
10192,2,1/2/2016 13:45,1/2/2016 14:26,2,17.41,-73.79140472,40.64558792,2,N,-73.99156952,40.74411774,1,52,0,0.5,15.2,8,0.3,76
10193,1,1/2/2016 13:46,1/2/2016 14:16,1,10.5,-73.77671051,40.64513779,1,N,-73.91246033,40.64619446,2,33,0,0.5,0,0,0.3,33.8
10194,1,1/2/2016 13:46,1/2/2016 14:21,2,11.6,-73.78213501,40.64464569,1,N,-73.95855713,40.68133163,1,37,0,0.5,9.45,0,0.3,47.25
10195,2,1/2/2016 13:46,1/2/2016 14:20,2,19.01,-73.78210449,40.64461136,2,N,-73.94526672,40.77851105,1,52,0,0.5,10,5.54,0.3,68.34
10196,1,1/2/2016 13:46,1/2/2016 14:27,1,17.3,-73.79058838,40.64402771,2,N,-73.9576416,40.76564789,1,52,0,0.5,10.55,0,0.3,63.35
10197,2,1/2/2016 13:46,1/2/2016 14:22,1,17.62,-73.7824173,40.64453888,2,N,-73.97706604,40.73492813,1,52,0,0.5,7,5.54,0.3,65.34
10198,1,1/2/2016 13:46,1/2/2016 14:23,1,16.4,-73.78999329,40.64347839,1,N,-73.95168304,40.7175293,2,45.5,0,0.5,0,0,0.3,46.3
10199,1,1/2/2016 13:46,1/2/2016 14:48,1,15.8,-73.78250885,40.64453888,1,N,-73.9998703,40.67873383,1,53,0,0.5,10.75,0,0.3,64.55
10200,2,1/2/2016 13:46,1/2/2016 14:00,3,5.85,-73.78212738,40.64471817,1,N,-73.84960175,40.67235565,1,18.5,0,0.5,3.86,0,0.3,23.16
10201,2,1/2/2016 13:46,1/2/2016 14:31,1,19.78,-73.78170776,40.64484787,2,N,-73.96226501,40.79746628,2,52,0,0.5,0,5.54,0.3,58.34
10202,1,1/2/2016 13:47,1/2/2016 14:24,2,18.1,-73.78261566,40.64446259,2,N,-73.98336029,40.7562294,2,52,0,0.5,0,5.54,0.3,58.34
10203,1,1/2/2016 13:47,1/2/2016 14:18,1,13.8,-73.78995514,40.6471405,1,N,-73.92456055,40.77121735,2,40.5,0,0.5,0,0,0.3,41.3
10204,2,1/2/2016 13:47,1/2/2016 14:28,3,19.19,-73.78973389,40.64318848,2,N,-74.00237274,40.73343658,1,52,0,0.5,7,5.54,0.3,65.34
10205,2,1/2/2016 13:47,1/2/2016 14:14,1,10.71,-73.78236389,40.64468384,1,N,-73.83031464,40.75976563,1,32,0,0.5,6.56,0,0.3,39.36
10206,2,1/2/2016 13:47,1/2/2016 14:35,1,21.29,-73.79029083,40.64371109,2,N,-73.97873688,40.78580856,1,52,0,0.5,14.58,5.54,0.3,72.92
10207,1,1/2/2016 13:47,1/2/2016 14:09,4,7,-73.77672577,40.64514923,1,N,-73.82683563,40.71193314,2,23,0,0.5,0,0,0.3,23.8
10208,1,1/2/2016 13:47,1/2/2016 14:20,2,20,-73.78185272,40.64476776,2,N,-73.94871521,40.77389145,1,52,0,0.5,11.65,5.54,0.3,69.99
10209,1,1/2/2016 13:47,1/2/2016 14:30,3,20.6,-73.78192139,40.64469147,2,N,-73.94628143,40.78373337,1,52,0,0.5,10,5.54,0.3,68.34
10210,1,1/2/2016 13:48,1/2/2016 14:22,1,17.9,-73.78932953,40.64737701,2,N,-73.9910202,40.73142624,1,52,0,0.5,17.5,5.54,0.3,75.84
10211,2,1/2/2016 13:48,1/2/2016 14:32,1,28.37,-73.78061676,40.64625168,2,N,-74.01654053,40.71646881,2,52,0,0.5,0,5.54,0.3,58.34
10212,1,1/2/2016 13:48,1/2/2016 14:31,2,21.2,-73.79006195,40.64712906,2,N,-74.00888824,40.71101379,1,52,0,0.5,10,5.54,0.3,68.34
10213,2,1/2/2016 13:48,1/2/2016 14:28,1,17.07,-73.79695892,40.6447258,2,N,-73.98077393,40.76764679,1,52,0,0.5,15.84,0,0.3,68.64
10214,2,1/2/2016 13:48,1/2/2016 14:10,1,11.71,-73.77676392,40.64539337,1,N,-73.86392212,40.7692337,1,32.5,0,0.5,0,0,0.3,33.3
10215,2,1/2/2016 13:48,1/2/2016 14:25,1,19.11,-73.78186798,40.64479828,2,N,-73.94978333,40.77606964,1,52,0,0.5,11.67,5.54,0.3,70.01
10216,1,1/2/2016 13:49,1/2/2016 14:26,1,16.2,-73.78175354,40.64477921,2,N,-73.96434784,40.76069641,1,52,0,0.5,10.55,0,0.3,63.35
10217,1,1/2/2016 13:49,1/2/2016 14:32,1,17.5,-73.77680969,40.64553833,2,N,-73.96125793,40.76657104,2,52,0,0.5,0,0,0.3,52.8
10218,1,1/2/2016 13:49,1/2/2016 14:29,2,18.5,-73.79017639,40.6435051,2,N,-73.97459412,40.73305511,1,52,0,0.5,7,5.54,0.3,65.34
10219,2,1/2/2016 13:49,1/2/2016 14:27,1,12.34,-73.78184509,40.6447258,1,N,-73.97320557,40.68492126,2,39.5,0,0.5,0,0,0.3,40.3
10220,1,1/2/2016 13:49,1/2/2016 14:10,2,11.1,-73.7767868,40.64539337,1,N,-73.71855927,40.71970367,2,31,0,0.5,0,0,0.3,31.8
10221,2,1/2/2016 13:49,1/2/2016 14:06,2,5.53,-73.8019104,40.6648407,1,N,-73.84687042,40.72468185,2,17.5,0,0.5,0,0,0.3,18.3
10222,1,1/2/2016 13:49,1/2/2016 14:35,1,18.3,-73.79046631,40.64418411,2,Y,-73.97936249,40.76648331,2,52,0,0.5,0,5.54,0.3,58.34
10223,2,1/2/2016 13:49,1/2/2016 14:29,1,21.11,-73.78959656,40.6473999,2,N,-73.97207642,40.75687027,2,52,0,0.5,0,5.54,0.3,58.34
10224,1,1/2/2016 13:49,1/2/2016 14:33,1,19.7,-73.78988647,40.64603043,2,N,-73.96403503,40.80390167,1,52,0,0.5,11.66,5.54,0.3,70
10225,1,1/2/2016 13:49,1/2/2016 14:12,2,10.1,-73.78217316,40.64455414,1,N,-73.90765381,40.69819641,1,29.5,0,0.5,7.55,0,0.3,37.85
10226,1,1/2/2016 13:50,1/2/2016 14:29,2,17.7,-73.78154755,40.64481735,2,N,-73.98416138,40.75715637,1,52,0,0.5,11.65,5.54,0.3,69.99
10227,1,1/2/2016 13:50,1/2/2016 14:30,2,19.8,-73.78060913,40.64628601,2,N,-73.95240021,40.77381134,1,52,0,0.5,5,5.54,0.3,63.34
10228,2,1/2/2016 13:50,1/2/2016 14:21,2,10.06,-73.78262329,40.64442062,1,N,-73.82125092,40.75204086,2,32,0,0.5,0,0,0.3,32.8
10229,2,1/2/2016 13:50,1/2/2016 14:32,1,24.51,-73.79007721,40.64370728,1,N,-74.02641296,40.6303978,2,66,0,0.5,0,0,0.3,66.8
10230,1,1/2/2016 13:50,1/2/2016 14:24,2,21,-73.7898407,40.64363098,1,N,-74.02639771,40.63032532,2,57.5,0,0.5,0,0,0.3,58.3
10231,2,1/2/2016 13:50,1/2/2016 14:21,1,14.54,-73.77669525,40.64543915,1,N,-73.91642761,40.7668457,1,42.5,0,0.5,8.66,0,0.3,51.96
10232,2,1/2/2016 13:50,1/2/2016 14:14,2,13.97,-73.79003143,40.64714432,4,N,-73.73364258,40.77637863,1,39.5,0,0.5,8.06,0,0.3,48.36
10233,1,1/2/2016 13:50,1/2/2016 14:00,1,4.1,-73.78253174,40.64447403,1,N,-73.75610352,40.65044022,2,13.5,0,0.5,0,0,0.3,14.3
10234,1,1/2/2016 13:51,1/2/2016 14:33,1,19,-73.78181458,40.6446991,2,N,-73.99980927,40.73841476,1,52,0,0.5,10.5,0,0.3,63.3
10235,2,1/2/2016 13:51,1/2/2016 14:09,1,5.75,-73.79016113,40.64358902,1,N,-73.83103943,40.67811966,2,20,0,0.5,0,0,0.3,20.8
10236,1,1/2/2016 13:51,1/2/2016 14:36,1,22.1,-73.78971863,40.64345169,2,N,-73.97633362,40.76222992,1,52,0,0.5,14.55,5.54,0.3,72.89
10237,1,1/2/2016 13:51,1/2/2016 14:24,2,17.1,-73.77667999,40.64544678,2,N,-73.97590637,40.74871063,1,52,0,0.5,11.66,5.54,0.3,70
10238,2,1/2/2016 13:51,1/2/2016 14:30,1,19.92,-73.78033447,40.64593124,2,N,-73.96911621,40.79444885,2,52,0,0.5,0,5.54,0.3,58.34
10239,1,1/2/2016 13:51,1/2/2016 14:44,1,20.7,-73.77669525,40.64533615,1,N,-73.98027039,40.67298889,1,59.5,0,0.5,15.05,0,0.3,75.35
10240,1,1/2/2016 13:51,1/2/2016 14:03,1,5.1,-73.78289032,40.64453506,1,N,-73.79945374,40.69356918,1,16.5,0,0.5,1.5,0,0.3,18.8
10241,1,1/2/2016 13:51,1/2/2016 13:51,1,10.3,-73.77632904,40.64509583,2,N,-73.77632141,40.64509964,1,52,0,0.5,11.65,5.54,0.3,69.99
10242,1,1/2/2016 13:51,1/2/2016 14:25,3,17,-73.78170013,40.64476013,2,N,-73.97496796,40.75181961,2,52,0,0.5,0,5.54,0.3,58.34
10243,1,1/2/2016 13:51,1/2/2016 14:26,2,17.8,-73.78204346,40.64487076,2,N,-73.9861145,40.73061752,1,52,0,0.5,11.65,5.54,0.3,69.99
10244,1,1/2/2016 13:51,1/2/2016 14:24,1,14,-73.79017639,40.6467514,1,N,-73.92743683,40.77147675,2,41,0,0.5,0,0,0.3,41.8
10245,1,1/2/2016 13:51,1/2/2016 14:26,1,20.8,-73.78257751,40.64462662,2,N,-73.96323395,40.75843048,1,52,0,0.5,11.65,5.54,0.3,69.99
10246,1,1/2/2016 13:51,1/2/2016 14:36,1,16.7,-73.80685425,40.65354919,2,N,-73.98168945,40.76289368,2,52,0,0.5,0,5.54,0.3,58.34
10247,1,1/2/2016 13:52,1/2/2016 13:59,3,3.8,-73.78360748,40.64863968,1,N,-73.79923248,40.66749954,2,12.5,0,0.5,0,0,0.3,13.3
10248,1,1/2/2016 13:52,1/2/2016 14:26,2,11.9,-73.78309631,40.64427948,1,N,-73.96540833,40.68140793,1,37.5,0,0.5,5,0,0.3,43.3
10249,1,1/2/2016 13:52,1/2/2016 14:36,1,20.3,-73.78910828,40.64159393,2,N,-73.97007751,40.78914261,1,52,0,0.5,11,5.54,0.3,69.34
10250,1,1/2/2016 13:52,1/2/2016 14:24,1,11,-73.78189087,40.6447258,1,N,-73.93362427,40.67945862,2,36,0,0.5,0,0,0.3,36.8
10251,2,1/2/2016 13:52,1/2/2016 14:24,1,17.33,-73.77677917,40.6451416,2,N,-73.98296356,40.74493027,2,52,0,0.5,0,5.54,0.3,58.34
10252,2,1/2/2016 13:53,1/2/2016 14:24,4,17.32,-73.77671814,40.64525986,2,N,-73.97856903,40.75017166,2,52,0,0.5,0,5.54,0.3,58.34
10253,2,1/2/2016 13:53,1/2/2016 14:34,2,19.03,-73.78981018,40.64336395,2,N,-73.95744324,40.80900192,1,52,0,0.5,3,5.54,0.3,61.34
10254,2,1/2/2016 13:53,1/2/2016 14:35,1,18.26,-73.78233337,40.64463043,2,N,-73.96050262,40.7638588,2,52,0,0.5,0,5.54,0.3,58.34
10255,2,1/2/2016 13:53,1/2/2016 14:40,1,18.74,-73.78974915,40.64359283,2,N,-73.98171997,40.7629509,1,52,0,0.5,11.67,5.54,0.3,70.01
10256,1,1/2/2016 13:53,1/2/2016 14:10,1,6.5,-73.78247833,40.64453125,1,N,-73.85106659,40.67853928,2,20.5,0,0.5,0,0,0.3,21.3
10257,2,1/2/2016 13:53,1/2/2016 14:10,2,6.69,-73.7822876,40.64459229,1,N,-73.78309631,40.69274521,2,20.5,0,0.5,0,0,0.3,21.3
10258,2,1/2/2016 13:53,1/2/2016 14:37,1,26.15,-73.77845764,40.64673996,5,N,-73.83178711,40.95357132,1,120,0,0.5,31.58,5.54,0.3,157.92
10259,2,1/2/2016 13:54,1/2/2016 14:43,2,17.98,-73.78983307,40.64703369,2,N,-73.98319244,40.76379013,2,52,0,0.5,0,5.54,0.3,58.34
10260,2,1/2/2016 13:54,1/2/2016 14:44,1,19.4,-73.77793884,40.64678955,2,N,-73.99521637,40.72854996,2,52,0,0.5,0,0,0.3,52.8
10261,2,1/2/2016 13:54,1/2/2016 14:29,1,16.83,-73.80441284,40.64982224,2,N,-73.98320007,40.74375153,2,52,0,0.5,0,5.54,0.3,58.34
10262,2,1/2/2016 13:54,1/2/2016 14:04,1,4.3,-73.78199005,40.64465714,1,N,-73.79842377,40.66729355,2,14,0,0.5,0,0,0.3,14.8
10263,2,1/2/2016 13:54,1/2/2016 14:21,1,13.8,-73.78206635,40.64462662,1,N,-73.90742493,40.76093292,1,39.5,0,0.5,3.5,0,0.3,43.8
10264,1,1/2/2016 13:54,1/2/2016 14:20,1,14.2,-73.78204346,40.64459991,1,N,-73.93395233,40.62143707,1,40,0,0.5,8.15,0,0.3,48.95
10265,1,1/2/2016 13:54,1/2/2016 14:49,2,19.2,-73.7767334,40.64542007,2,N,-74.00870514,40.71974182,1,52,0,0.5,10,0,0.3,62.8
10266,2,1/2/2016 13:54,1/2/2016 14:28,1,11.61,-73.78175354,40.64480591,1,N,-73.95516968,40.6787262,2,36.5,0,0.5,0,0,0.3,37.3
10267,2,1/2/2016 13:55,1/2/2016 14:41,1,18,-73.78346252,40.64868164,2,N,-73.98516083,40.76007843,2,52,0,0.5,0,5.54,0.3,58.34
10268,2,1/2/2016 13:55,1/2/2016 14:41,2,18.35,-73.78697205,40.64460754,2,N,-73.99341583,40.72184753,1,52,0,0.5,5,0,0.3,57.8
10269,2,1/2/2016 13:55,1/2/2016 14:31,1,17.02,-73.77755737,40.64669418,2,N,-73.97537231,40.74952698,2,52,0,0.5,0,5.54,0.3,58.34
10270,2,1/2/2016 13:55,1/2/2016 14:26,4,18.67,-73.78186798,40.64477921,2,N,-73.9440155,40.78388214,1,52,0,0.5,11,5.54,0.3,69.34
10271,2,1/2/2016 13:55,1/2/2016 14:36,2,21.97,-73.78237915,40.64459991,2,N,-73.98470306,40.77954102,1,52,0,0.5,10,5.54,0.3,68.34
10272,2,1/2/2016 13:55,1/2/2016 14:42,2,24.4,-73.78194427,40.6447258,4,N,-73.84050751,40.93030167,2,73.5,0,0.5,0,5.54,0.3,79.84
10273,2,1/2/2016 13:55,1/2/2016 14:53,2,21.49,-73.79004669,40.64683151,2,N,-74.01592255,40.71516037,1,52,0,0.5,15.84,0,0.3,68.64
10274,1,1/2/2016 13:55,1/2/2016 14:35,3,20.7,-73.78235626,40.64470291,2,N,-73.95106506,40.77511215,1,52,0,0.5,10,5.54,0.3,68.34
10275,1,1/2/2016 13:55,1/2/2016 14:29,2,17,-73.77663422,40.64533997,1,N,-73.96376801,40.71387482,2,48,0,0.5,0,0,0.3,48.8
10276,2,1/2/2016 13:55,1/2/2016 14:33,2,21.86,-73.78182983,40.64474869,2,N,-73.92874908,40.86447906,1,52,0,0.5,11.67,5.54,0.3,70.01
10277,2,1/2/2016 13:56,1/2/2016 14:30,1,11.36,-73.7766571,40.64533997,1,N,-73.94786835,40.67602158,1,36,0,0.5,9.2,0,0.3,46
10278,2,1/2/2016 13:56,1/2/2016 14:39,4,20.51,-73.79016876,40.64678955,2,N,-73.97840118,40.78490067,1,52,0,0.5,5,5.54,0.3,63.34
10279,1,1/2/2016 13:56,1/2/2016 14:46,2,18.5,-73.79007721,40.64664841,2,N,-74.00964355,40.72068024,1,52,0,0.5,5,0,0.3,57.8
10280,2,1/2/2016 13:56,1/2/2016 14:38,1,17.57,-73.78186035,40.64456177,2,N,-73.99121094,40.74409866,1,52,0,0.5,5,5.54,0.3,63.34
10281,2,1/2/2016 13:56,1/2/2016 14:25,1,8.92,-73.79032135,40.64355087,1,N,-73.86122131,40.72875977,2,29.5,0,0.5,0,0,0.3,30.3
10282,2,1/2/2016 13:57,1/2/2016 14:39,1,17.84,-73.78961945,40.64701843,2,N,-73.99307251,40.72608185,1,52,0,0.5,10,0,0.3,62.8
10283,2,1/2/2016 13:57,1/2/2016 14:26,3,13.1,-73.78200531,40.64474106,1,N,-73.88578033,40.77324677,1,37.5,0,0.5,7.66,0,0.3,45.96
10284,2,1/2/2016 13:57,1/2/2016 14:25,1,19.4,-73.78227234,40.64471436,1,N,-74.03430176,40.6149025,1,52,0,0.5,10.56,0,0.3,63.36
10285,2,1/2/2016 13:57,1/2/2016 14:39,1,17.57,-73.77758789,40.64670944,2,N,-73.97186279,40.75099182,2,52,0,0.5,0,5.54,0.3,58.34
10286,2,1/2/2016 13:57,1/2/2016 14:33,1,18.31,-73.78334045,40.64656067,2,N,-73.9894104,40.72703552,1,52,0,0.5,11.67,5.54,0.3,70.01
10287,2,1/2/2016 13:57,1/2/2016 14:20,1,11.19,-73.7818985,40.64469528,1,N,-73.92024994,40.63768387,2,33,0,0.5,0,0,0.3,33.8
10288,1,1/2/2016 13:57,1/2/2016 14:41,1,12.8,-73.78222656,40.64468765,1,N,-73.98132324,40.67912674,1,41.5,0,0.5,2.5,0,0.3,44.8
10289,2,1/2/2016 13:57,1/2/2016 14:43,2,13.45,-73.78165436,40.64456558,1,N,-73.9920578,40.69055176,1,43.5,0,0.5,10,0,0.3,54.3
10290,1,1/2/2016 13:57,1/2/2016 14:51,1,20.2,-73.78188324,40.64466858,2,N,-73.98902893,40.77722549,1,52,0,0.5,11.65,5.54,0.3,69.99
10291,2,1/2/2016 13:58,1/2/2016 14:33,1,17.99,-73.78230286,40.64463043,2,N,-73.98883057,40.72986984,1,52,0,0.5,11.67,5.54,0.3,70.01
10292,2,1/2/2016 13:58,1/2/2016 14:06,1,4.08,-73.79005432,40.64389801,1,N,-73.78211212,40.66640854,2,13.5,0,0.5,0,0,0.3,14.3
10293,2,1/2/2016 13:58,1/2/2016 14:39,1,17.6,-73.77671051,40.64533997,2,N,-73.98175049,40.73907089,1,52,0,0.5,11.67,5.54,0.3,70.01
10294,2,1/2/2016 13:58,1/2/2016 14:40,2,21.1,-73.78998566,40.64677429,2,N,-74.01057434,40.70459366,1,52,0,0.5,6,5.54,0.3,64.34
10295,1,1/2/2016 13:58,1/2/2016 14:45,2,18.5,-73.78926086,40.64715195,2,N,-73.98944855,40.75870514,2,52,0,0.5,0,5.54,0.3,58.34
10296,1,1/2/2016 13:58,1/2/2016 14:37,1,18,-73.78310394,40.6442337,2,N,-73.96401978,40.75388336,1,52,0,0.5,7,5.54,0.3,65.34
10297,2,1/2/2016 13:59,1/2/2016 14:37,1,17.08,-73.79008484,40.64672089,2,N,-73.97463989,40.75234222,2,52,0,0.5,0,5.54,0.3,58.34
10298,2,1/2/2016 13:59,1/2/2016 14:39,1,21.41,-73.78132629,40.64492035,2,N,-74.00946045,40.70627975,1,52,0,0.5,11.67,5.54,0.3,70.01
10299,2,1/2/2016 13:59,1/2/2016 14:49,1,17.88,-73.79023743,40.64647675,2,N,-73.98739624,40.73913193,1,52,0,0.5,11.67,5.54,0.3,70.01
10300,2,1/2/2016 14:00,1/2/2016 14:32,2,17.59,-73.7802887,40.64587021,2,N,-73.96988678,40.7593689,1,52,0,0.5,11.67,5.54,0.3,70.01
10301,1,1/2/2016 14:00,1/2/2016 14:42,1,18,-73.77683258,40.64569855,2,N,-73.99317169,40.74627686,1,52,0,0.5,11.65,5.54,0.3,69.99
10302,2,1/2/2016 14:00,1/2/2016 14:45,1,18.61,-73.78185272,40.64471817,2,N,-73.98127747,40.76436996,2,52,0,0.5,0,5.54,0.3,58.34
10303,2,1/2/2016 14:00,1/2/2016 14:46,1,18.42,-73.78133392,40.64493179,2,N,-73.99728394,40.7220993,1,52,0,0.5,10.56,0,0.3,63.36
10304,1,1/2/2016 14:00,1/2/2016 14:27,1,8.1,-73.78240967,40.64457321,1,N,-73.84313965,40.71194077,1,26,0,0.5,7,0,0.3,33.8
