source_coords,dest1_coords,dest2_coords,ret_angle,source_D1_distance(in miles),source_D1_time(in minutes),source_D1_avg_speed(per minute),original_cost$2,original_cost$2.5,original_cost$3,original_cost$4,original_accepted_delay,D1_D2_distance(in miles),D1_D2_time(in minutes),D1_D2_avg_speed(per minute),D1_D2_cost$2,D1_D2_cost$2.5,D1_D2_cost$3,D1_D2_cost$4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78092194, 40.64502335)",0.21,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,15.18,22.23,0.68,30.36,37.95,45.54,60.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99475861, 40.69807053)",151.63,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.04,13.39,0.45,12.08,15.1,18.12,24.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00496674, 40.72100449)",162.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.16,15.19,0.34,10.32,12.9,15.48,20.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99258423, 40.75452423)",174.26,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.21,7.66,0.42,6.42,8.025,9.629999999999999,12.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99520874, 40.76008224)",176.29,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.79,8.95,0.42,7.58,9.475,11.370000000000001,15.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00222015, 40.72646332)",163.95,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.65,13.44,0.35,9.3,11.625,13.950000000000001,18.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97354126, 40.75030518)",174.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.56,6.51,0.39,5.12,6.4,7.68,10.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99094391, 40.6781311)",142.22,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.63,16.82,0.45,15.26,19.075,22.89,30.52
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95238495, 40.68153381)",68.63,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.3,12.23,0.43,10.6,13.25,15.899999999999999,21.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98199463, 40.67303085)",132.47,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.41,16.3,0.45,14.82,18.525,22.23,29.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98297882, 40.67436981)",134.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.18,15.22,0.47,14.36,17.95,21.54,28.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96863556, 40.76635742)",165.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.62,8.3,0.44,7.24,9.05,10.86,14.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99648285, 40.75986862)",176.04,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.81,9.06,0.42,7.62,9.525,11.43,15.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99255371, 40.74919891)",171.95,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.29,8.23,0.4,6.58,8.225,9.870000000000001,13.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95690918, 40.74251938)",104.92,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,0.4,1.74,0.23,0.8,1.0,1.2000000000000002,1.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98614502, 40.69268036)",144.28,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.99,13.48,0.44,11.98,14.975000000000001,17.97,23.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98914337, 40.75868225)",176.6,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.94,9.72,0.41,7.88,9.85,11.82,15.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94831848, 40.78243637)",59.65,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.39,10.14,0.53,10.78,13.475,16.169999999999998,21.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96331024, 40.80524063)",122.4,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.55,15.07,0.5,15.1,18.875,22.65,30.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98786163, 40.73892593)",166.94,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.23,8.37,0.39,6.46,8.075,9.69,12.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95156097, 40.77858734)",70.24,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.44,10.38,0.43,8.88,11.100000000000001,13.32,17.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98758698, 40.72460938)",159.8,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.17,11.79,0.35,8.34,10.425,12.51,16.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9525528, 40.66553497)",71.43,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.74,14.8,0.46,13.48,16.85,20.22,26.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.84532928, 40.73139572)",6.78,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.31,13.35,0.55,14.62,18.275,21.93,29.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99346924, 40.75224686)",173.22,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.28,7.64,0.43,6.56,8.2,9.84,13.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96750641, 40.68686676)",114.87,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.17,12.33,0.42,10.34,12.925,15.51,20.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91873932, 40.68460083)",15.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.67,14.5,0.39,11.34,14.175,17.009999999999998,22.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.83368683, 40.66513443)",1.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.75,20.54,0.52,21.5,26.875,32.25,43.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90283966, 40.76897812)",15.51,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.22,9.68,0.44,8.44,10.549999999999999,12.66,16.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97522736, 40.78701019)",158.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.62,13.22,0.43,11.24,14.05,16.86,22.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98455048, 40.74996185)",172.65,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.18,7.58,0.42,6.36,7.95,9.540000000000001,12.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98929596, 40.75878525)",176.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.93,9.68,0.41,7.86,9.825000000000001,11.790000000000001,15.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92230225, 40.76709747)",18.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.82,6.72,0.42,5.64,7.05,8.459999999999999,11.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9822464, 40.76391983)",178.79,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.22,9.83,0.43,8.44,10.549999999999999,12.66,16.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95966339, 40.71139145)",99.56,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.48,9.46,0.37,6.96,8.7,10.44,13.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79232788, 40.70811081)",5.23,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.97,17.95,0.61,21.94,27.425,32.910000000000004,43.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91738892, 40.76363754)",15.76,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.97,7.66,0.39,5.94,7.425000000000001,8.91,11.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.65789032, 40.65659332)",4.14,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,19.78,27.11,0.73,39.56,49.45,59.34,79.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96396637, 40.7721405)",146.62,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.98,9.24,0.43,7.96,9.95,11.94,15.92
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99542999, 40.69379044)",150.41,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.86,14.69,0.47,13.72,17.150000000000002,20.580000000000002,27.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92234802, 40.76750565)",18.49,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.95,7.06,0.42,5.9,7.375,8.850000000000001,11.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.82683563, 40.71193314)",4.7,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.34,15.65,0.6,18.68,23.35,28.02,37.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99507141, 40.74465561)",170.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.65,9.17,0.4,7.3,9.125,10.95,14.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90486145, 40.74692917)",8.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.06,6.95,0.44,6.12,7.65,9.18,12.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94165802, 40.70837021)",27.0,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.08,9.5,0.32,6.16,7.7,9.24,12.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97956085, 40.74057007)",166.61,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.77,7.0,0.4,5.54,6.925,8.31,11.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91945648, 40.74435425)",7.88,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.26,5.56,0.41,4.52,5.6499999999999995,6.779999999999999,9.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78309631, 40.69274521)",4.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.16,19.85,0.61,24.32,30.4,36.480000000000004,48.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.02403259, 40.63335419)",146.19,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.64,22.21,0.48,21.28,26.6,31.92,42.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97728729, 40.76289368)",177.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.87,9.07,0.43,7.74,9.675,11.61,15.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.94654083, 40.78028107)",52.17,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.51,10.11,0.45,9.02,11.274999999999999,13.53,18.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97868347, 40.76408005)",177.09,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.14,9.46,0.44,8.28,10.35,12.419999999999998,16.56
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96416473, 40.80313873)",125.75,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.37,14.53,0.51,14.74,18.425,22.11,29.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9934082, 40.70252991)",152.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.94,12.52,0.47,11.88,14.850000000000001,17.82,23.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.87090302, 40.77407837)",14.05,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.82,11.7,0.5,11.64,14.55,17.46,23.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95409393, 40.78210068)",85.89,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.87,11.13,0.44,9.74,12.175,14.61,19.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98706055, 40.74542618)",170.18,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.01,7.48,0.4,6.02,7.5249999999999995,9.03,12.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78748322, 40.64461136)",0.59,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.74,20.85,0.71,29.48,36.85,44.22,58.96
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98606873, 40.75026703)",172.72,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.86,7.39,0.39,5.72,7.1499999999999995,8.58,11.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.79592133, 40.72431183)",6.75,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.42,16.07,0.65,20.84,26.05,31.259999999999998,41.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95240021, 40.77381134)",70.91,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.01,9.14,0.44,8.02,10.024999999999999,12.03,16.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98516083, 40.76007843)",178.12,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.83,9.58,0.4,7.66,9.575,11.49,15.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97936249, 40.76648331)",175.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.92,8.82,0.44,7.84,9.8,11.76,15.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.80635071, 40.91170502)",26.05,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,18.87,30.33,0.62,37.74,47.175000000000004,56.61,75.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98121643, 40.78061295)",168.55,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.03,11.11,0.45,10.06,12.575000000000001,15.09,20.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95967102, 40.69127274)",93.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.96,11.52,0.43,9.92,12.4,14.879999999999999,19.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.84947205, 40.72610092)",5.9,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.35,13.05,0.56,14.7,18.375,22.049999999999997,29.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.65957642, 40.72994232)",8.09,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,18.71,28.33,0.66,37.42,46.775000000000006,56.13,74.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.02423859, 40.62054443)",143.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.53,23.08,0.54,25.06,31.325,37.589999999999996,50.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.74654388, 40.77456284)",11.12,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.54,22.53,0.65,29.08,36.349999999999994,43.62,58.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.93939209, 40.84807968)",67.8,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.45,16.39,0.64,20.9,26.125,31.349999999999998,41.8
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91551208, 40.76070786)",14.33,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.02,8.22,0.37,6.04,7.55,9.06,12.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.89012146, 40.74988937)",9.71,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.17,9.83,0.42,8.34,10.425,12.51,16.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97693634, 40.76469421)",175.66,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.84,8.52,0.45,7.68,9.6,11.52,15.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98513031, 40.75133514)",173.37,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.76,6.74,0.41,5.52,6.8999999999999995,8.28,11.04
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98220062, 40.77184677)",174.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.69,10.46,0.45,9.38,11.725000000000001,14.07,18.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.7900238, 40.73319626)",7.69,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.33,16.43,0.63,20.66,25.825,30.990000000000002,41.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95169067, 40.76041031)",47.47,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.44,8.31,0.29,4.88,6.1,7.32,9.76
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.95648956, 40.74784851)",127.9,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,0.06,0.23,0.26,0.12,0.15,0.18,0.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96631622, 40.79485321)",136.02,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,7.33,14.42,0.51,14.66,18.325,21.990000000000002,29.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.904953, 40.69265747)",7.32,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,6.79,14.26,0.48,13.58,16.975,20.37,27.16
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.90344238, 40.87845993)",43.59,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,12.6,18.76,0.67,25.2,31.5,37.8,50.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98416138, 40.75715637)",176.74,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.31,7.99,0.41,6.62,8.275,9.93,13.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98277283, 40.76245117)",179.81,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.93,9.68,0.41,7.86,9.825000000000001,11.790000000000001,15.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98126221, 40.74751663)",171.31,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.57,6.5,0.4,5.14,6.425,7.709999999999999,10.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.84960175, 40.67235565)",1.99,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,10.21,19.62,0.52,20.42,25.525000000000002,30.630000000000003,40.84
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96401978, 40.75388336)",175.07,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.32,8.37,0.4,6.64,8.299999999999999,9.959999999999999,13.28
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97914124, 40.76528549)",176.52,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.93,8.62,0.46,7.86,9.825000000000001,11.790000000000001,15.72
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.9464798, 40.69633865)",45.81,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.12,11.02,0.37,8.24,10.3,12.36,16.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91283417, 40.74869537)",9.63,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,2.84,7.0,0.41,5.68,7.1,8.52,11.36
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.80149078, 40.76920319)",11.3,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,9.35,18.1,0.52,18.7,23.375,28.049999999999997,37.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.97873688, 40.78580856)",163.44,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.56,12.6,0.44,11.12,13.899999999999999,16.68,22.24
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99121094, 40.74409866)",169.67,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.35,8.55,0.39,6.7,8.375,10.05,13.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00549316, 40.7230835)",163.35,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.08,14.82,0.34,10.16,12.7,15.24,20.32
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99725342, 40.75370407)",173.57,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.5,7.96,0.44,7.0,8.75,10.5,14.0
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-74.00720978, 40.71590042)",161.42,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,5.3,15.74,0.34,10.6,13.25,15.899999999999999,21.2
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96323395, 40.75843048)",164.34,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.22,7.41,0.43,6.44,8.05,9.66,12.88
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78972626, 40.64486694)",0.7,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,14.62,20.6,0.71,29.24,36.55,43.86,58.48
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98339081, 40.76290512)",179.77,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.02,9.92,0.4,8.04,10.049999999999999,12.059999999999999,16.08
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.96895599, 40.76436996)",168.16,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.53,8.21,0.43,7.06,8.825,10.59,14.12
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.91590118, 40.69941711)",9.03,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.92,11.76,0.42,9.84,12.3,14.76,19.68
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.78182983, 40.66659164)",1.68,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,13.85,20.5,0.68,27.7,34.625,41.55,55.4
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98708344, 40.7596817)",177.48,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.66,8.83,0.41,7.32,9.15,10.98,14.64
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.92727661, 40.69467163)",17.47,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,4.36,10.93,0.4,8.72,10.9,13.080000000000002,17.44
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.99181366, 40.74444962)",169.85,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.4,8.8,0.39,6.8,8.5,10.2,13.6
"(-73.77685547, 40.64508438)","(-73.95635986, 40.74699783)","(-73.98291016, 40.73716736)",165.15,16.09,24.21,0.66,32.18,40.225,48.269999999999996,64.36,12.105,3.11,7.95,0.39,6.22,7.7749999999999995,9.33,12.44
