id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,pickup_cords,ratecodeid,store_and_fwd_flag,dropoff_latitude,dropoff_longitude,dropoff_cords,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
10021,2,1/1/2016 23:10,1/1/2016 23:47,1,20.75,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97731018,40.789711,"-73.977310180000000,40.789711000000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10022,1,1/1/2016 23:10,1/1/2016 23:43,1,12,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.9630127,40.68437576,"-73.963012700000000,40.684375760000000",1,37.5,0.5,0.5,5,0,0.3,43.8
10023,1,1/1/2016 23:11,1/1/2016 23:38,1,19.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94931793,40.7827034,"-73.949317930000000,40.782703400000000",2,52,0,0.5,0,5.54,0.3,58.34
10024,1,1/1/2016 23:11,1/1/2016 23:50,2,12.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96328735,40.71010971,"-73.963287350000000,40.710109710000000",1,40.5,0.5,0.5,6.5,0,0.3,48.3
10025,2,1/1/2016 23:11,1/1/2016 23:45,1,8.84,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.75682831,40.6048851,"-73.756828310000000,40.604885100000000",2,27.5,0.5,0.5,0,0,0.3,28.8
10026,2,1/1/2016 23:11,1/1/2016 23:24,1,3.47,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.79460907,40.65618515,"-73.794609070000000,40.656185150000000",1,12.5,0.5,0.5,2.76,0,0.3,16.56
10027,2,1/1/2016 23:11,1/1/2016 23:39,1,19.28,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98131561,40.68938446,"-73.981315610000000,40.689384460000000",1,51.5,0.5,0.5,10.56,0,0.3,63.36
10028,2,1/1/2016 23:12,1/1/2016 23:41,1,20.83,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-74.00045013,40.68292618,"-74.000450130000000,40.682926180000000",2,55.5,0.5,0.5,0,0,0.3,56.8
10029,1,1/1/2016 23:12,1/1/2016 23:36,1,14.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89557648,40.75039291,"-73.895576480000000,40.750392910000000",2,40,0.5,0.5,0,0,0.3,41.3
10030,1,1/1/2016 23:12,1/1/2016 23:18,1,2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80589294,40.6532402,"-73.805892940000000,40.653240200000000",2,8,0.5,0.5,0,0,0.3,9.3
10031,2,1/1/2016 23:12,1/1/2016 23:27,1,5.44,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.79376221,40.66717911,"-73.793762210000000,40.667179110000000",1,18,0.5,0.5,0,0,0.3,19.3
10032,1,1/1/2016 23:12,1/1/2016 23:57,1,21.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97145081,40.67580032,"-73.971450810000000,40.675800320000000",2,61.5,0.5,0.5,0,0,0.3,62.8
10033,1,1/1/2016 23:12,1/1/2016 23:38,1,18,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99757385,40.73852921,"-73.997573850000000,40.738529210000000",1,52,0,0.5,11.65,5.54,0.3,69.99
10034,2,1/1/2016 23:12,1/1/2016 23:20,2,4.56,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78683472,40.6675415,"-73.786834720000000,40.667541500000000",2,14,0.5,0.5,0,0,0.3,15.3
10035,2,1/1/2016 23:12,1/1/2016 23:43,1,20.71,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00921631,40.72521973,"-74.009216310000000,40.725219730000000",1,52,0,0.5,13.2,0,0.3,66
10036,1,1/1/2016 23:13,1/1/2016 23:44,1,15.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95671844,40.57659149,"-73.956718440000000,40.576591490000000",1,44.5,0.5,0.5,4,0,0.3,49.8
10037,2,1/1/2016 23:13,1/1/2016 23:43,1,12.42,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96884918,40.67670059,"-73.968849180000000,40.676700590000000",1,36.5,0.5,0.5,5,0,0.3,42.8
10038,2,1/1/2016 23:13,1/1/2016 23:40,1,20.73,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95731354,40.76094055,"-73.957313540000000,40.760940550000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10039,2,1/1/2016 23:13,1/1/2016 23:38,1,9.28,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.90933228,40.65665817,"-73.909332280000000,40.656658170000000",2,29,0.5,0.5,0,0,0.3,30.3
10040,2,1/1/2016 23:13,1/1/2016 23:36,1,15.01,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93058777,40.77120972,"-73.930587770000000,40.771209720000000",1,41,0.5,0.5,0,0,0.3,42.3
10041,1,1/1/2016 23:13,1/1/2016 23:13,1,4.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78360748,40.64876556,"-73.783607480000000,40.648765560000000",2,2.5,0.5,0.5,0,0,0.3,3.8
10042,2,1/1/2016 23:13,1/1/2016 23:44,1,20.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99903107,40.67584229,"-73.999031070000000,40.675842290000000",2,55,0.5,0.5,0,0,0.3,56.3
10043,1,1/1/2016 23:13,1/1/2016 23:43,1,18.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99105835,40.7278595,"-73.991058350000000,40.727859500000000",1,52,0,0.5,5,5.54,0.3,63.34
10044,1,1/1/2016 23:13,1/1/2016 23:30,1,7.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.88322449,40.67293167,"-73.883224490000000,40.672931670000000",2,23,0.5,0.5,0,0,0.3,24.3
10045,1,1/1/2016 23:14,1/1/2016 23:50,2,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99254608,40.75831223,"-73.992546080000000,40.758312230000000",2,52,0,0.5,0,5.54,0.3,58.34
10046,1,1/1/2016 23:14,1/1/2016 23:40,2,19.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97259521,40.79574966,"-73.972595210000000,40.795749660000000",1,52,0,0.5,5,5.54,0.3,63.34
10047,2,1/1/2016 23:14,1/1/2016 23:50,1,13.61,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98093414,40.6615181,"-73.980934140000000,40.661518100000000",1,40.5,0.5,0.5,8.36,0,0.3,50.16
10048,2,1/1/2016 23:14,1/1/2016 23:41,2,13.38,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93280792,40.6201973,"-73.932807920000000,40.620197300000000",2,39.5,0.5,0.5,0,0,0.3,40.8
10049,1,1/1/2016 23:14,1/1/2016 23:43,3,17.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95211792,40.77227783,"-73.952117920000000,40.772277830000000",1,52,0,0.5,13.2,0,0.3,66
10050,2,1/1/2016 23:14,1/1/2016 23:42,1,18.57,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9776535,40.73271942,"-73.977653500000000,40.732719420000000",1,52,0,0.5,0,5.54,0.3,58.34
10051,2,1/1/2016 23:14,1/1/2016 23:39,1,19.56,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95159912,40.77455139,"-73.951599120000000,40.774551390000000",2,52,0,0.5,0,5.54,0.3,58.34
10052,2,1/1/2016 23:14,1/1/2016 23:28,1,8.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.84726715,40.72483826,"-73.847267150000000,40.724838260000000",1,24.5,0.5,0.5,6.45,0,0.3,32.25
10053,1,1/1/2016 23:14,1/1/2016 23:43,1,12.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97109985,40.68917465,"-73.971099850000000,40.689174650000000",2,37,0.5,0.5,0,0,0.3,38.3
10054,2,1/1/2016 23:15,1/1/2016 23:34,1,13.27,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.81151581,40.7914505,"-73.811515810000000,40.791450500000000",2,36,0.5,0.5,0,0,0.3,37.3
10056,1,1/1/2016 23:15,1/1/2016 23:18,2,1.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,Y,-73.79402924,40.65670776,"-73.794029240000000,40.656707760000000",1,5.5,0.5,0.5,1.36,0,0.3,8.16
10057,1,1/1/2016 23:15,1/1/2016 23:32,1,7.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.87457275,40.67375183,"-73.874572750000000,40.673751830000000",2,22.5,0.5,0.5,0,0,0.3,23.8
10058,1,1/1/2016 23:15,1/1/2016 23:42,1,18.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98113251,40.72893143,"-73.981132510000000,40.728931430000000",2,52,0,0.5,0,0,0.3,52.8
10059,2,1/1/2016 23:15,1/1/2016 23:41,1,16.42,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96405792,40.75873947,"-73.964057920000000,40.758739470000000",1,52,0,0.5,13.2,0,0.3,66
10060,1,1/1/2016 23:15,1/1/2016 23:39,2,15.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94100952,40.71401215,"-73.941009520000000,40.714012150000000",1,42.5,0.5,0.5,5,0,0.3,48.8
10061,1,1/1/2016 23:16,1/1/2016 23:43,2,19.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94808197,40.78137589,"-73.948081970000000,40.781375890000000",1,52,0,0.5,11.65,5.54,0.3,69.99
10062,2,1/1/2016 23:16,1/1/2016 23:39,1,16.67,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.978508,40.75008011,"-73.978508000000000,40.750080110000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10063,2,1/1/2016 23:16,1/1/2016 23:48,1,19.48,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01094055,40.71892166,"-74.010940550000000,40.718921660000000",1,52,0,0.5,7.5,0,0.3,60.3
10064,2,1/1/2016 23:16,1/1/2016 23:42,1,17.65,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98548889,40.73516083,"-73.985488890000000,40.735160830000000",1,52,0,0.5,8.5,5.54,0.3,66.84
10065,1,1/1/2016 23:16,1/1/2016 23:47,1,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98675537,40.73554611,"-73.986755370000000,40.735546110000000",2,52,0,0.5,0,5.54,0.3,58.34
10066,2,1/1/2016 23:16,1/1/2016 23:43,3,18.27,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9901123,40.72336197,"-73.990112300000000,40.723361970000000",1,52,0,0.5,10.56,0,0.3,63.36
10067,1,1/1/2016 23:16,1/1/2016 23:32,1,8.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.84641266,40.71234894,"-73.846412660000000,40.712348940000000",2,24.5,0.5,0.5,0,0,0.3,25.8
10068,2,1/1/2016 23:17,1/1/2016 23:40,2,17.83,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.04920197,40.71060562,"-74.049201970000000,40.710605620000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10069,1,1/1/2016 23:17,1/1/2016 23:44,1,18.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99290466,40.73707581,"-73.992904660000000,40.737075810000000",1,52,0,0.5,10,5.54,0.3,68.34
10070,1,1/1/2016 23:17,1/1/2016 23:36,1,10.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.85391998,40.71739197,"-73.853919980000000,40.717391970000000",2,29.5,0.5,0.5,0,0,0.3,30.8
10071,1,1/1/2016 23:17,1/1/2016 23:36,1,14.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.91894531,40.77485275,"-73.918945310000000,40.774852750000000",1,39,0.5,0.5,8.05,0,0.3,48.35
10072,1,1/1/2016 23:17,1/1/2016 23:28,1,5.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.73717499,40.67659378,"-73.737174990000000,40.676593780000000",2,17.5,0.5,0.5,0,0,0.3,18.8
10073,1,1/1/2016 23:17,1/1/2016 23:46,3,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00050354,40.72609711,"-74.000503540000000,40.726097110000000",1,52,0,0.5,13.2,0,0.3,66
10074,1,1/1/2016 23:17,1/1/2016 23:51,1,19,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00046539,40.73707581,"-74.000465390000000,40.737075810000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10075,2,1/1/2016 23:17,1/1/2016 23:48,1,18.83,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96017456,40.81501389,"-73.960174560000000,40.815013890000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10076,2,1/1/2016 23:17,1/1/2016 23:43,1,15.45,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.85988617,40.57070923,"-73.859886170000000,40.570709230000000",2,42,0.5,0.5,0,2.08,0.3,45.38
10077,1,1/1/2016 23:17,1/1/2016 23:48,1,11.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95147705,40.67172623,"-73.951477050000000,40.671726230000000",2,36.5,0.5,0.5,0,0,0.3,37.8
10078,1,1/1/2016 23:18,1/1/2016 23:43,1,17,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96698761,40.75984955,"-73.966987610000000,40.759849550000000",1,52,0,0.5,9,0,0.3,61.8
10079,1,1/1/2016 23:18,1/1/2016 23:41,2,20,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95635986,40.76694489,"-73.956359860000000,40.766944890000000",1,52,0,0.5,8,5.54,0.3,66.34
10080,2,1/1/2016 23:19,1/1/2016 23:29,2,5.38,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.82618713,40.67918777,"-73.826187130000000,40.679187770000000",2,16.5,0.5,0.5,0,0,0.3,17.8
10081,2,1/1/2016 23:19,1/1/2016 23:48,1,20.09,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95781708,40.77653122,"-73.957817080000000,40.776531220000000",2,52,0,0.5,0,5.54,0.3,58.34
10082,2,1/1/2016 23:19,1/1/2016 23:27,1,4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.75862122,40.66463852,"-73.758621220000000,40.664638520000000",2,13,0.5,0.5,0,0,0.3,14.3
10083,2,1/1/2016 23:19,1/1/2016 23:47,1,19.35,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95542908,40.78037643,"-73.955429080000000,40.780376430000000",1,52,0,0.5,10,5.54,0.3,68.34
10084,1,1/1/2016 23:20,1/1/2016 23:40,1,11.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89105225,40.72665405,"-73.891052250000000,40.726654050000000",2,33,0.5,0.5,0,0,0.3,34.3
10085,1,1/1/2016 23:20,1/1/2016 23:49,4,19.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98658752,40.68852234,"-73.986587520000000,40.688522340000000",2,53,0.5,0.5,0,0,0.3,54.3
10086,1,1/1/2016 23:20,1/1/2016 23:50,4,19.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00043488,40.7413063,"-74.000434880000000,40.741306300000000",1,52,0,0.5,14.55,5.54,0.3,72.89
10087,1,1/1/2016 23:20,1/1/2016 23:54,3,23.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01460266,40.7107048,"-74.014602660000000,40.710704800000000",2,52,0,0.5,0,5.54,0.3,58.34
10088,1,1/1/2016 23:21,1/1/2016 23:43,2,17.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98351288,40.71713638,"-73.983512880000000,40.717136380000000",1,52,0,0.5,10.55,0,0.3,63.35
10089,1,1/1/2016 23:21,1/1/2016 23:56,1,11.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93715668,40.68399429,"-73.937156680000000,40.683994290000000",1,38,0.5,0.5,7.85,0,0.3,47.15
10090,2,1/1/2016 23:21,1/1/2016 23:43,1,16.04,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95529938,40.71728134,"-73.955299380000000,40.717281340000000",2,43,0.5,0.5,0,0,0.3,44.3
10091,1,1/1/2016 23:21,1/1/2016 23:46,1,18.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98534393,40.69143677,"-73.985343930000000,40.691436770000000",1,49.5,0.5,0.5,5,0,0.3,55.8
10092,2,1/1/2016 23:21,1/1/2016 23:32,1,6.85,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.8624115,40.65363312,"-73.862411500000000,40.653633120000000",2,52,0,0.5,0,0,0.3,52.8
10093,1,1/1/2016 23:22,1/1/2016 23:47,1,20.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00567627,40.7113266,"-74.005676270000000,40.711326600000000",2,52,0,0.5,0,0,0.3,52.8
10094,2,1/1/2016 23:22,1/1/2016 23:44,2,16.96,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78236389,40.78223801,"-73.782363890000000,40.782238010000000",1,45.5,0.5,0.5,8.5,0,0.3,55.3
10095,1,1/1/2016 23:22,1/1/2016 23:51,1,15.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95800018,40.63417435,"-73.958000180000000,40.634174350000000",1,43.5,0.5,0.5,10,0,0.3,54.8
10096,2,1/1/2016 23:23,1/1/2016 23:52,1,20.51,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97840118,40.67296982,"-73.978401180000000,40.672969820000000",1,55.5,0.5,0.5,11.36,0,0.3,68.16
10097,2,1/1/2016 23:23,1/1/2016 23:46,1,18.69,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95290375,40.78636169,"-73.952903750000000,40.786361690000000",1,52,0,0.5,9,5.54,0.3,67.34
10098,1,1/1/2016 23:23,1/1/2016 23:50,2,20.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.99303436,40.69291306,"-73.993034360000000,40.692913060000000",1,54,0.5,0.5,5,0,0.3,60.3
10099,1,1/1/2016 23:23,1/1/2016 23:42,3,11.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.81425476,40.77719498,"-73.814254760000000,40.777194980000000",2,33.5,0.5,0.5,0,0,0.3,34.8
10100,2,1/1/2016 23:24,1/1/2016 23:47,3,19.28,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95204926,40.7843895,"-73.952049260000000,40.784389500000000",1,52,0,0.5,3,5.54,0.3,61.34
10101,1,1/1/2016 23:24,1/1/2016 23:49,1,15.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96343231,40.7203064,"-73.963432310000000,40.720306400000000",2,44.5,0.5,0.5,0,0,0.3,45.8
10102,2,1/1/2016 23:24,1/1/2016 23:52,4,17.25,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96629333,40.759758,"-73.966293330000000,40.759758000000000",1,52,0,0.5,13.2,0,0.3,66
10103,1,1/1/2016 23:24,1/1/2016 23:52,1,17.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96096802,40.76816177,"-73.960968020000000,40.768161770000000",1,52,0,0.5,10,0,0.3,62.8
10104,1,1/1/2016 23:24,1/1/2016 23:54,1,21.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-74.02948761,40.62768173,"-74.029487610000000,40.627681730000000",1,55.5,0.5,0.5,11.35,0,0.3,68.15
10105,2,1/1/2016 23:24,1/2/2016 0:07,1,21.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96930695,40.7853241,"-73.969306950000000,40.785324100000000",2,52,0,0.5,0,5.54,0.3,58.34
10106,1,1/1/2016 23:25,1/1/2016 23:55,1,17.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99519348,40.75538635,"-73.995193480000000,40.755386350000000",1,52,0,0.5,11.65,5.54,0.3,69.99
10107,2,1/1/2016 23:25,1/1/2016 23:58,1,19.61,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00611877,40.73091888,"-74.006118770000000,40.730918880000000",1,52,0,0.5,7,5.54,0.3,65.34
10108,1,1/1/2016 23:25,1/1/2016 23:35,1,5.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78045654,40.68896103,"-73.780456540000000,40.688961030000000",2,16.5,0.5,0.5,0,0,0.3,17.8
10109,2,1/1/2016 23:25,1/1/2016 23:55,1,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98720551,40.760746,"-73.987205510000000,40.760746000000000",2,52,0,0.5,0,5.54,0.3,58.34
10110,2,1/1/2016 23:26,1/2/2016 0:00,1,19.03,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99372101,40.76306915,"-73.993721010000000,40.763069150000000",1,52,0,0.5,11.67,5.54,0.3,70.01
10111,1,1/1/2016 23:26,1/1/2016 23:52,1,18.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95898438,40.76382446,"-73.958984380000000,40.763824460000000",1,52,0,0.5,11.65,5.54,0.3,69.99
10112,2,1/1/2016 23:26,1/1/2016 23:46,1,15.44,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95550537,40.71410751,"-73.955505370000000,40.714107510000000",1,41,0.5,0.5,12.69,0,0.3,54.99
10113,2,1/1/2016 23:26,1/1/2016 23:56,1,22.78,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-74.06947327,40.61035156,"-74.069473270000000,40.610351560000000",2,60.5,0.5,0.5,0,11.08,0.3,72.88
