id,vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,pickup_cords,ratecodeid,store_and_fwd_flag,dropoff_latitude,dropoff_longitude,dropoff_cords,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
41274,1,2/2/2016 20:21,2/2/2016 20:43,3,13.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93158722,40.59506226,"-73.931587219238281,40.595062255859375",2,38,0.5,0.5,0,0,0.3,39.3
41275,2,2/2/2016 20:21,2/2/2016 20:44,1,8.16,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89515686,40.66886139,"-73.895156860351563,40.668861389160156",2,25,0.5,0.5,0,0,0.3,26.3
41276,2,2/2/2016 20:22,2/2/2016 20:51,3,16.23,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95401001,40.64870834,"-73.954010009765625,40.648708343505859",2,45,0.5,0.5,0,0,0.3,46.3
41277,2,2/2/2016 20:22,2/2/2016 20:52,1,14.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94593811,40.61128235,"-73.945938110351563,40.611282348632812",2,42,0.5,0.5,0,0,0.3,43.3
41278,2,2/2/2016 20:22,2/2/2016 21:00,1,19.18,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9851532,40.72685623,"-73.985153198242188,40.726856231689453",2,52,0,0.5,0,0,0.3,52.8
41279,1,2/2/2016 20:22,2/2/2016 20:41,1,12.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.75701141,40.7467804,"-73.757011413574219,40.746780395507813",2,35.5,0.5,0.5,0,0,0.3,36.8
41280,2,2/2/2016 20:22,2/2/2016 20:52,1,15.35,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95738983,40.72885132,"-73.957389831542969,40.728851318359375",2,42.5,0.5,0.5,0,0,0.3,43.8
41281,1,2/2/2016 20:23,2/2/2016 21:07,1,19.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.90258789,40.77038193,"-73.902587890625000,40.770381927490234",2,55.5,0.5,0.5,0,0,0.3,56.8
41282,2,2/2/2016 20:23,2/2/2016 20:40,1,9.84,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.84700775,40.73802185,"-73.847007751464844,40.738021850585937",1,28,0.5,0.5,0,0,0.3,29.3
41283,1,2/2/2016 20:23,2/2/2016 20:48,1,18.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94526672,40.77864838,"-73.945266723632812,40.778648376464844",1,52,0,0.5,11.65,5.54,0.3,69.99
41284,1,2/2/2016 20:23,2/2/2016 20:59,1,18.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98136139,40.72483826,"-73.981361389160156,40.724838256835938",1,52,0,0.5,11.65,5.54,0.3,69.99
41285,1,2/2/2016 20:24,2/2/2016 20:56,1,18.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,Y,-73.99377441,40.74522018,"-73.993774414062500,40.745220184326172",1,52,0,0.5,5,5.54,0.3,63.34
41286,1,2/2/2016 20:24,2/2/2016 20:57,2,17.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99190521,40.75589371,"-73.991905212402344,40.755893707275391",2,52,0,0.5,0,5.54,0.3,58.34
41287,2,2/2/2016 20:24,2/2/2016 21:03,2,18.49,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98403168,40.76291275,"-73.984031677246094,40.762912750244141",1,52,0,0.5,14.58,5.54,0.3,72.92
41288,1,2/2/2016 20:24,2/2/2016 20:59,1,20.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96240234,40.7687912,"-73.962402343750000,40.768791198730469",1,52,0,0.5,0,5.54,0.3,58.34
41289,1,2/2/2016 20:24,2/2/2016 20:55,2,19.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95714569,40.77005005,"-73.957145690917969,40.770050048828125",1,52,0,0.5,11.66,5.54,0.3,70
41290,2,2/2/2016 20:24,2/2/2016 20:59,1,20.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96653748,40.78895569,"-73.966537475585937,40.788955688476562",1,52,0,0.5,14.58,5.54,0.3,72.92
41291,2,2/2/2016 20:24,2/2/2016 20:45,2,9.03,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.74908447,40.59771729,"-73.749084472656250,40.597717285156250",2,27,0.5,0.5,0,0,0.3,28.3
41292,2,2/2/2016 20:25,2/2/2016 20:53,4,16.53,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98856354,40.75031662,"-73.988563537597656,40.750316619873047",1,52,0,0.5,11.67,5.54,0.3,70.01
41293,1,2/2/2016 20:25,2/2/2016 20:50,1,17.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,Y,-73.97890472,40.74039841,"-73.978904724121094,40.740398406982422",2,52,0,0.5,0,5.54,0.3,58.34
41294,2,2/2/2016 20:25,2/2/2016 21:05,1,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98072052,40.76506042,"-73.980720520019531,40.765060424804688",2,52,0,0.5,0,0,0.3,52.8
41295,2,2/2/2016 20:25,2/2/2016 20:41,1,7.48,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.73007202,40.69504547,"-73.730072021484375,40.695045471191406",2,23,0.5,0.5,0,0,0.3,24.3
41296,2,2/2/2016 20:25,2/2/2016 21:04,1,21.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97757721,40.77598953,"-73.977577209472656,40.775989532470703",1,52,0,0.5,11.67,5.54,0.3,70.01
41297,2,2/2/2016 20:26,2/2/2016 20:59,1,17.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98951721,40.75812531,"-73.989517211914062,40.758125305175781",2,52,0,0.5,0,5.54,0.3,58.34
41298,1,2/2/2016 20:26,2/2/2016 20:42,1,8.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.88307953,40.64886475,"-73.883079528808594,40.648864746093750",2,24,0.5,0.5,0,0,0.3,25.3
41299,1,2/2/2016 20:26,2/2/2016 20:59,1,18.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99648285,40.72037888,"-73.996482849121094,40.720378875732422",2,52,0,0.5,0,0,0.3,52.8
41300,1,2/2/2016 20:26,2/2/2016 20:58,1,17.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98197937,40.76160049,"-73.981979370117187,40.761600494384766",2,52,0,0.5,0,5.54,0.3,58.34
41301,1,2/2/2016 20:26,2/2/2016 21:01,4,18,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99321747,40.75243378,"-73.993217468261719,40.752433776855469",2,52,0,0.5,0,5.54,0.3,58.34
41302,2,2/2/2016 20:26,2/2/2016 20:57,2,15.66,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96488953,40.63346863,"-73.964889526367187,40.633468627929688",1,44,0.5,0.5,9.06,0,0.3,54.36
41303,2,2/2/2016 20:27,2/2/2016 20:56,2,17.63,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9734726,40.75703812,"-73.973472595214844,40.757038116455078",2,52,0,0.5,0,5.54,0.3,58.34
41304,2,2/2/2016 20:27,2/2/2016 21:00,1,12.62,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96298218,40.68780899,"-73.962982177734375,40.687808990478516",1,38,0.5,0.5,7.86,0,0.3,47.16
41305,1,2/2/2016 20:27,2/2/2016 20:48,2,12.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.72138214,40.75762177,"-73.721382141113281,40.757621765136719",2,34.5,0.5,0.5,0,0,0.3,35.8
41306,1,2/2/2016 20:27,2/2/2016 21:00,3,17.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95713806,40.7676239,"-73.957138061523438,40.767623901367187",1,52,0,0.5,10.56,0,0.3,63.36
41307,2,2/2/2016 20:27,2/2/2016 20:56,2,17.67,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97451019,40.75627136,"-73.974510192871094,40.756271362304688",2,52,0,0.5,0,5.54,0.3,58.34
41308,2,2/2/2016 20:27,2/2/2016 21:00,2,17.56,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96815491,40.76519775,"-73.968154907226562,40.765197753906250",1,52,0,0.5,10.56,0,0.3,63.36
41309,1,2/2/2016 20:27,2/2/2016 20:56,2,17.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98768616,40.7492485,"-73.987686157226562,40.749248504638672",2,52,0,0.5,0,5.54,0.3,58.34
41310,1,2/2/2016 20:28,2/2/2016 20:53,2,12.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80544281,40.5874176,"-73.805442810058594,40.587417602539063",1,34.5,0.5,0.5,5,2.08,0.3,42.88
41311,2,2/2/2016 20:28,2/2/2016 20:39,1,5.31,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.82305908,40.68399811,"-73.823059082031250,40.683998107910156",1,17,0.5,0.5,3.66,0,0.3,21.96
41312,2,2/2/2016 20:28,2/2/2016 21:02,1,18.35,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97745514,40.75812531,"-73.977455139160156,40.758125305175781",1,52,0,0.5,0,5.54,0.3,58.34
41313,2,2/2/2016 20:28,2/2/2016 21:01,2,18.65,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9865036,40.76036453,"-73.986503601074219,40.760364532470703",1,52,0,0.5,0,5.54,0.3,58.34
41314,1,2/2/2016 20:28,2/2/2016 21:05,1,21.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00894165,40.70642853,"-74.008941650390625,40.706428527832031",2,52,0,0.5,0,5.54,0.3,58.34
41315,2,2/2/2016 20:28,2/2/2016 20:35,1,3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78125763,40.66756058,"-73.781257629394531,40.667560577392578",1,11,0.5,0.5,2.46,0,0.3,14.76
41316,1,2/2/2016 20:28,2/2/2016 21:14,1,26.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.90859985,40.90256882,"-73.908599853515625,40.902568817138672",2,70.5,0.5,0.5,0,5.54,0.3,77.34
41317,2,2/2/2016 20:28,2/2/2016 21:01,4,13.97,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95874786,40.66577148,"-73.958747863769531,40.665771484375000",2,41,0.5,0.5,0,0,0.3,42.3
41318,1,2/2/2016 20:29,2/2/2016 21:08,1,18.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9903183,40.76155472,"-73.990318298339844,40.761554718017578",2,52,0,0.5,0,5.54,0.3,58.34
41319,2,2/2/2016 20:29,2/2/2016 20:57,2,19.11,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94801331,40.7790184,"-73.948013305664062,40.779018402099609",1,52,0,0.5,10,5.54,0.3,68.34
41320,1,2/2/2016 20:29,2/2/2016 20:59,1,18.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99207306,40.75847244,"-73.992073059082031,40.758472442626953",1,52,0,0.5,11.67,5.54,0.3,70.01
41321,2,2/2/2016 20:29,2/2/2016 21:10,1,18.21,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98075104,40.76360703,"-73.980751037597656,40.763607025146484",1,52,0,0.5,10.56,0,0.3,63.36
41322,1,2/2/2016 20:29,2/2/2016 21:05,1,18,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,Y,-73.97052765,40.7649498,"-73.970527648925781,40.764949798583984",1,52,0,0.5,8,5.54,0.3,66.34
41323,2,2/2/2016 20:29,2/2/2016 20:39,1,3.99,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78446198,40.66623306,"-73.784461975097656,40.666233062744141",2,13,0.5,0.5,0,0,0.3,14.3
41324,2,2/2/2016 20:29,2/2/2016 20:54,1,19.06,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.94602966,40.77751541,"-73.946029663085938,40.777515411376953",1,52,0,0.5,7,5.54,0.3,65.34
41325,1,2/2/2016 20:29,2/2/2016 21:04,1,18.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98141479,40.76315689,"-73.981414794921875,40.763156890869141",1,52,0,0.5,14.55,5.54,0.3,72.89
41326,1,2/2/2016 20:29,2/2/2016 21:06,1,20.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97143555,40.78622055,"-73.971435546875000,40.786220550537109",2,52,0,0.5,0,5.54,0.3,58.34
41327,1,2/2/2016 20:29,2/2/2016 21:12,1,17.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98474121,40.76882172,"-73.984741210937500,40.768821716308594",2,52,0,0.5,0,0,0.3,52.8
41328,1,2/2/2016 20:29,2/2/2016 20:56,1,16.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96439362,40.7193718,"-73.964393615722656,40.719371795654297",1,45,0.5,0.5,9.25,0,0.3,55.55
41329,1,2/2/2016 20:29,2/2/2016 20:55,1,14.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94099426,40.63370895,"-73.940994262695313,40.633708953857422",1,41.5,0.5,0.5,3,0,0.3,45.8
41330,2,2/2/2016 20:30,2/2/2016 20:58,1,18.23,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97242737,40.69092941,"-73.972427368164062,40.690929412841797",1,49.5,0.5,0.5,6.2,0,0.3,57
41331,2,2/2/2016 20:30,2/2/2016 20:52,1,13,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80875397,40.77672958,"-73.808753967285156,40.776729583740234",2,36.5,0.5,0.5,0,0,0.3,37.8
41332,2,2/2/2016 20:30,2/2/2016 21:11,1,18.66,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98448944,40.76312637,"-73.984489440917969,40.763126373291016",1,52,0,0.5,11.67,5.54,0.3,70.01
41333,1,2/2/2016 20:30,2/2/2016 21:09,2,21.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.9805069,40.782444,"-73.980506896972656,40.782444000244141",1,52,0,0.5,11.65,5.54,0.3,69.99
41334,2,2/2/2016 20:30,2/2/2016 20:58,1,17.92,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99247742,40.74953842,"-73.992477416992188,40.749538421630859",1,52,0,0.5,11.67,5.54,0.3,70.01
41335,1,2/2/2016 20:30,2/2/2016 21:11,1,19.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99766541,40.73442078,"-73.997665405273438,40.734420776367188",1,52,0,0.5,12,0,0.3,64.8
41336,1,2/2/2016 20:30,2/2/2016 20:55,2,15.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.91192627,40.74804688,"-73.911926269531250,40.748046875000000",1,42,0.5,0.5,8.65,0,0.3,51.95
41337,1,2/2/2016 20:30,2/2/2016 21:05,2,18.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00418091,40.72500992,"-74.004180908203125,40.725009918212891",1,52,0,0.5,10,0,0.3,62.8
41338,2,2/2/2016 20:31,2/2/2016 20:54,1,15.99,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95508575,40.71850204,"-73.955085754394531,40.718502044677734",1,42.5,0.5,0.5,10.95,0,0.3,54.75
41339,1,2/2/2016 20:31,2/2/2016 20:42,1,5.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.83158875,40.66070175,"-73.831588745117187,40.660701751708984",2,16,0.5,0.5,0,0,0.3,17.3
41340,2,2/2/2016 20:31,2/2/2016 21:03,1,21.04,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.93531036,40.85475922,"-73.935310363769531,40.854759216308594",1,52,0,0.5,8,5.54,0.3,66.34
41341,2,2/2/2016 20:31,2/2/2016 20:59,1,17.33,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97904968,40.74939728,"-73.979049682617188,40.749397277832031",1,52,0,0.5,11.67,5.54,0.3,70.01
41342,1,2/2/2016 20:31,2/2/2016 21:08,1,19.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00276947,40.74319077,"-74.002769470214844,40.743190765380859",1,52,0,0.5,11.65,5.54,0.3,69.99
41343,2,2/2/2016 20:31,2/2/2016 21:03,1,18.09,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96073914,40.79764557,"-73.960739135742188,40.797645568847656",1,52,0,0.5,6,5.54,0.3,64.34
41344,2,2/2/2016 20:32,2/2/2016 21:06,1,19.91,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96765137,40.80308151,"-73.967651367187500,40.803081512451172",2,52,0,0.5,0,5.54,0.3,58.34
41345,1,2/2/2016 20:32,2/2/2016 20:45,3,8.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.86449432,40.77008438,"-73.864494323730469,40.770084381103516",2,23,0.5,0.5,0,0,0.3,24.3
41346,2,2/2/2016 20:32,2/2/2016 20:59,1,16.29,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.96414948,40.71949387,"-73.964149475097656,40.719493865966797",1,44.5,0.5,0.5,13.74,0,0.3,59.54
41347,1,2/2/2016 20:32,2/2/2016 20:58,2,15.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95193481,40.71612167,"-73.951934814453125,40.716121673583984",1,44,0.5,0.5,9.05,0,0.3,54.35
41348,2,2/2/2016 20:32,2/2/2016 21:04,1,20.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97245026,40.78408051,"-73.972450256347656,40.784080505371094",1,52,0,0.5,12,5.54,0.3,70.34
41349,1,2/2/2016 20:32,2/2/2016 21:16,2,26.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.84155273,40.94230652,"-73.841552734375000,40.942306518554687",2,70.5,0.5,0.5,0,5.54,0.3,77.34
41350,2,2/2/2016 20:33,2/2/2016 21:10,1,13.93,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97579193,40.66667557,"-73.975791931152344,40.666675567626953",1,42,0.5,0.5,5,0,0.3,48.3
41351,1,2/2/2016 20:33,2/2/2016 21:06,1,20,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.97374725,40.6795845,"-73.973747253417969,40.679584503173828",1,54.5,0.5,0.5,5,0,0.3,60.8
41352,1,2/2/2016 20:33,2/2/2016 21:00,1,17.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98368073,40.7438736,"-73.983680725097656,40.743873596191406",1,52,0,0.5,6,5.54,0.3,64.34
41353,1,2/2/2016 20:33,2/2/2016 20:43,1,3.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80606842,40.66569138,"-73.806068420410156,40.665691375732422",2,12.5,0.5,0.5,0,0,0.3,13.8
41354,1,2/2/2016 20:33,2/2/2016 20:50,1,7.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80770111,40.72136688,"-73.807701110839844,40.721366882324219",2,22.5,0.5,0.5,0,0,0.3,23.8
41355,1,2/2/2016 20:33,2/2/2016 20:55,2,12.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.80679321,40.75663376,"-73.806793212890625,40.756633758544922",1,35,0.5,0.5,7.25,0,0.3,43.55
41356,1,2/2/2016 20:33,2/2/2016 21:02,2,16.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.93677521,40.70191956,"-73.936775207519531,40.701919555664062",2,46.5,0.5,0.5,0,0,0.3,47.8
41357,1,2/2/2016 20:34,2/2/2016 21:16,2,18.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97916412,40.76449966,"-73.979164123535156,40.764499664306641",1,52,0,0.5,14.55,5.54,0.3,72.89
41358,1,2/2/2016 20:34,2/2/2016 21:05,1,18,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99430847,40.74853516,"-73.994308471679688,40.748535156250000",1,52,0,0.5,2,5.54,0.3,60.34
41359,1,2/2/2016 20:34,2/2/2016 20:46,1,6.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.87819672,40.68318176,"-73.878196716308594,40.683181762695312",1,20,0.5,0.5,4.26,0,0.3,25.56
41360,1,2/2/2016 20:35,2/2/2016 20:57,1,9.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.89617157,40.70495987,"-73.896171569824219,40.704959869384766",1,29,0.5,0.5,5,0,0.3,35.3
41361,1,2/2/2016 20:35,2/2/2016 21:17,1,21.8,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98511505,40.78091049,"-73.985115051269531,40.780910491943359",1,52,0,0.5,7,5.54,0.3,65.34
41362,2,2/2/2016 20:35,2/2/2016 21:14,1,20.75,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01582336,40.71536636,"-74.015823364257813,40.715366363525391",1,52,0,0.5,0,0,0.3,52.8
41363,1,2/2/2016 20:35,2/2/2016 21:08,1,17.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99243927,40.74835205,"-73.992439270019531,40.748352050781250",1,52,0,0.5,11.65,5.54,0.3,69.99
41364,1,2/2/2016 20:35,2/2/2016 21:13,2,20.5,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.95420837,40.77214813,"-73.954208374023437,40.772148132324219",1,52,0,0.5,17.5,5.54,0.3,75.84
41365,1,2/2/2016 20:35,2/2/2016 20:42,2,1.4,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78223419,40.64367676,"-73.782234191894531,40.643676757812500",1,7,0.5,0.5,1,0,0.3,9.3
41366,2,2/2/2016 20:36,2/2/2016 21:10,1,19.31,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98478699,40.73455811,"-73.984786987304688,40.734558105468750",1,52,0,0.5,10.56,0,0.3,63.36
41367,1,2/2/2016 20:36,2/2/2016 21:05,1,16.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.97911072,40.75077057,"-73.979110717773437,40.750770568847656",2,52,0,0.5,0,5.54,0.3,58.34
41368,2,2/2/2016 20:36,2/2/2016 21:08,1,16.93,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99155426,40.75027084,"-73.991554260253906,40.750270843505859",2,52,0,0.5,0,5.54,0.3,58.34
41369,1,2/2/2016 20:36,2/2/2016 21:12,1,25.2,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98720551,40.66717529,"-73.987205505371094,40.667175292968750",1,67,0.5,0.5,13.65,0,0.3,81.95
41370,2,2/2/2016 20:36,2/2/2016 21:09,1,11.9,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95791626,40.6582489,"-73.957916259765625,40.658248901367188",1,36.5,0.5,0.5,7.56,0,0.3,45.36
41371,2,2/2/2016 20:37,2/2/2016 21:06,1,18.58,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98130035,40.72494125,"-73.981300354003906,40.724941253662109",1,52,0,0.5,10.56,0,0.3,63.36
41372,2,2/2/2016 20:37,2/2/2016 21:02,1,16.67,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.95487213,40.73379135,"-73.954872131347656,40.733791351318359",1,45.5,0.5,0.5,5,0,0.3,51.8
41373,2,2/2/2016 20:37,2/2/2016 21:00,1,8.13,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.86720276,40.67914963,"-73.867202758789063,40.679149627685547",2,26,0.5,0.5,0,0,0.3,27.3
41374,1,2/2/2016 20:37,2/2/2016 21:12,1,21.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01003265,40.71143341,"-74.010032653808594,40.711433410644531",1,52,0,0.5,10.55,0,0.3,63.35
41375,1,2/2/2016 20:37,2/2/2016 21:15,1,18.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98709106,40.72227097,"-73.987091064453125,40.722270965576172",1,52,0,0.5,11.65,5.54,0.3,69.99
41376,2,2/2/2016 20:37,2/2/2016 21:06,1,18.32,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.96853638,40.75477982,"-73.968536376953125,40.754779815673828",1,52,0,0.5,5,0,0.3,57.8
41377,2,2/2/2016 20:37,2/2/2016 21:03,1,15.74,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.94670105,40.62046432,"-73.946701049804687,40.620464324951172",2,43.5,0.5,0.5,0,0,0.3,44.8
41378,1,2/2/2016 20:37,2/2/2016 21:00,1,14.7,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",4,N,-73.65218353,40.65802765,"-73.652183532714844,40.658027648925781",1,59,0.5,0.5,9,0,0.3,69.3
41379,2,2/2/2016 20:38,2/2/2016 21:15,3,18.41,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.98040009,40.76493835,"-73.980400085449219,40.764938354492188",2,52,0,0.5,0,5.54,0.3,58.34
41380,2,2/2/2016 20:38,2/2/2016 20:41,1,0.53,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78380585,40.64414215,"-73.783805847167969,40.644142150878906",2,4,0.5,0.5,0,0,0.3,5.3
41381,1,2/2/2016 20:38,2/2/2016 21:15,1,19.1,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.00654602,40.73739624,"-74.006546020507813,40.737396240234375",1,52,0,0.5,11.65,5.54,0.3,69.99
41382,2,2/2/2016 20:38,2/2/2016 21:03,1,13.6,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.91555786,40.686409,"-73.915557861328125,40.686408996582031",1,38,0.5,0.5,7.86,0,0.3,47.16
41383,2,2/2/2016 20:38,2/2/2016 21:14,1,20.67,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-74.01480865,40.70972824,"-74.014808654785156,40.709728240966797",1,52,0,0.5,10.56,0,0.3,63.36
41384,2,2/2/2016 20:39,2/2/2016 21:10,2,18.36,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",2,N,-73.99712372,40.73656845,"-73.997123718261719,40.736568450927734",1,52,0,0.5,14.58,5.54,0.3,72.92
41385,2,2/2/2016 20:39,2/2/2016 21:11,1,20.3,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.98360443,40.67605209,"-73.983604431152344,40.676052093505859",1,55.5,0.5,0.5,10,0,0.3,66.8
41386,2,2/2/2016 20:39,2/2/2016 20:39,2,0.03,-73.785924,40.645134,"-73.785924000000000,40.645134000000000",1,N,-73.78137207,40.64490891,"-73.781372070312500,40.644908905029297",2,2.5,0.5,0.5,0,0,0.3,3.8
